model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
epiforecasts-EpiNow2,inc case,1,CZ,5674,2692,18,2964,0.8,0.78,0.83,0.83,0.32,1,6,Czechia
EuroCOVIDhub-baseline,inc case,2,CZ,15188,1625,0,13562,1,1,0,0.6,0.92,1,5,Czechia
EuroCOVIDhub-ensemble,inc case,2,CZ,8354,4392,0,3962,0.55,0.59,0.4,1,0.52,1,5,Czechia
IEM_Health-CovidProject,inc case,2,CZ,16834,6818,0,10016,1.11,1.24,0.2,1,0.68,1,5,Czechia
ILM-EKF,inc case,2,CZ,9699,4245,10,5445,0.64,0.68,0.4,1,0.46,1,5,Czechia
LANL-GrowthRate,inc case,2,CZ,5299,4443,622,234,0.35,0.21,1,1,-0.06,1,5,Czechia
USC-SIkJalpha,inc case,2,CZ,13437,5278,0,8159,0.88,0.71,0.2,0.6,0.8,1,5,Czechia
epiforecasts-EpiNow2,inc case,2,CZ,9809,4599,104,5106,0.65,0.66,0.6,0.8,0.38,1,5,Czechia
EuroCOVIDhub-baseline,inc case,3,CZ,24984,2398,0,22586,1,1,0,0.25,0.98,1,4,Czechia
EuroCOVIDhub-ensemble,inc case,3,CZ,14477,6037,0,8440,0.58,0.66,0.25,1,0.7,1,4,Czechia
IEM_Health-CovidProject,inc case,3,CZ,27746,9067,0,18679,1.11,1.27,0,1,0.81,1,4,Czechia
ILM-EKF,inc case,3,CZ,17267,7486,52,9729,0.69,0.8,0.25,1,0.52,1,4,Czechia
LANL-GrowthRate,inc case,3,CZ,8824,5391,0,3432,0.35,0.38,0.5,1,0.42,1,4,Czechia
USC-SIkJalpha,inc case,3,CZ,18594,6189,0,12405,0.74,0.66,0,0.5,0.85,1,4,Czechia
epiforecasts-EpiNow2,inc case,3,CZ,12694,6146,17,6531,0.51,0.55,0.5,1,0.49,1,4,Czechia
EuroCOVIDhub-baseline,inc death,1,CZ,114,11,16,87,1,1,0,1,0.56,1,6,Czechia
EuroCOVIDhub-ensemble,inc death,1,CZ,58,39,1,18,0.51,0.38,0.83,1,0.23,1,6,Czechia
IEM_Health-CovidProject,inc death,1,CZ,100,57,5,38,0.88,0.91,0.67,1,0.3,1,6,Czechia
ILM-EKF,inc death,1,CZ,84,76,1,7,0.73,0.33,1,1,0.1,1,6,Czechia
LANL-GrowthRate,inc death,1,CZ,74,19,51,4,0.65,0.67,0.17,0.67,-0.37,1,6,Czechia
RobertWalraven-ESG,inc death,1,CZ,105,9,8,89,0.92,0.75,0.33,0.5,0.49,1,6,Czechia
USC-SIkJalpha,inc death,1,CZ,134,68,0,66,1.18,0.94,0.5,0.67,0.55,1,6,Czechia
epiforecasts-EpiNow2,inc death,1,CZ,38,20,7,10,0.33,0.31,0.67,1,0.1,1,6,Czechia
EuroCOVIDhub-baseline,inc death,2,CZ,209,24,6,178,1,1,0,0.4,0.65,1,5,Czechia
EuroCOVIDhub-ensemble,inc death,2,CZ,115,53,0,62,0.55,0.58,0.6,1,0.55,1,5,Czechia
IEM_Health-CovidProject,inc death,2,CZ,211,77,0,133,1.01,1.09,0.4,1,0.61,1,5,Czechia
ILM-EKF,inc death,2,CZ,125,91,0,34,0.6,0.54,1,1,0.3,1,5,Czechia
LANL-GrowthRate,inc death,2,CZ,107,30,77,0,0.51,0.52,0.6,0.8,-0.57,1,5,Czechia
RobertWalraven-ESG,inc death,2,CZ,232,10,0,222,1.11,0.86,0,0.4,0.94,1,5,Czechia
USC-SIkJalpha,inc death,2,CZ,241,90,0,151,1.16,1.07,0.4,0.6,0.68,1,5,Czechia
epiforecasts-EpiNow2,inc death,2,CZ,117,44,5,68,0.56,0.63,0.4,1,0.4,1,5,Czechia
EuroCOVIDhub-baseline,inc death,3,CZ,307,35,0,273,1,1,0,0.25,0.9,1,4,Czechia
EuroCOVIDhub-ensemble,inc death,3,CZ,226,73,0,153,0.74,0.85,0,0.75,0.82,1,4,Czechia
IEM_Health-CovidProject,inc death,3,CZ,409,102,0,306,1.33,1.53,0,0.75,0.83,1,4,Czechia
ILM-EKF,inc death,3,CZ,217,119,0,98,0.71,0.8,0.25,1,0.48,1,4,Czechia
LANL-GrowthRate,inc death,3,CZ,74,44,26,4,0.24,0.25,0.75,1,-0.25,1,4,Czechia
RobertWalraven-ESG,inc death,3,CZ,426,10,0,416,1.39,1.08,0,0,1,1,4,Czechia
USC-SIkJalpha,inc death,3,CZ,410,103,0,307,1.33,1.31,0,0.5,0.88,1,4,Czechia
epiforecasts-EpiNow2,inc death,3,CZ,215,90,4,121,0.7,0.82,0.5,1,0.45,1,4,Czechia
DSMPG-bayes,inc case,1,DE,10853,5417,332,5103,0.89,0.74,0.83,0.83,0.11,1,6,Germany
EuroCOVIDhub-baseline,inc case,1,DE,12160,1389,9890,881,1,1,0,1,-0.59,1,6,Germany
EuroCOVIDhub-ensemble,inc case,1,DE,9958,4613,3453,1891,0.82,0.92,0.67,1,-0.28,1,6,Germany
FIAS_FZJ-Epi1Ger,inc case,1,DE,10023,2379,4306,3337,0.82,0.88,0.17,0.83,-0.38,1,6,Germany
IEM_Health-CovidProject,inc case,1,DE,14433,8690,5654,89,1.19,1.09,0.5,1,-0.45,1,6,Germany
ILM-EKF,inc case,1,DE,11338,3832,3923,3583,0.93,1.08,0.33,1,-0.18,1,6,Germany
ITWW-county_repro,inc case,1,DE,11892,1093,1386,9412,0.98,0.81,0.33,0.5,0.27,1,6,Germany
Karlen-pypm,inc case,1,DE,11616,5172,3805,2639,0.96,1.11,0.33,1,-0.15,1,6,Germany
LANL-GrowthRate,inc case,1,DE,14802,8927,5714,161,1.22,1.27,0.67,1,-0.4,1,6,Germany
UNIPV-BayesINGARCHX,inc case,1,DE,10832,1977,4858,3997,0.89,0.82,0.17,0.5,-0.12,1,6,Germany
USC-SIkJalpha,inc case,1,DE,18191,8664,8517,1010,1.5,1.26,0.83,0.83,-0.35,1,6,Germany
epiforecasts-EpiExpert,inc case,1,DE,11085,2562,4988,3535,0.91,0.99,0.17,0.83,-0.25,1,6,Germany
epiforecasts-EpiNow2,inc case,1,DE,12028,6543,3125,2360,0.99,1.1,0.5,1,-0.25,1,6,Germany
itwm-dSEIR,inc case,1,DE,11837,1633,2133,8071,0.97,0.85,0.33,0.5,0.02,1,6,Germany
DSMPG-bayes,inc case,2,DE,22719,11794,2848,8077,1.14,1.23,0.4,1,0.08,1,5,Germany
EuroCOVIDhub-baseline,inc case,2,DE,19964,2764,17200,0,1,1,0.2,0.4,-0.79,1,5,Germany
EuroCOVIDhub-ensemble,inc case,2,DE,19970,7219,7172,5580,1,1.22,0,1,-0.14,1,5,Germany
FIAS_FZJ-Epi1Ger,inc case,2,DE,23712,4107,12042,7563,1.19,1.28,0,0.8,-0.16,1,5,Germany
IEM_Health-CovidProject,inc case,2,DE,21328,11051,10220,57,1.07,0.81,0.6,0.8,-0.44,1,5,Germany
ILM-EKF,inc case,2,DE,25756,9012,7571,9172,1.29,1.57,0.2,1,-0.08,1,5,Germany
ITWW-county_repro,inc case,2,DE,31462,2406,6909,22148,1.58,1.35,0.2,0.2,0.1,1,5,Germany
Karlen-pypm,inc case,2,DE,23546,9022,3676,10848,1.18,1.31,0.4,1,0.1,1,5,Germany
LANL-GrowthRate,inc case,2,DE,21015,10086,9781,1148,1.05,1.13,0.6,0.8,-0.32,1,5,Germany
UNIPV-BayesINGARCHX,inc case,2,DE,27034,1470,15489,10075,1.35,1.08,0,0.2,-0.16,1,5,Germany
USC-SIkJalpha,inc case,2,DE,32223,9381,19257,3585,1.61,1.37,0.2,0.4,-0.4,1,5,Germany
epiforecasts-EpiExpert,inc case,2,DE,27440,3773,12925,10742,1.37,1.35,0,0.4,-0.18,1,5,Germany
epiforecasts-EpiNow2,inc case,2,DE,20849,10363,6982,3504,1.04,1.17,0.6,1,-0.16,1,5,Germany
itwm-dSEIR,inc case,2,DE,26228,5118,4149,16961,1.31,1.42,0.2,0.6,0.31,1,5,Germany
DSMPG-bayes,inc case,3,DE,38478,24746,2366,11366,1.63,1.5,0.75,1,0.25,1,4,Germany
EuroCOVIDhub-baseline,inc case,3,DE,23605,3865,19739,0,1,1,0,0.75,-0.9,1,4,Germany
EuroCOVIDhub-ensemble,inc case,3,DE,25085,11956,4870,8259,1.06,1.06,0.25,1,0.15,1,4,Germany
FIAS_FZJ-Epi1Ger,inc case,3,DE,26774,6929,9534,10311,1.13,1.12,0.25,0.75,0.22,1,4,Germany
IEM_Health-CovidProject,inc case,3,DE,26508,13025,13426,57,1.12,0.78,0.75,0.75,-0.4,1,4,Germany
ILM-EKF,inc case,3,DE,38197,18480,5321,14396,1.62,1.6,0.25,1,0.2,1,4,Germany
ITWW-county_repro,inc case,3,DE,52458,4615,3245,44598,2.22,1.81,0,0.25,0.51,1,4,Germany
Karlen-pypm,inc case,3,DE,48326,17502,0,30824,2.05,2.19,0.25,1,0.68,1,4,Germany
LANL-GrowthRate,inc case,3,DE,20563,10493,9780,290,0.87,0.59,0.75,0.75,-0.28,1,4,Germany
UNIPV-BayesINGARCHX,inc case,3,DE,21258,1584,4084,15590,0.9,0.67,0.25,0.25,0.22,1,4,Germany
USC-SIkJalpha,inc case,3,DE,36917,11724,18812,6381,1.56,1.22,0.25,0.25,-0.17,1,4,Germany
epiforecasts-EpiExpert,inc case,3,DE,27608,5873,9452,12282,1.17,1.07,0.5,0.5,0.22,1,4,Germany
epiforecasts-EpiNow2,inc case,3,DE,30194,16049,8661,5483,1.28,1.05,0.5,1,-0.02,1,4,Germany
itwm-dSEIR,inc case,3,DE,30276,11281,4413,14583,1.28,1.38,0.25,1,0.3,1,4,Germany
EuroCOVIDhub-baseline,inc death,1,DE,138,44,35,59,1,1,0.17,1,0.2,1,6,Germany
EuroCOVIDhub-ensemble,inc death,1,DE,122,77,19,26,0.89,0.98,0.83,1,0.1,1,6,Germany
FIAS_FZJ-Epi1Ger,inc death,1,DE,351,18,58,275,2.54,2.03,0,0,0.33,1,6,Germany
IEM_Health-CovidProject,inc death,1,DE,246,128,118,0,1.79,2,0.5,1,-0.48,1,6,Germany
ILM-EKF,inc death,1,DE,163,96,5,61,1.18,1.2,0.5,1,0.35,1,6,Germany
ITWW-county_repro,inc death,1,DE,190,7,165,17,1.38,1.04,0,0.17,-0.66,1,6,Germany
Karlen-pypm,inc death,1,DE,128,86,5,38,0.93,0.98,0.83,1,0.23,1,6,Germany
LANL-GrowthRate,inc death,1,DE,180,43,118,19,1.31,1.28,0.33,0.83,0.03,1,6,Germany
MIT_CovidAnalytics-DELPHI,inc death,1,DE,181,89,49,43,1.31,1.41,0.67,1,0.08,1,6,Germany
RobertWalraven-ESG,inc death,1,DE,190,59,131,0,1.38,1.41,0.33,0.83,-0.71,1,6,Germany
USC-SIkJalpha,inc death,1,DE,195,147,19,30,1.42,1.18,1,1,0.05,1,6,Germany
epiforecasts-EpiExpert,inc death,1,DE,118,31,48,39,0.86,0.88,0.17,0.83,0.16,1,6,Germany
epiforecasts-EpiNow2,inc death,1,DE,367,108,0,260,2.66,2.65,0.33,0.83,0.72,1,6,Germany
itwm-dSEIR,inc death,1,DE,119,61,0,58,0.86,0.86,0.83,1,0.43,1,6,Germany
EuroCOVIDhub-baseline,inc death,2,DE,201,89,45,66,1,1,0.6,1,0.12,1,5,Germany
EuroCOVIDhub-ensemble,inc death,2,DE,187,102,24,61,0.93,0.95,0.6,1,0.28,1,5,Germany
FIAS_FZJ-Epi1Ger,inc death,2,DE,550,45,53,452,2.74,2.16,0,0.2,0.56,1,5,Germany
IEM_Health-CovidProject,inc death,2,DE,344,134,210,0,1.71,1.86,0.4,1,-0.6,1,5,Germany
ILM-EKF,inc death,2,DE,306,130,10,166,1.52,1.56,0.2,1,0.51,1,5,Germany
ITWW-county_repro,inc death,2,DE,205,12,69,124,1.02,0.76,0,0,0.2,1,5,Germany
Karlen-pypm,inc death,2,DE,211,116,2,93,1.05,1.05,0.6,1,0.42,1,5,Germany
LANL-GrowthRate,inc death,2,DE,264,57,184,22,1.31,1.15,0.6,0.8,-0.06,1,5,Germany
MIT_CovidAnalytics-DELPHI,inc death,2,DE,244,131,7,105,1.21,1.22,0.8,1,0.34,1,5,Germany
RobertWalraven-ESG,inc death,2,DE,405,74,332,0,2.02,1.72,0.2,0.6,-0.77,1,5,Germany
USC-SIkJalpha,inc death,2,DE,256,177,4,75,1.27,1.3,0.8,1,0.28,1,5,Germany
epiforecasts-EpiExpert,inc death,2,DE,176,39,90,47,0.87,0.81,0.2,0.8,-0.15,1,5,Germany
epiforecasts-EpiNow2,inc death,2,DE,611,142,0,469,3.04,2.77,0.2,0.4,0.84,1,5,Germany
itwm-dSEIR,inc death,2,DE,168,72,0,96,0.84,0.82,0.6,1,0.54,1,5,Germany
EuroCOVIDhub-baseline,inc death,3,DE,227,123,24,80,1,1,0.75,1,0.1,1,4,Germany
EuroCOVIDhub-ensemble,inc death,3,DE,225,136,0,89,0.99,1.05,0.5,1,0.48,1,4,Germany
FIAS_FZJ-Epi1Ger,inc death,3,DE,753,93,0,660,3.32,2.97,0,0.25,0.92,1,4,Germany
IEM_Health-CovidProject,inc death,3,DE,427,135,292,0,1.88,2.17,0.25,1,-0.62,1,4,Germany
ILM-EKF,inc death,3,DE,515,196,0,319,2.27,2.48,0,1,0.8,1,4,Germany
ITWW-county_repro,inc death,3,DE,374,26,0,348,1.65,1.3,0,0.25,0.95,1,4,Germany
Karlen-pypm,inc death,3,DE,380,153,0,226,1.67,1.96,0,1,0.72,1,4,Germany
LANL-GrowthRate,inc death,3,DE,175,83,71,21,0.77,0.82,0.5,1,-0.03,1,4,Germany
MIT_CovidAnalytics-DELPHI,inc death,3,DE,215,172,0,43,0.95,0.77,1,1,0.28,1,4,Germany
RobertWalraven-ESG,inc death,3,DE,506,91,415,0,2.23,2.17,0,0.75,-0.84,1,4,Germany
USC-SIkJalpha,inc death,3,DE,347,197,0,150,1.53,1.89,0.75,0.75,0.5,1,4,Germany
epiforecasts-EpiExpert,inc death,3,DE,122,55,29,38,0.54,0.62,0.25,1,0.05,1,4,Germany
epiforecasts-EpiNow2,inc death,3,DE,940,225,0,715,4.14,3.99,0,0.5,0.97,1,4,Germany
itwm-dSEIR,inc death,3,DE,233,79,0,154,1.03,1.06,0.25,1,0.64,1,4,Germany
EuroCOVIDhub-baseline,inc case,1,DK,1204,157,602,446,1,1,0.17,1,0.02,1,6,Denmark
EuroCOVIDhub-ensemble,inc case,1,DK,1070,247,329,495,0.89,0.85,0.33,0.67,0.03,1,6,Denmark
IEM_Health-CovidProject,inc case,1,DK,1126,346,258,523,0.94,0.77,0.67,0.67,0.17,1,6,Denmark
ILM-EKF,inc case,1,DK,1052,249,299,505,0.87,0.84,0.5,0.83,-0.01,1,6,Denmark
LANL-GrowthRate,inc case,1,DK,849,236,311,302,0.7,0.61,0.67,0.67,-0.2,1,6,Denmark
USC-SIkJalpha,inc case,1,DK,1066,178,381,506,0.88,0.78,0.17,0.17,-0.25,1,6,Denmark
epiforecasts-EpiNow2,inc case,1,DK,1336,278,549,509,1.11,1.08,0.33,0.67,0.08,1,6,Denmark
EuroCOVIDhub-baseline,inc case,2,DK,1096,306,345,445,1,1,0.2,1,-0.1,1,5,Denmark
EuroCOVIDhub-ensemble,inc case,2,DK,1199,385,122,692,1.09,0.96,0.6,0.8,0.1,1,5,Denmark
IEM_Health-CovidProject,inc case,2,DK,1350,479,165,706,1.23,1.07,0.6,0.6,0.24,1,5,Denmark
ILM-EKF,inc case,2,DK,1085,415,99,571,0.99,0.92,0.6,0.8,0.16,1,5,Denmark
LANL-GrowthRate,inc case,2,DK,678,301,127,250,0.62,0.48,0.6,0.8,-0.01,1,5,Denmark
USC-SIkJalpha,inc case,2,DK,628,223,74,332,0.57,0.58,0.4,1,0.08,1,5,Denmark
epiforecasts-EpiNow2,inc case,2,DK,1631,460,411,760,1.49,1.29,0.4,0.8,-0.04,1,5,Denmark
EuroCOVIDhub-baseline,inc case,3,DK,796,426,242,129,1,1,0.5,1,0.02,1,4,Denmark
EuroCOVIDhub-ensemble,inc case,3,DK,1254,567,55,632,1.58,1.9,0.25,1,0.45,1,4,Denmark
IEM_Health-CovidProject,inc case,3,DK,1215,599,0,617,1.53,1.7,0.25,1,0.65,1,4,Denmark
ILM-EKF,inc case,3,DK,1261,658,49,554,1.58,1.8,0.75,1,0.35,1,4,Denmark
LANL-GrowthRate,inc case,3,DK,725,331,47,347,0.91,0.92,0.5,0.75,0.32,1,4,Denmark
USC-SIkJalpha,inc case,3,DK,897,238,274,384,1.13,1.17,0,0.25,-0.08,1,4,Denmark
epiforecasts-EpiNow2,inc case,3,DK,1406,622,410,374,1.77,2.09,0.5,1,0.15,1,4,Denmark
EuroCOVIDhub-baseline,inc death,1,DK,3,2,0,1,1,1,1,1,0.07,1,6,Denmark
EuroCOVIDhub-ensemble,inc death,1,DK,3,2,0,1,0.91,0.95,1,1,0.18,1,6,Denmark
IEM_Health-CovidProject,inc death,1,DK,3,2,1,0,1.04,1.14,0.67,1,-0.35,1,6,Denmark
ILM-EKF,inc death,1,DK,5,4,0,1,1.73,0.91,1,1,0.22,1,6,Denmark
LANL-GrowthRate,inc death,1,DK,1,1,0,0,0.37,0.23,1,1,-0,1,6,Denmark
RobertWalraven-ESG,inc death,1,DK,3,2,1,1,1.22,1.55,0.5,1,0.08,1,6,Denmark
USC-SIkJalpha,inc death,1,DK,3,2,0,1,1.06,0.95,0.83,0.83,0.18,1,6,Denmark
epiforecasts-EpiNow2,inc death,1,DK,5,2,0,3,1.87,2.09,0.5,0.67,0.48,1,6,Denmark
EuroCOVIDhub-baseline,inc death,2,DK,4,3,0,1,1,1,1,1,0.08,1,5,Denmark
EuroCOVIDhub-ensemble,inc death,2,DK,3,2,0,1,0.74,0.82,0.8,1,0.22,1,5,Denmark
IEM_Health-CovidProject,inc death,2,DK,4,2,3,0,1.06,1.59,0.4,1,-0.54,1,5,Denmark
ILM-EKF,inc death,2,DK,6,5,0,1,1.39,1.09,1,1,0.22,1,5,Denmark
LANL-GrowthRate,inc death,2,DK,2,1,0,0,0.4,0.45,1,1,-0.06,1,5,Denmark
RobertWalraven-ESG,inc death,2,DK,4,2,1,1,0.96,1.55,0.6,1,0.02,1,5,Denmark
USC-SIkJalpha,inc death,2,DK,4,3,0,1,0.96,1.14,0.6,1,0.28,1,5,Denmark
epiforecasts-EpiNow2,inc death,2,DK,7,2,0,5,1.82,2.45,0.6,0.8,0.57,1,5,Denmark
EuroCOVIDhub-baseline,inc death,3,DK,5,4,0,0,1,1,1,1,0.02,1,4,Denmark
EuroCOVIDhub-ensemble,inc death,3,DK,3,3,0,0,0.62,0.9,1,1,0.07,1,4,Denmark
IEM_Health-CovidProject,inc death,3,DK,6,1,5,0,1.26,4,0,1,-0.74,1,4,Denmark
ILM-EKF,inc death,3,DK,7,6,0,1,1.57,2.2,1,1,0.22,1,4,Denmark
LANL-GrowthRate,inc death,3,DK,3,1,1,0,0.58,1.9,0.5,1,-0.15,1,4,Denmark
RobertWalraven-ESG,inc death,3,DK,4,2,1,0,0.78,2.3,1,1,-0.05,1,4,Denmark
USC-SIkJalpha,inc death,3,DK,4,3,0,1,0.87,1.6,1,1,0.12,1,4,Denmark
epiforecasts-EpiNow2,inc death,3,DK,9,3,0,6,2.07,5.9,0.25,1,0.55,1,4,Denmark
EuroCOVIDhub-baseline,inc case,1,EE,1057,34,111,912,1,1,0.17,0.33,0.55,1,6,Estonia
EuroCOVIDhub-ensemble,inc case,1,EE,679,366,0,313,0.64,0.7,0.67,1,0.44,1,6,Estonia
IEM_Health-CovidProject,inc case,1,EE,1052,301,0,751,1,1.35,0.17,1,0.77,1,6,Estonia
ILM-EKF,inc case,1,EE,1224,386,0,839,1.16,1.45,0.5,0.83,0.67,1,6,Estonia
LANL-GrowthRate,inc case,1,EE,595,269,132,194,0.56,0.76,0.5,1,0.05,1,6,Estonia
USC-SIkJalpha,inc case,1,EE,1392,770,407,215,1.32,1.54,0.33,0.83,0.15,1,6,Estonia
epiforecasts-EpiNow2,inc case,1,EE,606,252,52,302,0.57,0.73,0.5,1,0.28,1,6,Estonia
DSMPG-bayes,inc case,1,EE,818,254,30,534,0.82,0.69,0.2,0.8,0.48,1,5,Estonia
EuroCOVIDhub-baseline,inc case,2,EE,2201,69,106,2026,1,1,0,0.4,0.6,1,5,Estonia
EuroCOVIDhub-ensemble,inc case,2,EE,1645,581,0,1064,0.75,0.97,0.2,0.8,0.66,1,5,Estonia
IEM_Health-CovidProject,inc case,2,EE,2654,436,0,2219,1.21,1.49,0,0.4,0.96,1,5,Estonia
ILM-EKF,inc case,2,EE,3108,728,0,2379,1.41,1.78,0,0.6,0.83,1,5,Estonia
LANL-GrowthRate,inc case,2,EE,1586,438,15,1133,0.72,0.91,0.4,0.8,0.45,1,5,Estonia
USC-SIkJalpha,inc case,2,EE,2067,981,343,743,0.94,1.07,0.2,0.8,0.12,1,5,Estonia
epiforecasts-EpiNow2,inc case,2,EE,1339,443,58,838,0.61,0.76,0.4,1,0.32,1,5,Estonia
DSMPG-bayes,inc case,2,EE,1728,528,11,1189,0.9,0.88,0.25,0.75,0.5,1,4,Estonia
EuroCOVIDhub-baseline,inc case,3,EE,3372,97,0,3275,1,1,0,0.25,0.95,1,4,Estonia
EuroCOVIDhub-ensemble,inc case,3,EE,3304,858,0,2446,0.98,1.34,0,0.75,0.92,1,4,Estonia
IEM_Health-CovidProject,inc case,3,EE,5387,622,0,4765,1.6,1.87,0,0,1,1,4,Estonia
ILM-EKF,inc case,3,EE,6294,1355,0,4939,1.87,2.41,0,0.25,0.95,1,4,Estonia
LANL-GrowthRate,inc case,3,EE,3070,667,0,2403,0.91,1.19,0.25,0.5,0.82,1,4,Estonia
USC-SIkJalpha,inc case,3,EE,2446,1015,107,1324,0.73,0.77,0.5,0.75,0.4,1,4,Estonia
epiforecasts-EpiNow2,inc case,3,EE,2146,635,0,1512,0.64,0.87,0.5,0.75,0.62,1,4,Estonia
EuroCOVIDhub-baseline,inc death,1,EE,10,0,4,5,1,1,0,0.67,-0.27,1,6,Estonia
EuroCOVIDhub-ensemble,inc death,1,EE,7,4,1,1,0.72,0.78,0.83,1,0.05,1,6,Estonia
IEM_Health-CovidProject,inc death,1,EE,8,5,1,2,0.84,0.99,0.83,1,0.1,1,6,Estonia
ILM-EKF,inc death,1,EE,13,12,1,1,1.36,0.77,1,1,0.03,1,6,Estonia
LANL-GrowthRate,inc death,1,EE,11,2,6,3,1.13,1.34,0.17,0.83,-0.1,1,6,Estonia
RobertWalraven-ESG,inc death,1,EE,7,1,3,3,0.74,0.8,0,0.67,0.22,1,6,Estonia
USC-SIkJalpha,inc death,1,EE,8,5,1,3,0.88,1.03,0.5,0.83,0.15,1,6,Estonia
epiforecasts-EpiNow2,inc death,1,EE,9,4,2,3,0.92,1.11,0.5,1,0.27,1,6,Estonia
EuroCOVIDhub-baseline,inc death,2,EE,6,1,4,1,1,1,0.2,1,-0.41,1,5,Estonia
EuroCOVIDhub-ensemble,inc death,2,EE,7,6,1,1,1.31,1.16,1,1,0.08,1,5,Estonia
IEM_Health-CovidProject,inc death,2,EE,9,7,0,2,1.68,1.37,1,1,0.18,1,5,Estonia
ILM-EKF,inc death,2,EE,16,14,0,2,2.82,1.53,1,1,0.12,1,5,Estonia
LANL-GrowthRate,inc death,2,EE,15,3,8,4,2.72,2.58,0.2,0.8,-0.18,1,5,Estonia
RobertWalraven-ESG,inc death,2,EE,5,1,3,1,0.82,0.77,0.6,0.8,-0.1,1,5,Estonia
USC-SIkJalpha,inc death,2,EE,9,7,0,2,1.57,1.16,0.8,1,0.06,1,5,Estonia
epiforecasts-EpiNow2,inc death,2,EE,14,5,2,7,2.54,2.86,0,1,0.19,1,5,Estonia
EuroCOVIDhub-baseline,inc death,3,EE,11,1,7,3,1,1,0.25,0.25,-0.37,1,4,Estonia
EuroCOVIDhub-ensemble,inc death,3,EE,10,7,0,3,0.98,0.92,0.75,1,0.28,1,4,Estonia
IEM_Health-CovidProject,inc death,3,EE,16,10,1,6,1.51,1.5,0.5,1,0.22,1,4,Estonia
ILM-EKF,inc death,3,EE,23,18,0,5,2.17,1.71,1,1,0.3,1,4,Estonia
LANL-GrowthRate,inc death,3,EE,18,5,7,7,1.7,2,0,1,-0.07,1,4,Estonia
RobertWalraven-ESG,inc death,3,EE,8,1,6,1,0.72,0.61,0.5,0.75,-0.03,1,4,Estonia
USC-SIkJalpha,inc death,3,EE,10,7,1,2,0.97,0.98,1,1,0.05,1,4,Estonia
epiforecasts-EpiNow2,inc death,3,EE,18,7,0,11,1.71,1.73,0.5,1,0.36,1,4,Estonia
EuroCOVIDhub-baseline,inc case,1,ES,5476,2567,2541,368,1,1,0.6,1,-0.28,1,5,Spain
EuroCOVIDhub-ensemble,inc case,1,ES,5506,3734,1554,217,1.02,0.83,0.8,1,-0.18,1,5,Spain
IEM_Health-CovidProject,inc case,1,ES,7753,2605,5148,0,1.41,1.71,0.2,1,-0.69,1,5,Spain
ILM-EKF,inc case,1,ES,11139,1142,4403,5594,2.07,1.75,0.4,0.6,0.04,1,5,Spain
LANL-GrowthRate,inc case,1,ES,10634,3299,7335,0,2.05,2.36,0.4,1,-0.58,1,5,Spain
UNIPV-BayesINGARCHX,inc case,1,ES,12359,1420,819,10120,2.24,2.18,0,0.4,0.32,1,5,Spain
USC-SIkJalpha,inc case,1,ES,8026,2743,5262,21,1.48,1.22,0.4,0.6,-0.56,1,5,Spain
EuroCOVIDhub-baseline,inc case,2,ES,7729,4878,2851,0,1,1,0.75,1,-0.42,1,4,Spain
EuroCOVIDhub-ensemble,inc case,2,ES,6217,2907,3002,308,0.8,0.99,0.5,1,-0.38,1,4,Spain
IEM_Health-CovidProject,inc case,2,ES,15574,2450,13124,0,2.02,2.24,0,0.75,-0.91,1,4,Spain
ILM-EKF,inc case,2,ES,33004,2704,4638,25662,4.27,3.89,0,0.25,0.02,1,4,Spain
LANL-GrowthRate,inc case,2,ES,12262,3389,8873,0,1.59,1.84,0.25,1,-0.65,1,4,Spain
UNIPV-BayesINGARCHX,inc case,2,ES,21133,1147,0,19986,2.73,2.27,0,0.25,0.9,1,4,Spain
USC-SIkJalpha,inc case,2,ES,12221,3379,8841,0,1.58,1.64,0.25,0.75,-0.65,1,4,Spain
UNED-PreCoV2,inc case,1,ES,8457,7501,956,0,1.65,0.98,1,1,-0.23,1,5,Spain
EuroCOVIDhub-baseline,inc death,1,ES,498,74,156,268,1,1,0.33,1,0.27,1,6,Spain
EuroCOVIDhub-ensemble,inc death,1,ES,403,97,188,118,0.81,0.8,0.33,0.83,0.32,1,6,Spain
IEM_Health-CovidProject,inc death,1,ES,350,113,169,69,0.64,0.7,0.67,0.83,0.07,1,6,Spain
ILM-EKF,inc death,1,ES,759,135,225,398,1.65,1.42,0.5,0.67,0.2,1,6,Spain
LANL-GrowthRate,inc death,1,ES,346,52,246,47,0.65,0.58,0.5,0.83,0,1,6,Spain
RobertWalraven-ESG,inc death,1,ES,321,81,175,64,0.61,0.64,0.5,0.83,0.18,1,6,Spain
USC-SIkJalpha,inc death,1,ES,477,61,246,170,0.96,0.83,0.17,0.5,0.1,1,6,Spain
EuroCOVIDhub-baseline,inc death,2,ES,517,151,84,283,1,1,0.4,1,0.22,1,5,Spain
EuroCOVIDhub-ensemble,inc death,2,ES,503,115,194,194,0.97,0.94,0.4,0.6,0.14,1,5,Spain
IEM_Health-CovidProject,inc death,2,ES,415,133,178,104,0.8,0.72,0.6,0.8,-0.09,1,5,Spain
ILM-EKF,inc death,2,ES,1222,208,243,771,2.36,2.15,0.2,0.6,0.1,1,5,Spain
