model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
DSMPG-bayes,inc case,3,EE,1616,570,101,944,0.67,0.92,0.29,0.86,0.05,1,7,Estonia
EuroCOVIDhub-baseline,inc case,4,EE,3389,149,0,3240,1,1,0,0.29,0.96,1,7,Estonia
EuroCOVIDhub-ensemble,inc case,4,EE,2730,803,24,1903,0.68,0.86,0.43,0.71,0.46,1,7,Estonia
IEM_Health-CovidProject,inc case,4,EE,4529,623,19,3886,1.11,1.27,0.14,0.43,0.7,1,7,Estonia
ILM-EKF,inc case,4,EE,5137,1371,83,3683,1.28,1.64,0.14,0.71,0.39,1,7,Estonia
LANL-GrowthRate,inc case,4,EE,2446,634,0,1812,0.62,0.75,0.43,0.71,0.62,1,7,Estonia
UMass-SemiMech,inc case,1,EE,450,246,25,179,0.92,1.05,0.57,1,0.29,1,7,Estonia
USC-SIkJalpha,inc case,4,EE,1897,873,135,889,0.54,0.48,0.57,0.57,-0,1,7,Estonia
epiforecasts-EpiNow2,inc case,4,EE,1733,431,288,1013,0.43,0.57,0.29,0.57,-0.09,1,7,Estonia
DSMPG-bayes,inc case,4,EE,2259,875,87,1297,0.66,0.87,0.67,0.83,0.13,1,6,Estonia
LANL-GrowthRate,inc case,5,EE,3202,733,0,2469,NA,NA,0.17,0.5,0.83,1,6,Estonia
UMass-SemiMech,inc case,2,EE,646,302,47,297,0.94,1.07,0.5,1,0.3,1,6,Estonia
USC-SIkJalpha,inc case,5,EE,2278,1060,134,1084,NA,NA,0.67,0.67,0.17,1,6,Estonia
LANL-GrowthRate,inc case,6,EE,4009,887,0,3121,NA,NA,0,0.4,0.95,1,5,Estonia
UMass-SemiMech,inc case,3,EE,949,352,126,472,1.03,1.22,0.6,0.8,0.22,1,5,Estonia
UMass-SemiMech,inc case,4,EE,1057,408,147,501,0.95,1.06,0.5,1,0.16,1,4,Estonia
EuroCOVIDhub-baseline,inc death,1,EE,9,1,3,5,1,1,0.1,0.7,0.1,1,10,Estonia
EuroCOVIDhub-ensemble,inc death,1,EE,6,4,1,1,0.62,0.67,0.8,1,0.12,1,10,Estonia
IEM_Health-CovidProject,inc death,1,EE,7,4,0,3,0.82,0.96,0.7,0.9,0.3,1,10,Estonia
ILM-EKF,inc death,1,EE,11,10,0,0,1.15,0.64,1,1,0.03,1,10,Estonia
LANL-GrowthRate,inc death,1,EE,9,2,4,3,1.02,1.23,0.1,0.8,0.1,1,10,Estonia
RobertWalraven-ESG,inc death,1,EE,8,1,2,5,0.89,0.97,0,0.6,0.32,1,10,Estonia
USC-SIkJalpha,inc death,1,EE,6,3,1,3,0.68,0.71,0.5,0.7,0.21,1,10,Estonia
epiforecasts-EpiNow2,inc death,1,EE,6,3,1,2,0.68,0.76,0.6,1,0.25,1,10,Estonia
EuroCOVIDhub-baseline,inc death,2,EE,12,1,2,8,1,1,0.22,0.67,0.16,1,9,Estonia
EuroCOVIDhub-ensemble,inc death,2,EE,6,4,0,1,0.48,0.48,0.89,1,0.2,1,9,Estonia
IEM_Health-CovidProject,inc death,2,EE,11,6,0,5,0.91,0.96,0.67,0.89,0.44,1,9,Estonia
ILM-EKF,inc death,2,EE,12,11,0,1,0.91,0.47,1,1,0.09,1,9,Estonia
LANL-GrowthRate,inc death,2,EE,11,2,5,3,0.91,0.99,0.22,0.89,-0.01,1,9,Estonia
RobertWalraven-ESG,inc death,2,EE,9,1,1,7,0.82,0.81,0.44,0.67,0.28,1,9,Estonia
USC-SIkJalpha,inc death,2,EE,7,4,0,2,0.54,0.41,0.67,0.78,0.26,1,9,Estonia
epiforecasts-EpiNow2,inc death,2,EE,9,4,1,4,0.66,0.79,0.33,1,0.16,1,9,Estonia
EuroCOVIDhub-baseline,inc death,3,EE,19,2,3,14,1,1,0.12,0.25,0.31,1,8,Estonia
EuroCOVIDhub-ensemble,inc death,3,EE,8,6,0,3,0.39,0.42,0.75,1,0.32,1,8,Estonia
IEM_Health-CovidProject,inc death,3,EE,18,8,0,10,0.94,1.11,0.38,0.88,0.53,1,8,Estonia
ILM-EKF,inc death,3,EE,15,13,0,2,0.67,0.48,1,1,0.17,1,8,Estonia
LANL-GrowthRate,inc death,3,EE,13,3,4,5,0.59,0.74,0.25,1,-0.02,1,8,Estonia
RobertWalraven-ESG,inc death,3,EE,13,2,3,9,0.69,0.65,0.38,0.62,0.38,1,8,Estonia
USC-SIkJalpha,inc death,3,EE,8,5,0,3,0.41,0.37,0.75,0.75,0.31,1,8,Estonia
epiforecasts-EpiNow2,inc death,3,EE,12,5,1,6,0.49,0.53,0.62,1,0.08,1,8,Estonia
EuroCOVIDhub-baseline,inc death,4,EE,23,2,3,18,1,1,0,0.29,0.42,1,7,Estonia
EuroCOVIDhub-ensemble,inc death,4,EE,10,7,0,3,0.38,0.43,0.86,1,0.44,1,7,Estonia
IEM_Health-CovidProject,inc death,4,EE,25,12,0,13,1.05,1.32,0.43,1,0.61,1,7,Estonia
ILM-EKF,inc death,4,EE,22,16,0,6,0.73,0.64,0.86,1,0.3,1,7,Estonia
LANL-GrowthRate,inc death,4,EE,11,5,1,5,0.39,0.45,0.57,1,0.17,1,7,Estonia
RobertWalraven-ESG,inc death,4,EE,17,2,4,11,0.71,0.73,0,0.43,0.36,1,7,Estonia
UMass-MechBayes,inc death,1,EE,6,2,2,2,0.7,0.78,0.57,1,0.08,1,7,Estonia
UMass-SemiMech,inc death,1,EE,5,3,1,2,0.56,0.68,0.57,1,0.09,1,7,Estonia
USC-SIkJalpha,inc death,4,EE,9,7,0,2,0.34,0.27,0.71,1,0.36,1,7,Estonia
epiforecasts-EpiNow2,inc death,4,EE,14,6,1,7,0.45,0.5,0.71,0.86,-0,1,7,Estonia
LANL-GrowthRate,inc death,5,EE,12,7,0,5,NA,NA,0.5,1,0.38,1,6,Estonia
UMass-MechBayes,inc death,2,EE,4,3,1,1,0.38,0.39,0.67,1,-0.02,1,6,Estonia
UMass-SemiMech,inc death,2,EE,4,3,0,1,0.34,0.36,0.83,1,0.23,1,6,Estonia
USC-SIkJalpha,inc death,5,EE,15,10,1,4,NA,NA,0.67,1,0.17,1,6,Estonia
LANL-GrowthRate,inc death,6,EE,17,8,0,9,NA,NA,0.4,1,0.58,1,5,Estonia
UMass-MechBayes,inc death,3,EE,7,3,1,3,0.41,0.52,0.4,1,0.2,1,5,Estonia
UMass-SemiMech,inc death,3,EE,7,3,0,3,0.4,0.45,0.6,1,0.47,1,5,Estonia
UMass-MechBayes,inc death,4,EE,6,3,0,2,0.31,0.34,0.75,1,0.28,1,4,Estonia
UMass-SemiMech,inc death,4,EE,9,4,0,5,0.47,0.61,0.25,1,0.52,1,4,Estonia
EuroCOVIDhub-baseline,inc case,1,ES,5067,2651,1346,1070,1,1,0.67,1,0,1,9,Spain
EuroCOVIDhub-ensemble,inc case,1,ES,4876,3750,1022,104,0.95,0.71,0.89,1,-0.11,1,9,Spain
IEM_Health-CovidProject,inc case,1,ES,7983,2477,2982,2524,1.59,1.92,0.11,0.89,-0.17,1,9,Spain
ILM-EKF,inc case,1,ES,9059,1395,2427,5238,1.67,1.57,0.44,0.67,0.27,1,9,Spain
LANL-GrowthRate,inc case,1,ES,10343,3971,6372,0,2.1,2.5,0.44,1,-0.53,1,9,Spain
UNIPV-BayesINGARCHX,inc case,1,ES,8509,1553,848,6108,1.51,1.64,0.11,0.56,0.22,1,9,Spain
USC-SIkJalpha,inc case,1,ES,6481,3344,2984,153,1.23,0.78,0.56,0.78,-0.28,1,9,Spain
epiforecasts-EpiExpert,inc case,1,ES,3683,1440,1,2242,0.91,1.33,0.2,1,0.62,1,5,Spain
epiforecasts-EpiNow2,inc case,1,ES,18493,12952,2119,3423,3.59,3.27,0.75,1,-0.1,1,8,Spain
EuroCOVIDhub-baseline,inc case,2,ES,8226,5066,1738,1422,1,1,0.5,1,-0.1,1,8,Spain
EuroCOVIDhub-ensemble,inc case,2,ES,7665,5253,1430,982,0.94,0.86,0.75,1,-0.06,1,8,Spain
IEM_Health-CovidProject,inc case,2,ES,14821,3449,6346,5025,1.76,1.66,0.25,0.62,-0.23,1,8,Spain
ILM-EKF,inc case,2,ES,23649,3001,2245,18403,2.83,2.5,0.12,0.38,0.38,1,8,Spain
LANL-GrowthRate,inc case,2,ES,11983,3936,8047,0,1.46,1.56,0.38,1,-0.59,1,8,Spain
UNIPV-BayesINGARCHX,inc case,2,ES,20041,1004,0,19038,2.38,1.82,0,0.12,0.95,1,8,Spain
USC-SIkJalpha,inc case,2,ES,10695,4065,5650,980,1.26,0.92,0.38,0.62,-0.32,1,8,Spain
epiforecasts-EpiNow2,inc case,2,ES,30922,21912,3133,5877,4.05,3.37,0.71,1,-0.17,1,7,Spain
EuroCOVIDhub-baseline,inc case,3,ES,10205,6972,1813,1421,1,1,0.86,1,-0.14,1,7,Spain
EuroCOVIDhub-ensemble,inc case,3,ES,10267,6805,1099,2363,1.04,0.96,0.71,1,0.17,1,7,Spain
IEM_Health-CovidProject,inc case,3,ES,19074,4472,9552,5050,1.79,1.71,0.14,0.71,-0.25,1,7,Spain
ILM-EKF,inc case,3,ES,49247,6002,2101,41143,4.99,4.24,0.14,0.43,0.49,1,7,Spain
LANL-GrowthRate,inc case,3,ES,11955,4016,7939,0,1.17,1.3,0.43,1,-0.61,1,7,Spain
UNED-PreCoV2,inc case,1,ES,8094,7674,420,0,1.66,0.73,1,1,-0.19,1,9,Spain
UNIPV-BayesINGARCHX,inc case,3,ES,32424,700,0,31725,3.1,2.13,0,0,1,1,7,Spain
USC-SIkJalpha,inc case,3,ES,14923,3991,7325,3606,1.43,1.12,0.14,0.57,-0.39,1,7,Spain
EuroCOVIDhub-baseline,inc case,4,ES,11601,8530,2264,808,1,1,0.83,1,-0.17,1,6,Spain
EuroCOVIDhub-ensemble,inc case,4,ES,12942,7530,1506,3906,1.12,1.26,0.33,1,0.15,1,6,Spain
IEM_Health-CovidProject,inc case,4,ES,20726,5331,13539,1856,1.79,1.92,0.33,0.67,-0.33,1,6,Spain
ILM-EKF,inc case,4,ES,62803,9243,2554,51006,5.41,5.38,0,0.33,0.67,1,6,Spain
LANL-GrowthRate,inc case,4,ES,12289,4158,8131,0,1.06,1.35,0.33,1,-0.64,1,6,Spain
UMass-SemiMech,inc case,1,ES,13685,5203,8158,324,2.98,2.74,0.83,0.83,-0.25,1,6,Spain
UNED-PreCoV2,inc case,2,ES,13969,13203,587,178,1.66,0.72,1,1,-0.05,1,7,Spain
UNIPV-BayesINGARCHX,inc case,4,ES,42883,632,0,42251,3.7,2.78,0,0,1,1,6,Spain
USC-SIkJalpha,inc case,4,ES,19690,3154,10392,6144,1.7,1.64,0.17,0.67,-0.27,1,6,Spain
LANL-GrowthRate,inc case,5,ES,13201,4435,8766,0,NA,NA,0.4,1,-0.62,1,5,Spain
UMass-SemiMech,inc case,2,ES,15805,6230,9347,229,1.86,1.68,0.6,0.8,-0.4,1,5,Spain
UNED-PreCoV2,inc case,3,ES,24106,22124,1258,724,2.32,1.15,1,1,0.02,1,5,Spain
USC-SIkJalpha,inc case,5,ES,18766,3357,14501,908,NA,NA,0.4,0.6,-0.29,1,5,Spain
LANL-GrowthRate,inc case,6,ES,13080,4908,8139,32,NA,NA,0.5,1,-0.5,1,4,Spain
UMass-SemiMech,inc case,3,ES,13271,9903,2770,598,1.29,1.18,0.75,1,-0.18,1,4,Spain
EuroCOVIDhub-baseline,inc death,1,ES,324,75,91,157,1,1,0.6,1,0.24,1,10,Spain
EuroCOVIDhub-ensemble,inc death,1,ES,265,87,111,67,0.87,1.01,0.6,0.9,0.26,1,10,Spain
IEM_Health-CovidProject,inc death,1,ES,229,87,99,43,0.72,0.87,0.7,0.9,0.15,1,10,Spain
ILM-EKF,inc death,1,ES,480,107,133,240,1.53,1.99,0.6,0.8,0.26,1,10,Spain
LANL-GrowthRate,inc death,1,ES,227,50,150,27,0.71,0.76,0.6,0.9,-0.06,1,10,Spain
RobertWalraven-ESG,inc death,1,ES,229,73,120,35,0.78,1.08,0.5,0.9,-0.08,1,10,Spain
USC-SIkJalpha,inc death,1,ES,302,52,147,103,0.92,1.06,0.4,0.6,0.2,1,10,Spain
epiforecasts-EpiNow2,inc death,1,ES,249,106,97,47,0.87,1.16,0.5,1,0.14,1,8,Spain
EuroCOVIDhub-baseline,inc death,2,ES,347,152,44,151,1,1,0.67,1,0.18,1,9,Spain
EuroCOVIDhub-ensemble,inc death,2,ES,314,105,105,105,0.84,1.17,0.67,0.78,0.17,1,9,Spain
IEM_Health-CovidProject,inc death,2,ES,272,105,101,66,0.72,1.05,0.67,0.89,-0,1,9,Spain
ILM-EKF,inc death,2,ES,734,152,132,450,1.87,3.26,0.22,0.78,0.37,1,9,Spain
LANL-GrowthRate,inc death,2,ES,255,56,166,33,0.66,0.89,0.67,0.89,-0.18,1,9,Spain
RobertWalraven-ESG,inc death,2,ES,239,87,138,14,0.71,1.31,0.44,0.89,-0.28,1,9,Spain
USC-SIkJalpha,inc death,2,ES,299,59,89,151,0.86,1.41,0.22,0.44,0.37,1,9,Spain
EuroCOVIDhub-baseline,inc death,3,ES,294,211,1,82,1,1,0.88,1,0.19,1,8,Spain
EuroCOVIDhub-ensemble,inc death,3,ES,263,119,83,61,0.8,1.31,0.75,1,0.04,1,8,Spain
IEM_Health-CovidProject,inc death,3,ES,163,121,34,8,0.56,0.87,0.88,1,-0.19,1,8,Spain
ILM-EKF,inc death,3,ES,766,150,177,439,2.44,4.79,0.12,0.5,0.32,1,8,Spain
LANL-GrowthRate,inc death,3,ES,303,58,207,39,0.81,1.38,0.38,0.88,-0.35,1,8,Spain
RobertWalraven-ESG,inc death,3,ES,259,97,163,0,0.83,1.74,0.5,0.88,-0.45,1,8,Spain
USC-SIkJalpha,inc death,3,ES,461,63,231,168,1.49,2.42,0.25,0.38,0.01,1,8,Spain
EuroCOVIDhub-baseline,inc death,4,ES,403,256,0,147,1,1,0.71,1,0.3,1,7,Spain
EuroCOVIDhub-ensemble,inc death,4,ES,295,151,11,134,0.73,0.88,0.86,0.86,0.24,1,7,Spain
IEM_Health-CovidProject,inc death,4,ES,201,134,34,34,0.5,0.5,0.71,1,-0.14,1,7,Spain
ILM-EKF,inc death,4,ES,1307,258,31,1017,3.24,3.99,0.14,0.57,0.31,1,7,Spain
LANL-GrowthRate,inc death,4,ES,177,61,66,50,0.44,0.59,0.29,1,-0.38,1,7,Spain
RobertWalraven-ESG,inc death,4,ES,171,102,70,0,0.42,0.64,0.71,1,-0.44,1,7,Spain
UNED-PreCoV2,inc death,1,ES,157,143,0,14,0.95,0.86,1,1,0.24,1,10,Spain
USC-SIkJalpha,inc death,4,ES,318,71,57,190,0.79,0.88,0.14,0.29,0,1,7,Spain
LANL-GrowthRate,inc death,5,ES,185,68,64,53,NA,NA,0.33,1,-0.33,1,6,Spain
UMass-MechBayes,inc death,1,ES,212,105,0,107,1.88,3.37,0,1,0.72,1,6,Spain
UMass-SemiMech,inc death,1,ES,255,82,98,75,2.22,2.58,0.67,0.67,-0.04,1,6,Spain
UNED-PreCoV2,inc death,2,ES,189,170,0,18,0.87,0.92,1,1,0.23,1,7,Spain
USC-SIkJalpha,inc death,5,ES,347,74,69,204,NA,NA,0.17,0.33,0.1,1,6,Spain
LANL-GrowthRate,inc death,6,ES,211,83,66,63,NA,NA,0.2,1,-0.28,1,5,Spain
UMass-MechBayes,inc death,2,ES,246,130,1,115,1.74,3.65,0.2,1,0.54,1,5,Spain
UMass-SemiMech,inc death,2,ES,307,104,110,93,2.16,3.15,0.6,0.6,0.02,1,5,Spain
UNED-PreCoV2,inc death,3,ES,232,204,0,28,0.98,1.34,1,1,0.26,1,5,Spain
UMass-MechBayes,inc death,3,ES,324,173,18,133,1.75,4.17,0,1,0.4,1,4,Spain
UMass-SemiMech,inc death,3,ES,261,151,2,108,1.41,2.26,0.75,1,0.21,1,4,Spain
EuroCOVIDhub-baseline,inc case,1,FI,328,42,43,243,1,1,0.3,0.6,0.48,1,10,Finland
EuroCOVIDhub-ensemble,inc case,1,FI,262,145,9,108,0.76,0.86,0.6,1,0.29,1,10,Finland
IEM_Health-CovidProject,inc case,1,FI,276,147,2,127,0.8,0.97,0.6,1,0.41,1,10,Finland
ILM-EKF,inc case,1,FI,374,181,18,175,1.1,1.28,0.5,1,0.22,1,10,Finland
LANL-GrowthRate,inc case,1,FI,218,129,26,63,0.65,0.69,0.7,1,0.14,1,10,Finland
USC-SIkJalpha,inc case,1,FI,346,207,15,125,1,0.97,0.6,0.6,0.38,1,10,Finland
epiforecasts-EpiNow2,inc case,1,FI,291,96,53,141,0.84,0.94,0.4,0.8,0.27,1,10,Finland
DSMPG-bayes,inc case,1,FI,271,91,24,157,0.92,0.98,0.38,0.88,0.33,1,8,Finland
EuroCOVIDhub-baseline,inc case,2,FI,612,79,34,499,1,1,0.22,0.67,0.57,1,9,Finland
EuroCOVIDhub-ensemble,inc case,2,FI,521,214,7,300,0.81,0.93,0.56,0.78,0.34,1,9,Finland
IEM_Health-CovidProject,inc case,2,FI,565,223,0,342,0.88,1.07,0.44,1,0.51,1,9,Finland
ILM-EKF,inc case,2,FI,713,288,24,401,1.12,1.31,0.33,0.89,0.28,1,9,Finland
LANL-GrowthRate,inc case,2,FI,419,177,38,204,0.67,0.83,0.44,1,0.28,1,9,Finland
USC-SIkJalpha,inc case,2,FI,591,261,13,317,0.92,0.81,0.67,0.67,0.23,1,9,Finland
epiforecasts-EpiNow2,inc case,2,FI,638,154,82,402,0.98,1.16,0.22,0.56,0.14,1,9,Finland
DSMPG-bayes,inc case,2,FI,582,166,51,365,1.03,1.17,0.29,0.86,0.23,1,7,Finland
EuroCOVIDhub-baseline,inc case,3,FI,923,105,0,819,1,1,0.12,0.62,0.81,1,8,Finland
EuroCOVIDhub-ensemble,inc case,3,FI,932,306,6,620,0.93,1.06,0.5,0.75,0.44,1,8,Finland
IEM_Health-CovidProject,inc case,3,FI,1024,330,0,693,1.01,1.22,0.25,0.88,0.66,1,8,Finland
ILM-EKF,inc case,3,FI,1185,447,23,715,1.19,1.43,0.38,0.75,0.41,1,8,Finland
LANL-GrowthRate,inc case,3,FI,707,230,7,471,0.72,0.88,0.5,0.75,0.55,1,8,Finland
USC-SIkJalpha,inc case,3,FI,914,327,13,573,0.93,0.86,0.5,0.62,0.18,1,8,Finland
epiforecasts-EpiNow2,inc case,3,FI,1201,230,122,849,1.17,1.33,0.12,0.5,0.14,1,8,Finland
DSMPG-bayes,inc case,3,FI,970,282,17,672,1.06,1.09,0.5,0.83,0.29,1,6,Finland
EuroCOVIDhub-baseline,inc case,4,FI,1336,124,0,1212,1,1,0,0.43,0.94,1,7,Finland
EuroCOVIDhub-ensemble,inc case,4,FI,1440,443,2,995,0.97,1.12,0.43,0.71,0.56,1,7,Finland
IEM_Health-CovidProject,inc case,4,FI,1674,478,2,1194,1.12,1.35,0.14,0.71,0.72,1,7,Finland
ILM-EKF,inc case,4,FI,1784,686,14,1084,1.23,1.49,0.29,0.86,0.52,1,7,Finland
LANL-GrowthRate,inc case,4,FI,1026,290,0,736,0.73,0.91,0.14,0.71,0.8,1,7,Finland
UMass-SemiMech,inc case,1,FI,257,144,19,94,0.92,1.03,0.43,1,0.36,1,7,Finland
USC-SIkJalpha,inc case,4,FI,1377,457,23,897,0.96,0.97,0.43,0.57,0.46,1,7,Finland
epiforecasts-EpiNow2,inc case,4,FI,1830,334,148,1348,1.19,1.36,0.14,0.43,0.24,1,7,Finland
LANL-GrowthRate,inc case,5,FI,1321,358,0,962,NA,NA,0,0.67,0.88,1,6,Finland
UMass-SemiMech,inc case,2,FI,394,180,15,199,0.89,0.96,0.67,1,0.34,1,6,Finland
USC-SIkJalpha,inc case,5,FI,1978,638,26,1314,NA,NA,0.33,0.33,0.63,1,6,Finland
LANL-GrowthRate,inc case,6,FI,1575,450,0,1125,NA,NA,0,0.6,0.93,1,5,Finland
UMass-SemiMech,inc case,3,FI,548,215,44,289,1.03,1.29,0.6,0.8,0.32,1,5,Finland
UMass-SemiMech,inc case,4,FI,641,257,66,318,0.99,1.14,0.25,1,0.26,1,4,Finland
EuroCOVIDhub-baseline,inc death,1,FI,3,1,1,1,1,1,0.2,1,0.38,1,10,Finland
EuroCOVIDhub-ensemble,inc death,1,FI,3,2,0,0,0.75,0.53,0.8,1,0.04,1,10,Finland
IEM_Health-CovidProject,inc death,1,FI,4,2,1,0,0.98,1.01,0.7,1,-0.07,1,10,Finland
ILM-EKF,inc death,1,FI,5,4,0,0,1.36,0.72,0.9,1,0.06,1,10,Finland
LANL-GrowthRate,inc death,1,FI,4,2,0,1,1,1.02,0.4,1,0.3,1,10,Finland
RobertWalraven-ESG,inc death,1,FI,3,1,2,0,0.96,0.79,0.8,0.9,-0.2,1,10,Finland
USC-SIkJalpha,inc death,1,FI,3,1,1,1,0.83,0.98,0.3,0.7,-0.23,1,10,Finland
epiforecasts-EpiNow2,inc death,1,FI,3,2,0,1,0.88,0.67,0.7,1,0.08,1,10,Finland
EuroCOVIDhub-baseline,inc death,2,FI,4,2,1,2,1,1,0.11,1,0.29,1,9,Finland
EuroCOVIDhub-ensemble,inc death,2,FI,3,2,0,0,0.62,0.4,1,1,0.08,1,9,Finland
IEM_Health-CovidProject,inc death,2,FI,4,3,1,0,0.95,0.87,0.67,1,0.02,1,9,Finland
ILM-EKF,inc death,2,FI,5,5,0,0,1.12,0.4,0.89,1,0.11,1,9,Finland
LANL-GrowthRate,inc death,2,FI,4,2,1,2,0.98,0.9,0.33,1,0.31,1,9,Finland
RobertWalraven-ESG,inc death,2,FI,4,2,2,0,0.86,0.68,0.78,0.89,-0.21,1,9,Finland
USC-SIkJalpha,inc death,2,FI,2,1,1,0,0.56,0.57,0.44,0.67,-0.27,1,9,Finland
epiforecasts-EpiNow2,inc death,2,FI,4,2,0,1,0.75,0.49,0.78,1,0.12,1,9,Finland
EuroCOVIDhub-baseline,inc death,3,FI,5,2,1,2,1,1,0.38,1,0.24,1,8,Finland
EuroCOVIDhub-ensemble,inc death,3,FI,4,3,0,1,0.62,0.39,0.88,1,0.15,1,8,Finland
IEM_Health-CovidProject,inc death,3,FI,6,4,1,1,1.03,0.85,0.62,1,0.05,1,8,Finland
ILM-EKF,inc death,3,FI,6,5,0,0,0.99,0.36,1,1,0.17,1,8,Finland
LANL-GrowthRate,inc death,3,FI,5,2,0,3,0.94,0.83,0.62,1,0.31,1,8,Finland
RobertWalraven-ESG,inc death,3,FI,4,2,2,0,0.77,0.65,0.75,0.88,-0.17,1,8,Finland
USC-SIkJalpha,inc death,3,FI,4,1,1,1,0.59,0.57,0.5,0.75,0.01,1,8,Finland
epiforecasts-EpiNow2,inc death,3,FI,4,2,0,2,0.67,0.42,0.88,0.88,0.12,1,8,Finland
EuroCOVIDhub-baseline,inc death,4,FI,5,3,0,2,1,1,0.57,1,0.19,1,7,Finland
EuroCOVIDhub-ensemble,inc death,4,FI,4,3,0,0,0.64,0.35,1,1,0.14,1,7,Finland
IEM_Health-CovidProject,inc death,4,FI,8,5,2,1,1.41,1.15,0.57,1,0.01,1,7,Finland
ILM-EKF,inc death,4,FI,8,6,0,1,1.21,0.74,1,1,0.2,1,7,Finland
LANL-GrowthRate,inc death,4,FI,4,2,0,1,0.7,0.72,0.71,1,0.37,1,7,Finland
RobertWalraven-ESG,inc death,4,FI,5,2,2,0,0.82,0.9,0.71,1,-0.18,1,7,Finland
UMass-MechBayes,inc death,1,FI,2,2,0,0,0.56,0.46,1,1,-0.23,1,7,Finland
UMass-SemiMech,inc death,1,FI,2,2,0,0,0.71,0.55,0.86,1,0.04,1,7,Finland
USC-SIkJalpha,inc death,4,FI,2,2,0,0,0.41,0.36,0.71,1,-0.13,1,7,Finland
epiforecasts-EpiNow2,inc death,4,FI,5,3,0,2,0.74,0.53,0.43,1,0.17,1,7,Finland
LANL-GrowthRate,inc death,5,FI,5,2,0,2,NA,NA,0.33,1,0.57,1,6,Finland
UMass-MechBayes,inc death,2,FI,2,2,0,0,0.52,0.43,1,1,-0.13,1,6,Finland
UMass-SemiMech,inc death,2,FI,3,2,0,1,0.71,0.63,0.83,1,0.2,1,6,Finland
USC-SIkJalpha,inc death,5,FI,3,2,0,1,NA,NA,0.67,1,0.02,1,6,Finland
LANL-GrowthRate,inc death,6,FI,6,3,0,3,NA,NA,0.2,1,0.66,1,5,Finland
UMass-MechBayes,inc death,3,FI,2,2,0,0,0.52,0.43,1,1,-0.08,1,5,Finland
UMass-SemiMech,inc death,3,FI,3,2,0,1,0.79,0.69,0.8,1,0.32,1,5,Finland
UMass-MechBayes,inc death,4,FI,3,2,0,1,0.59,0.51,0.75,1,0.02,1,4,Finland
UMass-SemiMech,inc death,4,FI,5,2,0,2,1.04,1.21,0.25,1,0.43,1,4,Finland
EuroCOVIDhub-baseline,inc case,1,FR,37007,3089,16290,17628,1,1,0,0.8,0.17,1,10,France
EuroCOVIDhub-ensemble,inc case,1,FR,25810,12836,7168,5807,0.69,0.8,0.6,1,0.03,1,10,France
IEM_Health-CovidProject,inc case,1,FR,35822,21252,6761,7808,0.96,1.11,0.6,1,0.11,1,10,France
ILM-EKF,inc case,1,FR,36399,7191,18751,10456,0.97,1.01,0.4,0.7,-0.01,1,10,France
LANL-GrowthRate,inc case,1,FR,39845,24020,12487,3338,1.07,1.23,0.7,1,-0.27,1,10,France
UNIPV-BayesINGARCHX,inc case,1,FR,44406,2859,9215,32331,1.21,1,0.1,0.1,0.34,1,10,France
USC-SIkJalpha,inc case,1,FR,32115,10479,14209,7427,0.85,0.96,0.4,0.6,0.15,1,10,France
epiforecasts-EpiExpert,inc case,1,FR,32186,5549,18114,8523,0.87,0.88,0.1,0.7,0.07,1,10,France
epiforecasts-EpiNow2,inc case,1,FR,35948,19203,7288,9457,0.97,1.24,0.3,1,0.12,1,10,France
DSMPG-bayes,inc case,1,FR,32168,10426,4350,17392,0.81,0.87,0.44,0.78,0.16,1,9,France
EuroCOVIDhub-baseline,inc case,2,FR,48571,6160,17493,24918,1,1,0.11,0.89,-0.03,1,9,France
EuroCOVIDhub-ensemble,inc case,2,FR,35849,18286,7386,10177,0.73,0.75,0.44,1,0.07,1,9,France
IEM_Health-CovidProject,inc case,2,FR,48144,30599,5452,12092,0.99,0.92,0.56,1,0.12,1,9,France
ILM-EKF,inc case,2,FR,50002,16942,14442,18619,1.03,1.16,0.22,1,-0.14,1,9,France
LANL-GrowthRate,inc case,2,FR,47188,31704,11664,3819,0.96,0.88,0.67,1,-0.23,1,9,France
UNIPV-BayesINGARCHX,inc case,2,FR,72593,2126,7306,63162,1.53,1.1,0.22,0.22,0.59,1,9,France
USC-SIkJalpha,inc case,2,FR,45488,12479,22202,10807,0.92,0.86,0.22,0.33,-0.14,1,9,France
epiforecasts-EpiExpert,inc case,2,FR,56593,8774,26115,21703,1.18,1.08,0.11,0.33,-0.06,1,9,France
epiforecasts-EpiNow2,inc case,2,FR,49773,23606,8940,17227,1.03,1.1,0.22,1,0.08,1,9,France
DSMPG-bayes,inc case,2,FR,54836,19440,5309,30086,1.09,1.16,0.25,0.88,0.3,1,8,France
EuroCOVIDhub-baseline,inc case,3,FR,52048,8810,15981,27257,1,1,0.25,0.88,0.1,1,8,France
EuroCOVIDhub-ensemble,inc case,3,FR,47877,24862,7647,15368,0.93,0.95,0.38,1,0.2,1,8,France
IEM_Health-CovidProject,inc case,3,FR,64442,42764,5084,16593,1.26,1.22,0.5,1,0.19,1,8,France
ILM-EKF,inc case,3,FR,63529,31069,11754,20706,1.23,1.31,0.5,1,0.01,1,8,France
LANL-GrowthRate,inc case,3,FR,50014,35158,10376,4479,0.95,0.76,0.75,1,-0.16,1,8,France
