model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
UMass-MechBayes,inc death,3,EE,6,3,1,2,0.66,0.57,0.5,1,0.1,1,6,Estonia
UMass-SemiMech,inc death,3,EE,6,3,0,3,0.62,0.46,0.67,1,0.39,1,6,Estonia
UMass-MechBayes,inc death,4,EE,5,3,0,2,0.45,0.31,0.8,1,0.18,1,5,Estonia
UMass-SemiMech,inc death,4,EE,8,3,0,5,0.71,0.59,0.4,1,0.52,1,5,Estonia
EuroCOVIDhub-baseline,inc case,1,ES,5041,2528,1297,1216,1,1,0.7,1,0.05,1,10,Spain
EuroCOVIDhub-ensemble,inc case,1,ES,4647,3453,1052,142,0.88,0.71,0.9,1,-0.12,1,10,Spain
IEM_Health-CovidProject,inc case,1,ES,7653,2275,2879,2499,1.37,1.82,0.1,0.9,-0.09,1,10,Spain
ILM-EKF,inc case,1,ES,8344,1308,2204,4832,1.31,1.49,0.5,0.7,0.23,1,10,Spain
LANL-GrowthRate,inc case,1,ES,10068,3789,6279,0,1.92,2.36,0.5,1,-0.52,1,10,Spain
UNIPV-BayesINGARCHX,inc case,1,ES,9131,1363,2166,5602,1.92,1.79,0.1,0.5,0.1,1,10,Spain
USC-SIkJalpha,inc case,1,ES,5950,2986,2808,157,1,0.81,0.6,0.8,-0.29,1,10,Spain
epiforecasts-EpiNow2,inc case,1,ES,17282,11641,2166,3475,1.25,1.41,0.78,1,-0.1,1,9,Spain
EuroCOVIDhub-baseline,inc case,2,ES,8314,4832,1748,1733,1,1,0.56,1,-0.03,1,9,Spain
EuroCOVIDhub-ensemble,inc case,2,ES,7460,4888,1405,1167,0.9,0.84,0.78,1,-0.01,1,9,Spain
IEM_Health-CovidProject,inc case,2,ES,14115,3175,5871,5069,1.7,1.63,0.22,0.67,-0.12,1,9,Spain
ILM-EKF,inc case,2,ES,21514,2753,2066,16695,2.59,2.3,0.22,0.44,0.33,1,9,Spain
LANL-GrowthRate,inc case,2,ES,11457,3872,7585,0,1.38,1.42,0.44,1,-0.53,1,9,Spain
UNIPV-BayesINGARCHX,inc case,2,ES,20597,1340,0,19257,2.48,1.97,0,0.11,0.96,1,9,Spain
USC-SIkJalpha,inc case,2,ES,9815,3536,5196,1083,1.18,0.9,0.33,0.67,-0.19,1,9,Spain
epiforecasts-EpiExpert,inc case,2,ES,11186,1858,2031,7297,1.59,1.53,0.2,0.4,0.36,1,5,Spain
epiforecasts-EpiNow2,inc case,2,ES,28239,19276,3078,5885,1.59,1.53,0.75,1,-0.14,1,8,Spain
EuroCOVIDhub-baseline,inc case,3,ES,10872,6670,1886,2316,1,1,0.75,1,-0.05,1,8,Spain
EuroCOVIDhub-ensemble,inc case,3,ES,10243,6224,1062,2957,0.94,0.89,0.62,1,0.24,1,8,Spain
IEM_Health-CovidProject,inc case,3,ES,20072,4282,8640,7150,1.85,1.73,0.12,0.62,-0.1,1,8,Spain
ILM-EKF,inc case,3,ES,47466,5642,1930,39893,4.37,3.71,0.12,0.38,0.56,1,8,Spain
LANL-GrowthRate,inc case,3,ES,11431,3958,7412,61,1.05,1.11,0.5,1,-0.51,1,8,Spain
UNED-PreCoV2,inc case,1,ES,7510,6970,540,0,1.54,0.75,1,1,-0.18,1,10,Spain
UNIPV-BayesINGARCHX,inc case,3,ES,34183,626,0,33556,3.14,2.15,0,0,1,1,8,Spain
USC-SIkJalpha,inc case,3,ES,14071,4149,6738,3184,1.29,0.99,0.25,0.62,-0.39,1,8,Spain
epiforecasts-EpiNow2,inc case,3,ES,38449,24800,4770,8879,1.79,1.54,0.57,1,-0.19,1,7,Spain
EuroCOVIDhub-baseline,inc case,4,ES,12539,8190,2283,2066,1,1,0.71,1,-0.06,1,7,Spain
EuroCOVIDhub-ensemble,inc case,4,ES,14453,7434,1438,5581,1.15,1.22,0.29,1,0.26,1,7,Spain
IEM_Health-CovidProject,inc case,4,ES,24311,5491,11927,6893,1.94,1.96,0.29,0.57,-0.14,1,7,Spain
ILM-EKF,inc case,4,ES,61626,8742,2271,50613,4.91,4.66,0,0.29,0.72,1,7,Spain
LANL-GrowthRate,inc case,4,ES,11637,4149,7458,31,0.93,1.06,0.43,1,-0.54,1,7,Spain
UMass-SemiMech,inc case,1,ES,12581,5008,7225,348,1.25,1.41,0.86,0.86,-0.24,1,7,Spain
UNED-PreCoV2,inc case,2,ES,12773,11859,666,248,1.59,1.53,1,1,-0.03,1,8,Spain
UNIPV-BayesINGARCHX,inc case,4,ES,44069,535,0,43534,3.51,2.53,0,0,1,1,7,Spain
USC-SIkJalpha,inc case,4,ES,18900,4287,9197,5416,1.51,1.27,0.29,0.71,-0.17,1,7,Spain
LANL-GrowthRate,inc case,5,ES,12164,4356,7808,0,NA,NA,0.5,1,-0.53,1,6,Spain
UMass-SemiMech,inc case,2,ES,15023,6697,8066,260,1.59,1.53,0.67,0.83,-0.35,1,6,Spain
UNED-PreCoV2,inc case,3,ES,22185,19816,1316,1053,1.79,1.54,1,1,0.05,1,6,Spain
USC-SIkJalpha,inc case,5,ES,24058,3293,12363,8402,NA,NA,0.33,0.5,-0.07,1,6,Spain
LANL-GrowthRate,inc case,6,ES,11779,4729,7001,50,NA,NA,0.6,1,-0.44,1,5,Spain
UMass-SemiMech,inc case,3,ES,17052,7592,8849,611,1.79,1.54,0.6,0.8,-0.34,1,5,Spain
UB-BSLCoV,inc case,1,ES,4630,2149,187,2294,1.25,1.41,0.5,1,0.2,1,4,Spain
UMass-SemiMech,inc case,4,ES,17070,12046,3105,1919,1.94,1.81,0.75,1,-0.15,1,4,Spain
RobertWalraven-ESG,inc case,1,ES,1558,1304,254,0,0.68,1.54,0.4,1,-0.4,1,10,Spain
EuroCOVIDhub-baseline,inc death,1,ES,314,71,85,158,1,1,0.55,1,0.27,1,11,Spain
EuroCOVIDhub-ensemble,inc death,1,ES,256,80,103,74,0.82,0.81,0.55,0.91,0.32,1,11,Spain
IEM_Health-CovidProject,inc death,1,ES,233,80,93,60,0.71,0.79,0.64,0.82,0.23,1,11,Spain
ILM-EKF,inc death,1,ES,452,97,123,233,1.52,1.43,0.55,0.82,0.31,1,11,Spain
LANL-GrowthRate,inc death,1,ES,214,46,138,30,0.65,0.6,0.55,0.91,0.02,1,11,Spain
RobertWalraven-ESG,inc death,1,ES,223,66,114,43,0.7,0.77,0.45,0.91,0.01,1,11,Spain
USC-SIkJalpha,inc death,1,ES,290,46,134,110,0.92,0.83,0.36,0.55,0.27,1,11,Spain
epiforecasts-EpiNow2,inc death,1,ES,236,95,90,51,0.85,0.81,0.44,1,0.19,1,9,Spain
EuroCOVIDhub-baseline,inc death,2,ES,337,144,42,150,1,1,0.7,1,0.2,1,10,Spain
EuroCOVIDhub-ensemble,inc death,2,ES,303,98,97,108,0.9,0.96,0.6,0.8,0.22,1,10,Spain
IEM_Health-CovidProject,inc death,2,ES,277,97,95,85,0.82,0.9,0.6,0.8,0.1,1,10,Spain
ILM-EKF,inc death,2,ES,680,135,121,424,2.02,2.19,0.2,0.8,0.4,1,10,Spain
LANL-GrowthRate,inc death,2,ES,241,50,152,39,0.72,0.69,0.6,0.9,-0.07,1,10,Spain
RobertWalraven-ESG,inc death,2,ES,230,81,131,18,0.68,0.83,0.5,0.9,-0.2,1,10,Spain
USC-SIkJalpha,inc death,2,ES,290,52,84,154,0.86,0.93,0.2,0.4,0.43,1,10,Spain
epiforecasts-EpiNow2,inc death,2,ES,282,137,98,47,0.93,1,0.5,1,0.09,1,8,Spain
EuroCOVIDhub-baseline,inc death,3,ES,288,200,1,87,1,1,0.89,1,0.2,1,9,Spain
EuroCOVIDhub-ensemble,inc death,3,ES,257,111,78,69,0.89,1.25,0.67,1,0.12,1,9,Spain
IEM_Health-CovidProject,inc death,3,ES,188,111,36,42,0.65,0.85,0.78,0.89,-0.06,1,9,Spain
ILM-EKF,inc death,3,ES,719,134,161,424,2.49,3.51,0.11,0.56,0.39,1,9,Spain
LANL-GrowthRate,inc death,3,ES,288,54,187,47,1,1.32,0.33,0.89,-0.22,1,9,Spain
RobertWalraven-ESG,inc death,3,ES,246,90,154,3,0.85,1.32,0.56,0.89,-0.36,1,9,Spain
USC-SIkJalpha,inc death,3,ES,432,59,206,166,1.5,1.79,0.22,0.33,0.12,1,9,Spain
EuroCOVIDhub-baseline,inc death,4,ES,390,243,0,148,1,1,0.75,1,0.3,1,8,Spain
EuroCOVIDhub-ensemble,inc death,4,ES,293,145,11,138,0.75,0.83,0.75,0.88,0.3,1,8,Spain
IEM_Health-CovidProject,inc death,4,ES,225,124,34,66,0.58,0.64,0.62,0.88,-0,1,8,Spain
ILM-EKF,inc death,4,ES,1217,227,30,959,3.12,3.48,0.12,0.5,0.39,1,8,Spain
LANL-GrowthRate,inc death,4,ES,174,58,61,55,0.45,0.57,0.25,1,-0.24,1,8,Spain
RobertWalraven-ESG,inc death,4,ES,168,95,73,0,0.43,0.62,0.75,1,-0.42,1,8,Spain
UNED-PreCoV2,inc death,1,ES,162,135,0,26,0.85,0.64,0.88,1,0.29,1,11,Spain
USC-SIkJalpha,inc death,4,ES,308,70,52,186,0.79,0.85,0.12,0.38,0.07,1,8,Spain
LANL-GrowthRate,inc death,5,ES,171,64,58,48,NA,NA,0.43,1,-0.3,1,7,Spain
UMass-MechBayes,inc death,1,ES,228,96,0,131,0.84,0.98,0,1,0.75,1,7,Spain
UMass-SemiMech,inc death,1,ES,230,75,85,69,0.85,0.67,0.71,0.71,0.01,1,7,Spain
UNED-PreCoV2,inc death,2,ES,190,159,0,31,0.93,1,0.86,1,0.29,1,8,Spain
USC-SIkJalpha,inc death,5,ES,389,75,62,252,NA,NA,0.14,0.29,0.23,1,7,Spain
LANL-GrowthRate,inc death,6,ES,191,74,58,59,NA,NA,0.33,1,-0.17,1,6,Spain
UMass-MechBayes,inc death,2,ES,266,120,1,146,0.91,1.16,0.17,1,0.61,1,6,Spain
UMass-SemiMech,inc death,2,ES,275,96,92,87,0.94,0.87,0.67,0.67,0.1,1,6,Spain
UNED-PreCoV2,inc death,3,ES,234,189,0,45,1.11,1.1,0.83,1,0.32,1,6,Spain
UMass-MechBayes,inc death,3,ES,360,160,16,184,1.29,2.12,0,1,0.51,1,5,Spain
UMass-SemiMech,inc death,3,ES,266,116,58,92,0.95,1.07,0.6,0.8,-0.03,1,5,Spain
UB-BSLCoV,inc death,1,ES,128,108,5,15,0.85,0.81,0.75,1,0.05,1,4,Spain
UMass-MechBayes,inc death,4,ES,499,227,48,225,0.98,1.23,0,1,0.36,1,4,Spain
UMass-SemiMech,inc death,4,ES,303,163,13,128,0.6,0.67,0.75,1,0.2,1,4,Spain
EuroCOVIDhub-baseline,inc case,1,FI,316,40,49,227,1,1,0.27,0.64,0.37,1,11,Finland
EuroCOVIDhub-ensemble,inc case,1,FI,258,133,17,108,0.86,0.92,0.55,1,0.21,1,11,Finland
IEM_Health-CovidProject,inc case,1,FI,266,132,6,128,0.82,1.01,0.64,1,0.33,1,11,Finland
ILM-EKF,inc case,1,FI,370,164,33,172,1.24,1.36,0.45,1,0.14,1,11,Finland
LANL-GrowthRate,inc case,1,FI,213,119,29,65,0.7,0.73,0.73,1,0.09,1,11,Finland
USC-SIkJalpha,inc case,1,FI,329,185,21,123,1.01,0.99,0.64,0.64,0.31,1,11,Finland
epiforecasts-EpiNow2,inc case,1,FI,281,89,54,137,0.87,1.03,0.45,0.82,0.2,1,11,Finland
DSMPG-bayes,inc case,1,FI,256,85,24,148,1.12,1.03,0.44,0.89,0.26,1,9,Finland
EuroCOVIDhub-baseline,inc case,2,FI,567,76,33,459,1,1,0.3,0.7,0.49,1,10,Finland
EuroCOVIDhub-ensemble,inc case,2,FI,491,193,11,287,0.87,0.98,0.6,0.8,0.27,1,10,Finland
IEM_Health-CovidProject,inc case,2,FI,532,200,2,330,0.94,1.12,0.5,1,0.43,1,10,Finland
ILM-EKF,inc case,2,FI,691,257,51,383,1.22,1.42,0.3,0.9,0.17,1,10,Finland
LANL-GrowthRate,inc case,2,FI,401,162,41,198,0.71,0.88,0.5,1,0.22,1,10,Finland
USC-SIkJalpha,inc case,2,FI,538,226,15,297,0.95,0.83,0.7,0.7,0.17,1,10,Finland
epiforecasts-EpiNow2,inc case,2,FI,601,144,80,377,1.06,1.24,0.3,0.6,0.1,1,10,Finland
DSMPG-bayes,inc case,2,FI,545,150,60,335,0.94,1.09,0.25,0.88,0.12,1,8,Finland
EuroCOVIDhub-baseline,inc case,3,FI,845,102,0,743,1,1,0.22,0.67,0.71,1,9,Finland
EuroCOVIDhub-ensemble,inc case,3,FI,875,271,25,580,1.04,1.21,0.44,0.78,0.31,1,9,Finland
IEM_Health-CovidProject,inc case,3,FI,950,291,6,652,1.12,1.38,0.33,0.89,0.53,1,9,Finland
ILM-EKF,inc case,3,FI,1131,391,65,675,1.34,1.62,0.33,0.78,0.27,1,9,Finland
LANL-GrowthRate,inc case,3,FI,700,205,53,442,0.83,1.02,0.44,0.78,0.39,1,9,Finland
USC-SIkJalpha,inc case,3,FI,845,283,34,529,1,0.96,0.44,0.56,0.04,1,9,Finland
epiforecasts-EpiNow2,inc case,3,FI,1122,208,134,780,1.33,1.52,0.11,0.56,0.04,1,9,Finland
EuroCOVIDhub-baseline,inc case,4,FI,1216,121,0,1095,1,1,0,0.5,0.9,1,8,Finland
EuroCOVIDhub-ensemble,inc case,4,FI,1320,385,23,912,1.08,1.24,0.38,0.75,0.42,1,8,Finland
IEM_Health-CovidProject,inc case,4,FI,1516,417,3,1095,1.25,1.44,0.25,0.75,0.62,1,8,Finland
ILM-EKF,inc case,4,FI,1658,589,60,1009,1.36,1.62,0.25,0.88,0.36,1,8,Finland
LANL-GrowthRate,inc case,4,FI,950,259,14,678,0.78,0.96,0.25,0.75,0.64,1,8,Finland
UMass-SemiMech,inc case,1,FI,244,131,21,92,1.12,1.35,0.5,1,0.27,1,8,Finland
USC-SIkJalpha,inc case,4,FI,1281,388,77,816,1.05,1.04,0.38,0.5,0.28,1,8,Finland
epiforecasts-EpiNow2,inc case,4,FI,1691,292,181,1218,1.39,1.54,0.12,0.5,0.11,1,8,Finland
DSMPG-bayes,inc case,4,FI,1384,379,54,951,1.13,1.25,0.5,0.83,0.22,1,6,Finland
LANL-GrowthRate,inc case,5,FI,1210,325,0,884,NA,NA,0.14,0.71,0.83,1,7,Finland
UMass-SemiMech,inc case,2,FI,366,169,15,183,0.94,1.09,0.71,1,0.28,1,7,Finland
USC-SIkJalpha,inc case,5,FI,1759,530,62,1167,NA,NA,0.29,0.29,0.4,1,7,Finland
LANL-GrowthRate,inc case,6,FI,1412,403,0,1008,NA,NA,0.17,0.67,0.86,1,6,Finland
UMass-SemiMech,inc case,3,FI,498,199,42,256,1.09,1.26,0.67,0.83,0.23,1,6,Finland
UMass-SemiMech,inc case,4,FI,561,232,58,272,1.13,1.25,0.4,1,0.19,1,5,Finland
RobertWalraven-ESG,inc case,1,FI,568,78,489,0,4.04,1.32,0.09,0.45,-0.13,1,11,Finland
EuroCOVIDhub-baseline,inc death,1,FI,4,1,1,2,1,1,0.18,1,0.41,1,11,Finland
EuroCOVIDhub-ensemble,inc death,1,FI,3,2,0,1,0.79,0.6,0.73,0.91,0.13,1,11,Finland
IEM_Health-CovidProject,inc death,1,FI,4,2,1,1,1.02,1.03,0.64,0.91,0.03,1,11,Finland
ILM-EKF,inc death,1,FI,5,4,0,1,1.35,0.85,0.82,1,0.14,1,11,Finland
LANL-GrowthRate,inc death,1,FI,4,2,0,2,1.05,1.05,0.36,0.91,0.36,1,11,Finland
RobertWalraven-ESG,inc death,1,FI,3,1,2,0,0.88,0.72,0.73,0.91,-0.13,1,11,Finland
USC-SIkJalpha,inc death,1,FI,3,1,1,1,0.91,0.98,0.27,0.64,-0.12,1,11,Finland
epiforecasts-EpiNow2,inc death,1,FI,3,2,0,1,0.91,0.83,0.64,1,0.16,1,11,Finland
EuroCOVIDhub-baseline,inc death,2,FI,4,2,1,2,1,1,0.1,1,0.32,1,10,Finland
EuroCOVIDhub-ensemble,inc death,2,FI,3,2,0,1,0.7,0.53,0.9,0.9,0.17,1,10,Finland
IEM_Health-CovidProject,inc death,2,FI,4,2,1,1,0.99,0.89,0.6,0.9,0.12,1,10,Finland
ILM-EKF,inc death,2,FI,5,4,0,1,1.13,0.49,0.8,1,0.18,1,10,Finland
LANL-GrowthRate,inc death,2,FI,5,2,1,3,1.13,1.03,0.3,0.9,0.38,1,10,Finland
RobertWalraven-ESG,inc death,2,FI,4,2,2,0,0.83,0.69,0.8,0.9,-0.14,1,10,Finland
USC-SIkJalpha,inc death,2,FI,3,1,1,1,0.62,0.58,0.4,0.6,-0.14,1,10,Finland
epiforecasts-EpiNow2,inc death,2,FI,4,2,0,2,0.87,0.69,0.7,0.9,0.21,1,10,Finland
EuroCOVIDhub-baseline,inc death,3,FI,6,2,1,3,1,1,0.33,1,0.28,1,9,Finland
EuroCOVIDhub-ensemble,inc death,3,FI,4,2,0,1,0.69,0.49,0.78,0.89,0.24,1,9,Finland
IEM_Health-CovidProject,inc death,3,FI,6,3,1,1,1.04,0.84,0.56,0.89,0.16,1,9,Finland
ILM-EKF,inc death,3,FI,6,5,0,1,1,0.45,0.89,1,0.24,1,9,Finland
LANL-GrowthRate,inc death,3,FI,6,2,0,4,1.1,0.96,0.56,0.89,0.38,1,9,Finland
RobertWalraven-ESG,inc death,3,FI,4,2,2,0,0.73,0.65,0.78,0.89,-0.11,1,9,Finland
USC-SIkJalpha,inc death,3,FI,4,1,1,1,0.7,0.65,0.44,0.67,0.12,1,9,Finland
epiforecasts-EpiNow2,inc death,3,FI,4,2,0,2,0.79,0.62,0.78,0.89,0.21,1,9,Finland
EuroCOVIDhub-baseline,inc death,4,FI,6,3,0,3,1,1,0.5,1,0.25,1,8,Finland
EuroCOVIDhub-ensemble,inc death,4,FI,4,3,0,1,0.69,0.41,0.88,0.88,0.25,1,8,Finland
IEM_Health-CovidProject,inc death,4,FI,8,5,2,2,1.43,1.21,0.5,0.88,0.14,1,8,Finland
ILM-EKF,inc death,4,FI,7,6,0,1,1.23,0.87,0.88,1,0.28,1,8,Finland
LANL-GrowthRate,inc death,4,FI,5,2,0,3,0.89,0.85,0.62,0.88,0.45,1,8,Finland
RobertWalraven-ESG,inc death,4,FI,4,2,2,0,0.78,0.88,0.75,1,-0.12,1,8,Finland
UMass-MechBayes,inc death,1,FI,2,1,0,0,0.89,0.5,0.88,1,-0.08,1,8,Finland
UMass-SemiMech,inc death,1,FI,3,2,0,1,1.07,0.57,0.75,1,0.16,1,8,Finland
USC-SIkJalpha,inc death,4,FI,3,1,0,1,0.52,0.47,0.62,0.88,0.01,1,8,Finland
epiforecasts-EpiNow2,inc death,4,FI,5,3,0,2,0.84,0.82,0.38,1,0.26,1,8,Finland
LANL-GrowthRate,inc death,5,FI,6,2,0,4,NA,NA,0.29,0.86,0.63,1,7,Finland
UMass-MechBayes,inc death,2,FI,2,1,0,1,0.76,0.43,0.86,1,0.02,1,7,Finland
UMass-SemiMech,inc death,2,FI,3,2,0,1,1.02,0.6,0.71,1,0.31,1,7,Finland
USC-SIkJalpha,inc death,5,FI,4,2,0,2,NA,NA,0.57,0.86,0.16,1,7,Finland
LANL-GrowthRate,inc death,6,FI,7,2,0,4,NA,NA,0.17,0.83,0.72,1,6,Finland
UMass-MechBayes,inc death,3,FI,2,1,0,1,0.68,0.37,0.83,1,0.08,1,6,Finland
UMass-SemiMech,inc death,3,FI,3,2,0,2,1.06,0.59,0.67,1,0.42,1,6,Finland
UMass-MechBayes,inc death,4,FI,3,1,0,1,0.63,0.35,0.6,1,0.18,1,5,Finland
UMass-SemiMech,inc death,4,FI,5,2,0,3,1.2,0.8,0.2,0.8,0.54,1,5,Finland
EuroCOVIDhub-baseline,inc case,1,FR,37610,2960,16579,18071,1,1,0,0.8,0.17,1,10,France
EuroCOVIDhub-ensemble,inc case,1,FR,26494,12301,7790,6402,0.7,0.82,0.6,1,0.03,1,10,France
IEM_Health-CovidProject,inc case,1,FR,36744,20367,7663,8714,0.98,1.13,0.6,1,0.11,1,10,France
ILM-EKF,inc case,1,FR,37086,6892,19197,10997,0.99,1.03,0.4,0.7,-0.01,1,10,France
LANL-GrowthRate,inc case,1,FR,40895,23019,14084,3793,1.09,1.26,0.7,1,-0.27,1,10,France
UNIPV-BayesINGARCHX,inc case,1,FR,44636,2740,9336,32560,1.19,0.99,0.1,0.1,0.34,1,10,France
USC-SIkJalpha,inc case,1,FR,32862,10042,14967,7852,0.87,0.97,0.4,0.6,0.15,1,10,France
epiforecasts-EpiNow2,inc case,1,FR,37112,18403,7962,10747,0.99,1.24,0.3,1,0.12,1,10,France
DSMPG-bayes,inc case,1,FR,32841,9992,4610,18239,0.96,0.84,0.44,0.78,0.16,1,9,France
EuroCOVIDhub-baseline,inc case,2,FR,49569,5903,18065,25601,1,1,0.11,0.89,-0.03,1,9,France
EuroCOVIDhub-ensemble,inc case,2,FR,36639,17524,7972,11143,0.74,0.76,0.44,1,0.07,1,9,France
IEM_Health-CovidProject,inc case,2,FR,48958,29325,6215,13418,0.99,0.93,0.56,1,0.12,1,9,France
ILM-EKF,inc case,2,FR,51446,16236,15548,19663,1.04,1.17,0.22,1,-0.14,1,9,France
LANL-GrowthRate,inc case,2,FR,47947,30383,13203,4361,0.97,0.9,0.67,1,-0.23,1,9,France
UNIPV-BayesINGARCHX,inc case,2,FR,72751,2037,7353,63362,1.47,1.07,0.22,0.22,0.59,1,9,France
USC-SIkJalpha,inc case,2,FR,46219,11959,23107,11153,0.93,0.87,0.22,0.33,-0.14,1,9,France
epiforecasts-EpiExpert,inc case,2,FR,57476,8409,26545,22522,1.16,1.07,0.11,0.33,-0.06,1,9,France
epiforecasts-EpiNow2,inc case,2,FR,51010,22623,9645,18743,1.03,1.1,0.22,1,0.08,1,9,France
DSMPG-bayes,inc case,2,FR,56134,18630,5635,31869,1.02,0.92,0.25,0.88,0.3,1,8,France
EuroCOVIDhub-baseline,inc case,3,FR,53087,8443,16579,28066,1,1,0.25,0.88,0.1,1,8,France
EuroCOVIDhub-ensemble,inc case,3,FR,48905,23826,8154,16925,0.92,0.94,0.38,1,0.2,1,8,France
IEM_Health-CovidProject,inc case,3,FR,65624,40983,5840,18802,1.24,1.21,0.5,1,0.19,1,8,France
ILM-EKF,inc case,3,FR,65066,29774,12728,22564,1.23,1.3,0.5,1,0.01,1,8,France
LANL-GrowthRate,inc case,3,FR,50422,33693,11298,5430,0.95,0.78,0.75,1,-0.16,1,8,France
UNIPV-BayesINGARCHX,inc case,3,FR,101748,1850,7156,92742,1.92,1.38,0,0,0.5,1,8,France
USC-SIkJalpha,inc case,3,FR,52693,12990,25938,13765,0.99,0.99,0.5,0.5,-0.12,1,8,France
epiforecasts-EpiExpert,inc case,3,FR,49019,10581,15222,23217,0.92,0.9,0.25,0.62,-0.1,1,8,France
epiforecasts-EpiNow2,inc case,3,FR,55292,26033,10445,18814,1.04,1.08,0.62,0.88,0.1,1,8,France
EuroCOVIDhub-baseline,inc case,4,FR,61021,10534,16753,33734,1,1,0,0.86,0.11,1,7,France
EuroCOVIDhub-ensemble,inc case,4,FR,75184,31227,12011,31947,1.23,1.28,0.14,1,0.24,1,7,France
IEM_Health-CovidProject,inc case,4,FR,100397,54963,10843,34591,1.65,1.68,0.43,1,0.24,1,7,France
ILM-EKF,inc case,4,FR,110825,47651,23350,39825,1.82,1.8,0.43,1,0.11,1,7,France
LANL-GrowthRate,inc case,4,FR,61173,35634,10683,14856,1,1.03,0.57,1,-0,1,7,France
UMass-SemiMech,inc case,1,FR,43964,20961,18917,4087,0.96,0.84,0.71,0.86,-0.03,1,7,France
UNIPV-BayesINGARCHX,inc case,4,FR,119457,1538,1166,116753,1.96,1.34,0,0.14,0.47,1,7,France
USC-SIkJalpha,inc case,4,FR,66654,15482,34521,16651,1.09,0.87,0.29,0.57,-0.21,1,7,France
epiforecasts-EpiExpert,inc case,4,FR,53552,13081,18181,22290,0.88,0.83,0.57,0.71,-0.12,1,7,France
epiforecasts-EpiNow2,inc case,4,FR,70468,26987,17519,25963,1.15,1.23,0.29,1,0.14,1,7,France
DSMPG-bayes,inc case,4,FR,142789,50545,5072,87172,1.3,1.2,0.17,1,0.48,1,6,France
LANL-GrowthRate,inc case,5,FR,77268,36287,16571,24409,NA,NA,0.33,1,0.1,1,6,France
UMass-SemiMech,inc case,2,FR,53378,30015,15850,7513,1.02,0.96,0.83,0.83,0.02,1,6,France
USC-SIkJalpha,inc case,5,FR,62664,19031,35807,7826,NA,NA,0.33,0.5,-0.35,1,6,France
LANL-GrowthRate,inc case,6,FR,79876,31668,19305,28903,NA,NA,0.4,1,0.12,1,5,France
UMass-SemiMech,inc case,3,FR,62872,46811,53,16007,1.12,1.06,1,1,0.32,1,5,France
UMass-SemiMech,inc case,4,FR,106230,68734,0,37496,1.3,1.2,0.5,1,0.55,1,4,France
EuroCOVIDhub-baseline,inc death,1,FR,225,58,65,102,1,1,0.27,1,0.28,1,11,France
EuroCOVIDhub-ensemble,inc death,1,FR,173,101,26,45,0.77,0.71,0.64,1,0.15,1,11,France
IEM_Health-CovidProject,inc death,1,FR,244,153,62,29,1.09,1.04,0.64,1,0.08,1,11,France
ILM-EKF,inc death,1,FR,224,115,45,64,1,0.94,0.64,1,0.16,1,11,France
LANL-GrowthRate,inc death,1,FR,252,52,66,133,1.12,1.1,0.18,0.91,0.14,1,11,France
RobertWalraven-ESG,inc death,1,FR,189,58,85,46,0.84,0.85,0.27,0.91,-0.01,1,11,France
USC-SIkJalpha,inc death,1,FR,224,80,55,89,1,0.84,0.45,0.55,0.32,1,11,France
epiforecasts-EpiNow2,inc death,1,FR,353,183,1,170,1.57,1.25,0.64,0.82,0.43,1,11,France
EuroCOVIDhub-baseline,inc death,2,FR,301,115,64,122,1,1,0.3,1,0.23,1,10,France
EuroCOVIDhub-ensemble,inc death,2,FR,202,134,18,50,0.67,0.49,0.8,1,0.19,1,10,France
IEM_Health-CovidProject,inc death,2,FR,323,209,61,52,1.07,0.9,0.6,1,0.06,1,10,France
ILM-EKF,inc death,2,FR,272,148,15,109,0.9,0.78,0.8,0.9,0.16,1,10,France
LANL-GrowthRate,inc death,2,FR,299,77,81,141,0.99,0.95,0.2,1,-0.16,1,10,France
RobertWalraven-ESG,inc death,2,FR,236,68,130,38,0.78,0.76,0.2,0.9,-0.11,1,10,France
USC-SIkJalpha,inc death,2,FR,268,96,34,137,0.89,0.71,0.4,0.6,0.39,1,10,France
epiforecasts-EpiExpert,inc death,2,FR,481,73,166,242,1.6,1.33,0.1,0.6,0.26,1,10,France
epiforecasts-EpiNow2,inc death,2,FR,468,236,0,233,1.55,1.36,0.5,0.8,0.6,1,10,France
EuroCOVIDhub-baseline,inc death,3,FR,312,160,20,133,1,1,0.67,1,0.13,1,9,France
EuroCOVIDhub-ensemble,inc death,3,FR,247,176,10,61,0.79,0.71,0.78,1,0.24,1,9,France
IEM_Health-CovidProject,inc death,3,FR,429,270,69,91,1.38,1.41,0.78,1,0.04,1,9,France
ILM-EKF,inc death,3,FR,360,197,16,147,1.16,1.25,0.78,1,0.24,1,9,France
LANL-GrowthRate,inc death,3,FR,425,107,121,197,1.36,1.45,0.33,0.89,-0.15,1,9,France
RobertWalraven-ESG,inc death,3,FR,300,80,191,28,0.96,1.03,0.33,0.78,-0.26,1,9,France
USC-SIkJalpha,inc death,3,FR,306,112,28,166,0.98,0.89,0.56,0.67,0.37,1,9,France
epiforecasts-EpiExpert,inc death,3,FR,460,104,108,248,1.47,1.52,0.33,0.56,0.17,1,9,France
epiforecasts-EpiNow2,inc death,3,FR,635,325,0,310,2.04,2.18,0.33,0.89,0.63,1,9,France
