model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
MUNI-ARIMA,inc case,3,ES,47770,3820,41890,2061,1.25,1.15,0.38,0.5,-0.23,1,8,Spain
RobertWalraven-ESG,inc case,2,ES,41470,1873,39597,0,1.46,1.24,0.18,0.71,-0.73,1,17,Spain
RobertWalraven-ESG,inc case,3,ES,65058,1639,63419,0,1.51,1.18,0.19,0.62,-0.72,1,16,Spain
EuroCOVIDhub-baseline,inc death,1,ES,193,59,47,86,1,1,0.67,1,0.11,1,21,Spain
EuroCOVIDhub-ensemble,inc death,1,ES,153,52,55,45,0.79,0.85,0.57,0.95,0.28,1,21,Spain
IEM_Health-CovidProject,inc death,1,ES,140,50,50,40,0.69,0.84,0.62,0.9,0.18,1,21,Spain
ILM-EKF,inc death,1,ES,268,65,69,133,0.83,0.81,0.6,0.9,0.25,1,20,Spain
LANL-GrowthRate,inc death,1,ES,135,31,81,24,0.42,0.48,0.45,0.9,0.04,1,20,Spain
RobertWalraven-ESG,inc death,1,ES,135,41,68,27,0.69,0.82,0.48,0.86,-0.08,1,21,Spain
USC-SIkJalpha,inc death,1,ES,172,28,76,68,0.88,0.87,0.38,0.48,0.15,1,21,Spain
epiforecasts-EpiNow2,inc death,1,ES,152,59,43,49,0.83,0.81,0.42,0.89,0.34,1,19,Spain
EuroCOVIDhub-baseline,inc death,2,ES,227,122,23,82,1,1,0.85,1,0.14,1,20,Spain
EuroCOVIDhub-ensemble,inc death,2,ES,180,66,50,64,0.79,0.95,0.55,0.9,0.26,1,20,Spain
IEM_Health-CovidProject,inc death,2,ES,181,63,53,65,0.79,1,0.6,0.9,0.18,1,20,Spain
ILM-EKF,inc death,2,ES,387,88,65,233,0.74,0.93,0.37,0.89,0.4,1,19,Spain
Imperial-DeCa,inc death,1,ES,327,2,325,0,0.95,0.89,0,0,-1,1,17,Spain
Imperial-RtI0,inc death,1,ES,377,2,375,0,1.09,1.02,0,0,-1,1,17,Spain
Imperial-sbkp,inc death,1,ES,373,2,370,0,1.08,1.01,0,0,-1,1,17,Spain
LANL-GrowthRate,inc death,2,ES,149,34,84,31,0.74,0.93,0.53,0.89,0.06,1,19,Spain
RobertWalraven-ESG,inc death,2,ES,143,49,76,18,0.63,0.84,0.5,0.9,-0.11,1,20,Spain
USC-SIkJalpha,inc death,2,ES,175,32,48,95,0.77,0.92,0.2,0.4,0.39,1,20,Spain
epiforecasts-EpiNow2,inc death,2,ES,171,89,45,38,0.74,0.93,0.67,1,0.17,1,18,Spain
EuroCOVIDhub-baseline,inc death,3,ES,223,171,2,50,1,1,0.95,1,0.16,1,19,Spain
EuroCOVIDhub-ensemble,inc death,3,ES,158,78,37,43,0.71,1.04,0.68,1,0.23,1,19,Spain
IEM_Health-CovidProject,inc death,3,ES,154,76,21,57,0.69,1.05,0.63,0.95,0.17,1,19,Spain
ILM-EKF,inc death,3,ES,391,87,80,224,0.76,1.12,0.39,0.78,0.44,1,18,Spain
LANL-GrowthRate,inc death,3,ES,165,37,98,30,0.76,1.12,0.44,0.94,-0.04,1,18,Spain
RobertWalraven-ESG,inc death,3,ES,145,56,81,9,0.65,1.09,0.58,0.89,-0.17,1,19,Spain
USC-SIkJalpha,inc death,3,ES,227,34,111,83,1.02,1.34,0.42,0.47,-0.05,1,19,Spain
epiforecasts-EpiNow2,inc death,3,ES,189,118,43,28,0.76,1.12,0.76,1,0.1,1,17,Spain
EuroCOVIDhub-baseline,inc death,4,ES,287,209,1,76,1,1,0.89,1,0.22,1,18,Spain
EuroCOVIDhub-ensemble,inc death,4,ES,181,101,6,74,0.63,0.76,0.78,0.94,0.29,1,18,Spain
IEM_Health-CovidProject,inc death,4,ES,203,91,19,93,0.71,0.95,0.44,0.89,0.28,1,18,Spain
ILM-EKF,inc death,4,ES,614,125,15,474,0.55,0.74,0.47,0.65,0.38,1,17,Spain
LANL-GrowthRate,inc death,4,ES,108,37,37,34,0.55,0.74,0.35,1,-0.11,1,17,Spain
RobertWalraven-ESG,inc death,4,ES,110,61,41,7,0.38,0.59,0.61,0.94,-0.17,1,18,Spain
UNED-PreCoV2,inc death,1,ES,132,117,0,15,1.16,0.71,0.94,1,0.19,1,21,Spain
USC-SIkJalpha,inc death,4,ES,158,40,27,90,0.55,0.69,0.39,0.67,-0.05,1,18,Spain
epiforecasts-EpiNow2,inc death,4,ES,195,161,8,26,0.55,0.74,0.94,1,0.11,1,16,Spain
LANL-GrowthRate,inc death,5,ES,109,42,35,32,NA,NA,0.44,0.94,-0.02,1,16,Spain
UMass-MechBayes,inc death,1,ES,153,64,0,89,0.83,0.81,0.24,0.94,0.64,1,17,Spain
UNED-PreCoV2,inc death,2,ES,148,128,1,18,0.74,0.93,0.94,1,0.18,1,18,Spain
USC-SIkJalpha,inc death,5,ES,204,48,35,121,NA,NA,0.35,0.47,0.19,1,17,Spain
UMass-MechBayes,inc death,2,ES,185,79,0,106,0.74,0.93,0.44,0.94,0.57,1,16,Spain
UNED-PreCoV2,inc death,3,ES,170,141,4,25,0.76,0.96,0.94,1,0.19,1,16,Spain
UMass-MechBayes,inc death,3,ES,228,98,6,124,0.76,1.12,0.33,0.93,0.54,1,15,Spain
UB-BSLCoV,inc death,1,ES,69,53,9,7,0.83,0.81,0.86,1,-0.11,1,14,Spain
UMass-MechBayes,inc death,4,ES,243,113,16,114,0.63,1.02,0.21,1,0.4,1,14,Spain
UMass-SemiMech,inc death,4,ES,186,115,26,45,0.49,0.54,0.86,0.93,0.07,1,14,Spain
MUNI-ARIMA,inc death,1,ES,57,25,7,25,0.83,0.81,0.62,1,0.17,1,13,Spain
UB-BSLCoV,inc death,2,ES,102,79,13,9,0.74,0.93,0.92,1,-0.09,1,13,Spain
MUNI-ARIMA,inc death,2,ES,83,36,9,38,0.74,0.93,0.5,1,0.25,1,12,Spain
UB-BSLCoV,inc death,3,ES,142,119,13,9,0.76,1.12,0.92,1,-0.05,1,12,Spain
UB-BSLCoV,inc death,4,ES,202,184,10,8,0.55,0.74,0.91,1,-0.02,1,11,Spain
MUNI-ARIMA,inc death,3,ES,91,50,4,37,0.76,1.12,0.5,1,0.28,1,10,Spain
MUNI-ARIMA,inc death,4,ES,104,63,1,40,0.55,0.74,0.78,1,0.3,1,9,Spain
EuroCOVIDhub-baseline,inc case,1,FI,330,42,141,147,1,1,0.19,0.76,0.04,1,21,Finland
EuroCOVIDhub-ensemble,inc case,1,FI,242,108,64,70,0.72,0.79,0.57,0.9,0,1,21,Finland
IEM_Health-CovidProject,inc case,1,FI,240,101,54,85,0.71,0.81,0.57,0.86,0.05,1,21,Finland
ILM-EKF,inc case,1,FI,333,125,107,101,0.98,1.16,0.38,0.95,-0.05,1,21,Finland
LANL-GrowthRate,inc case,1,FI,222,103,72,48,0.91,0.94,0.7,0.95,-0.07,1,20,Finland
USC-SIkJalpha,inc case,1,FI,344,137,111,95,1.04,0.89,0.57,0.57,0.07,1,21,Finland
epiforecasts-EpiNow2,inc case,1,FI,285,105,71,109,0.86,0.95,0.57,0.76,0.11,1,21,Finland
EuroCOVIDhub-baseline,inc case,2,FI,541,80,197,264,1,1,0.25,0.75,0.13,1,20,Finland
EuroCOVIDhub-ensemble,inc case,2,FI,433,150,122,160,0.79,0.86,0.5,0.8,0.02,1,20,Finland
IEM_Health-CovidProject,inc case,2,FI,455,139,121,195,0.82,0.94,0.35,0.9,0.09,1,20,Finland
ILM-EKF,inc case,2,FI,565,178,184,203,1.01,1.16,0.3,0.85,-0.06,1,20,Finland
LANL-GrowthRate,inc case,2,FI,420,132,165,123,0.99,1,0.42,0.89,-0.01,1,19,Finland
USC-SIkJalpha,inc case,2,FI,517,169,160,189,0.96,0.82,0.55,0.55,-0.06,1,20,Finland
epiforecasts-EpiNow2,inc case,2,FI,576,188,127,261,1.07,1.14,0.35,0.75,0.08,1,20,Finland
EuroCOVIDhub-baseline,inc case,3,FI,744,106,237,401,1,1,0.21,0.68,0.25,1,19,Finland
EuroCOVIDhub-ensemble,inc case,3,FI,698,206,183,308,0.92,1.02,0.37,0.74,0.05,1,19,Finland
IEM_Health-CovidProject,inc case,3,FI,754,186,201,367,0.99,1.13,0.21,0.74,0.13,1,19,Finland
ILM-EKF,inc case,3,FI,860,240,287,333,1.12,1.28,0.32,0.79,-0.08,1,19,Finland
LANL-GrowthRate,inc case,3,FI,670,157,251,262,1.17,1.17,0.33,0.67,0.06,1,18,Finland
USC-SIkJalpha,inc case,3,FI,848,180,334,334,1.16,1.01,0.37,0.42,-0.16,1,19,Finland
epiforecasts-EpiNow2,inc case,3,FI,1052,331,221,500,1.44,1.44,0.16,0.63,0.02,1,19,Finland
EuroCOVIDhub-baseline,inc case,4,FI,953,127,274,552,1,1,0.06,0.61,0.33,1,18,Finland
EuroCOVIDhub-ensemble,inc case,4,FI,977,273,259,445,1.02,1.07,0.33,0.67,0.09,1,18,Finland
IEM_Health-CovidProject,inc case,4,FI,1130,246,311,572,1.17,1.26,0.17,0.5,0.18,1,18,Finland
ILM-EKF,inc case,4,FI,1171,318,395,458,1.21,1.33,0.33,0.78,-0.08,1,18,Finland
LANL-GrowthRate,inc case,4,FI,879,179,323,376,1.27,1.23,0.18,0.65,0.17,1,17,Finland
USC-SIkJalpha,inc case,4,FI,1129,216,441,473,1.22,1.09,0.28,0.33,0.08,1,18,Finland
epiforecasts-EpiNow2,inc case,4,FI,1548,491,350,706,1.69,1.56,0.17,0.56,-0.05,1,18,Finland
LANL-GrowthRate,inc case,5,FI,1085,206,420,459,NA,NA,0.19,0.69,0.3,1,16,Finland
USC-SIkJalpha,inc case,5,FI,1463,241,623,599,NA,NA,0.24,0.24,0.05,1,17,Finland
UMass-SemiMech,inc case,4,FI,646,201,288,157,1.27,1.23,0.2,1,0.01,1,15,Finland
MUNI-ARIMA,inc case,1,FI,180,52,100,27,0.91,0.94,0.38,0.92,-0.31,1,13,Finland
MUNI-ARIMA,inc case,2,FI,341,88,204,49,0.99,1,0.17,0.83,-0.25,1,12,Finland
RobertWalraven-ESG,inc case,1,FI,380,54,309,17,1.25,1.13,0.19,0.48,-0.41,1,21,Finland
MUNI-ARIMA,inc case,3,FI,534,120,332,82,1.17,1.17,0.1,0.7,-0.19,1,10,Finland
RobertWalraven-ESG,inc case,2,FI,671,65,603,3,1.4,1.17,0.2,0.45,-0.44,1,20,Finland
MUNI-ARIMA,inc case,4,FI,695,147,462,87,1.27,1.23,0.22,0.78,-0.25,1,9,Finland
RobertWalraven-ESG,inc case,3,FI,1000,71,922,7,1.52,1.2,0.11,0.37,-0.46,1,19,Finland
RobertWalraven-ESG,inc case,4,FI,1217,78,1135,4,1.4,1.13,0.17,0.39,-0.48,1,18,Finland
EuroCOVIDhub-baseline,inc death,1,FI,3,1,1,1,1,1,0.38,1,0.25,1,21,Finland
EuroCOVIDhub-ensemble,inc death,1,FI,2,1,1,0,0.75,0.62,0.76,0.95,0.11,1,21,Finland
IEM_Health-CovidProject,inc death,1,FI,3,1,1,0,0.86,0.8,0.71,0.9,-0.1,1,21,Finland
ILM-EKF,inc death,1,FI,4,3,0,1,1.23,0.86,0.81,1,0.14,1,21,Finland
LANL-GrowthRate,inc death,1,FI,3,1,0,1,0.89,0.77,0.45,0.95,0.28,1,20,Finland
RobertWalraven-ESG,inc death,1,FI,3,1,1,0,0.81,0.68,0.71,0.9,-0.09,1,21,Finland
USC-SIkJalpha,inc death,1,FI,3,1,1,1,0.91,0.88,0.33,0.52,0.07,1,21,Finland
epiforecasts-EpiNow2,inc death,1,FI,3,1,0,1,0.87,0.84,0.67,1,0.17,1,21,Finland
EuroCOVIDhub-baseline,inc death,2,FI,4,2,1,1,1,1,0.35,1,0.18,1,20,Finland
EuroCOVIDhub-ensemble,inc death,2,FI,3,1,0,1,0.69,0.61,0.65,0.95,0.14,1,20,Finland
IEM_Health-CovidProject,inc death,2,FI,3,1,1,1,0.87,0.81,0.5,0.9,-0.12,1,20,Finland
ILM-EKF,inc death,2,FI,4,3,0,1,1.06,0.62,0.7,1,0.15,1,20,Finland
LANL-GrowthRate,inc death,2,FI,4,1,0,2,0.85,0.7,0.47,0.95,0.26,1,19,Finland
RobertWalraven-ESG,inc death,2,FI,3,1,2,0,0.88,0.82,0.55,0.9,-0.12,1,20,Finland
USC-SIkJalpha,inc death,2,FI,3,1,1,1,0.78,0.66,0.35,0.5,0.02,1,20,Finland
epiforecasts-EpiNow2,inc death,2,FI,3,2,0,1,0.85,0.74,0.55,0.95,0.2,1,20,Finland
EuroCOVIDhub-baseline,inc death,3,FI,4,2,0,2,1,1,0.53,1,0.15,1,19,Finland
EuroCOVIDhub-ensemble,inc death,3,FI,3,2,0,1,0.68,0.57,0.68,0.95,0.18,1,19,Finland
IEM_Health-CovidProject,inc death,3,FI,4,2,1,1,0.88,0.82,0.47,0.95,-0.11,1,19,Finland
ILM-EKF,inc death,3,FI,4,3,0,1,0.95,0.57,0.74,1,0.16,1,19,Finland
LANL-GrowthRate,inc death,3,FI,4,1,0,2,0.82,0.7,0.61,0.94,0.34,1,18,Finland
RobertWalraven-ESG,inc death,3,FI,3,1,2,0,0.8,0.81,0.58,0.95,-0.13,1,19,Finland
USC-SIkJalpha,inc death,3,FI,3,1,1,2,0.82,0.74,0.32,0.47,0.16,1,19,Finland
epiforecasts-EpiNow2,inc death,3,FI,4,2,0,1,0.84,0.75,0.63,0.95,0.17,1,19,Finland
EuroCOVIDhub-baseline,inc death,4,FI,4,3,0,2,1,1,0.72,1,0.17,1,18,Finland
EuroCOVIDhub-ensemble,inc death,4,FI,3,2,0,1,0.66,0.54,0.83,0.94,0.18,1,18,Finland
IEM_Health-CovidProject,inc death,4,FI,5,3,1,1,1.12,1.12,0.44,0.94,-0.06,1,18,Finland
ILM-EKF,inc death,4,FI,4,3,0,1,1.02,0.83,0.78,1,0.12,1,18,Finland
LANL-GrowthRate,inc death,4,FI,4,2,0,2,0.85,0.82,0.53,0.94,0.48,1,17,Finland
RobertWalraven-ESG,inc death,4,FI,3,1,2,0,0.77,0.99,0.72,1,-0.16,1,18,Finland
UMass-MechBayes,inc death,1,FI,2,1,1,0,0.89,0.52,0.72,0.94,0.01,1,18,Finland
USC-SIkJalpha,inc death,4,FI,3,1,1,1,0.67,0.63,0.44,0.67,0.02,1,18,Finland
epiforecasts-EpiNow2,inc death,4,FI,4,2,0,1,0.94,0.95,0.56,1,0.16,1,18,Finland
LANL-GrowthRate,inc death,5,FI,5,2,0,3,NA,NA,0.25,0.94,0.66,1,16,Finland
UMass-MechBayes,inc death,2,FI,2,1,1,1,0.85,0.48,0.65,1,0.03,1,17,Finland
USC-SIkJalpha,inc death,5,FI,3,1,1,1,NA,NA,0.41,0.59,0.04,1,17,Finland
UMass-MechBayes,inc death,3,FI,2,1,1,1,0.82,0.48,0.62,0.94,-0.03,1,16,Finland
UMass-MechBayes,inc death,4,FI,3,1,1,1,0.81,0.59,0.6,0.93,-0.01,1,15,Finland
UMass-SemiMech,inc death,4,FI,3,1,0,1,0.89,0.72,0.47,0.93,0.25,1,15,Finland
MUNI-ARIMA,inc death,1,FI,3,1,1,1,0.89,0.77,0.69,0.85,0.2,1,13,Finland
MUNI-ARIMA,inc death,2,FI,3,1,0,1,0.85,0.7,0.5,1,0.2,1,12,Finland
MUNI-ARIMA,inc death,3,FI,2,1,0,1,0.82,0.7,0.8,1,0.15,1,10,Finland
MUNI-ARIMA,inc death,4,FI,2,1,0,1,0.85,0.82,0.78,1,0.29,1,9,Finland
EuroCOVIDhub-baseline,inc case,1,FR,26395,3176,12643,10576,1,1,0.11,0.89,0.04,1,19,France
EuroCOVIDhub-ensemble,inc case,1,FR,19200,7885,6178,5138,0.73,0.81,0.42,0.95,-0.02,1,19,France
IEM_Health-CovidProject,inc case,1,FR,25749,12258,7017,6473,0.98,1.07,0.42,0.84,0.04,1,19,France
ILM-EKF,inc case,1,FR,29228,4505,12545,12179,1.16,1.06,0.32,0.58,-0.12,1,19,France
LANL-GrowthRate,inc case,1,FR,26827,14390,9670,2767,0.98,1.02,0.56,1,-0.34,1,18,France
USC-SIkJalpha,inc case,1,FR,24612,6190,10200,8221,0.98,0.98,0.32,0.42,0.19,1,19,France
epiforecasts-EpiNow2,inc case,1,FR,28374,14013,5448,8913,1.15,1.33,0.42,0.95,0.05,1,19,France
EuroCOVIDhub-baseline,inc case,2,FR,37457,6408,16003,15046,1,1,0.22,0.94,-0.03,1,18,France
EuroCOVIDhub-ensemble,inc case,2,FR,25328,10933,7998,6396,0.63,0.65,0.44,1,-0.03,1,18,France
IEM_Health-CovidProject,inc case,2,FR,36102,16430,11455,8217,0.95,0.87,0.39,0.83,-0.02,1,18,France
ILM-EKF,inc case,2,FR,33805,9612,13447,10746,0.8,0.86,0.28,0.78,-0.2,1,18,France
LANL-GrowthRate,inc case,2,FR,33897,18303,13260,2334,0.92,0.98,0.59,0.88,-0.37,1,17,France
USC-SIkJalpha,inc case,2,FR,35860,6945,19781,9135,0.96,0.78,0.22,0.28,-0.06,1,18,France
epiforecasts-EpiNow2,inc case,2,FR,33870,15662,8615,9594,0.84,0.84,0.44,0.89,-0.09,1,18,France
EuroCOVIDhub-baseline,inc case,3,FR,41765,9180,15354,17231,1,1,0.35,0.94,0.06,1,17,France
EuroCOVIDhub-ensemble,inc case,3,FR,35002,14389,11412,9202,0.81,0.79,0.35,0.88,0.06,1,17,France
IEM_Health-CovidProject,inc case,3,FR,51113,21663,17229,12220,1.22,1.05,0.24,0.82,0.07,1,17,France
ILM-EKF,inc case,3,FR,44594,16029,17164,11401,1.01,0.94,0.35,0.82,-0.18,1,17,France
LANL-GrowthRate,inc case,3,FR,41297,19333,19158,2806,1.04,0.95,0.62,0.81,-0.32,1,16,France
USC-SIkJalpha,inc case,3,FR,45861,6676,28564,10621,1.15,0.87,0.29,0.29,-0.07,1,17,France
epiforecasts-EpiNow2,inc case,3,FR,40740,16689,14537,9514,0.95,0.86,0.65,0.82,-0.15,1,17,France
EuroCOVIDhub-baseline,inc case,4,FR,48902,11597,14717,22589,1,1,0.19,0.94,0.13,1,16,France
EuroCOVIDhub-ensemble,inc case,4,FR,52173,17744,17642,16786,1.05,0.96,0.19,0.94,0.14,1,16,France
IEM_Health-CovidProject,inc case,4,FR,72043,28122,21054,22868,1.44,1.25,0.31,0.69,0.15,1,16,France
ILM-EKF,inc case,4,FR,69448,23358,28087,18003,1.35,1.15,0.44,0.75,-0.14,1,16,France
LANL-GrowthRate,inc case,4,FR,49488,20826,21258,7404,1.22,1.02,0.6,0.87,-0.18,1,15,France
USC-SIkJalpha,inc case,4,FR,53505,8019,33634,11853,1.13,0.76,0.12,0.25,-0.03,1,16,France
epiforecasts-EpiNow2,inc case,4,FR,55486,15959,25096,14431,1.14,1,0.38,0.81,-0.13,1,16,France
LANL-GrowthRate,inc case,5,FR,58434,22913,23196,12324,NA,NA,0.36,0.86,-0.02,1,14,France
USC-SIkJalpha,inc case,5,FR,51428,9599,33616,8214,NA,NA,0.27,0.33,-0.07,1,15,France
UMass-SemiMech,inc case,4,FR,65932,33767,16345,15820,1.34,1.08,0.31,0.85,-0,1,13,France
MUNI-ARIMA,inc case,1,FR,10983,3987,5002,1993,0.68,0.78,0.45,0.91,0.1,1,11,France
MUNI-ARIMA,inc case,2,FR,20754,7189,7668,5898,0.88,0.95,0.4,1,0.14,1,10,France
MUNI-ARIMA,inc case,3,FR,25174,10545,6620,8009,0.85,1.02,0.56,1,0.12,1,9,France
RobertWalraven-ESG,inc case,2,FR,36248,2360,26851,7037,1.59,0.92,0.17,0.33,-0.27,1,18,France
MUNI-ARIMA,inc case,4,FR,35906,12114,13126,10665,1.05,1.13,0.38,0.88,0.11,1,8,France
RobertWalraven-ESG,inc case,3,FR,43954,2814,33963,7177,1.42,0.97,0.18,0.18,-0.25,1,17,France
RobertWalraven-ESG,inc case,1,FR,22784,1865,14748,6171,1.42,1.01,0.16,0.47,-0.28,1,19,France
RobertWalraven-ESG,inc case,4,FR,48644,3356,39613,5675,1.36,0.84,0.25,0.44,-0.12,1,16,France
EuroCOVIDhub-baseline,inc death,1,FR,155,54,35,66,1,1,0.48,1,0.28,1,21,France
EuroCOVIDhub-ensemble,inc death,1,FR,111,64,21,26,0.71,0.7,0.71,1,0.09,1,21,France
IEM_Health-CovidProject,inc death,1,FR,144,91,37,16,0.93,0.92,0.76,1,0.03,1,21,France
ILM-EKF,inc death,1,FR,143,76,31,36,0.92,0.9,0.71,1,0.1,1,21,France
LANL-GrowthRate,inc death,1,FR,170,33,57,80,1.25,1.28,0.2,0.9,0.07,1,20,France
RobertWalraven-ESG,inc death,1,FR,122,48,50,25,0.79,0.79,0.57,0.95,-0.11,1,21,France
USC-SIkJalpha,inc death,1,FR,150,48,37,65,0.97,0.83,0.38,0.43,0.33,1,21,France
epiforecasts-EpiNow2,inc death,1,FR,237,121,6,110,0.86,0.82,0.56,0.89,0.28,1,18,France
EuroCOVIDhub-baseline,inc death,2,FR,225,105,33,87,1,1,0.55,1,0.26,1,20,France
EuroCOVIDhub-ensemble,inc death,2,FR,124,82,13,28,0.55,0.43,0.85,1,0.14,1,20,France
IEM_Health-CovidProject,inc death,2,FR,188,120,34,33,0.84,0.74,0.7,1,0.08,1,20,France
ILM-EKF,inc death,2,FR,166,93,14,59,0.74,0.67,0.85,0.95,0.06,1,20,France
Imperial-DeCa,inc death,1,FR,131,6,82,43,1,0.8,0.06,0.24,-0.21,1,17,France
Imperial-RtI0,inc death,1,FR,80,15,48,17,0.61,0.63,0.24,0.71,0.04,1,17,France
Imperial-sbkp,inc death,1,FR,92,9,70,13,0.71,0.63,0.24,0.41,-0.33,1,17,France
LANL-GrowthRate,inc death,2,FR,190,47,62,81,0.7,0.54,0.26,0.89,-0.17,1,19,France
RobertWalraven-ESG,inc death,2,FR,150,59,70,20,0.67,0.62,0.55,0.95,-0.16,1,20,France
USC-SIkJalpha,inc death,2,FR,164,55,21,88,0.73,0.61,0.4,0.5,0.42,1,20,France
epiforecasts-EpiNow2,inc death,2,FR,307,155,6,147,0.7,0.6,0.47,0.88,0.32,1,17,France
EuroCOVIDhub-baseline,inc death,3,FR,266,145,10,111,1,1,0.68,1,0.25,1,19,France
EuroCOVIDhub-ensemble,inc death,3,FR,145,106,7,33,0.55,0.46,0.89,1,0.13,1,19,France
IEM_Health-CovidProject,inc death,3,FR,256,153,36,68,0.97,0.96,0.68,1,0.14,1,19,France
ILM-EKF,inc death,3,FR,200,115,13,72,0.75,0.76,0.79,1,0.06,1,19,France
LANL-GrowthRate,inc death,3,FR,241,60,79,101,0.71,0.67,0.39,0.78,-0.26,1,18,France
RobertWalraven-ESG,inc death,3,FR,184,70,95,19,0.69,0.69,0.58,0.89,-0.17,1,19,France
USC-SIkJalpha,inc death,3,FR,179,60,30,89,0.67,0.6,0.47,0.58,0.04,1,19,France
epiforecasts-EpiNow2,inc death,3,FR,399,213,5,182,0.71,0.67,0.38,0.94,0.29,1,16,France
EuroCOVIDhub-baseline,inc death,4,FR,341,179,11,150,1,1,0.61,1,0.33,1,18,France
EuroCOVIDhub-ensemble,inc death,4,FR,226,137,18,71,0.66,0.66,0.67,1,0.19,1,18,France
IEM_Health-CovidProject,inc death,4,FR,355,191,48,116,1.04,0.94,0.56,0.94,0.21,1,18,France
ILM-EKF,inc death,4,FR,331,149,44,138,0.97,0.97,0.5,1,0.04,1,18,France
LANL-GrowthRate,inc death,4,FR,239,79,44,115,0.79,0.74,0.41,0.82,-0.23,1,17,France
RobertWalraven-ESG,inc death,4,FR,237,80,129,27,0.7,0.67,0.56,0.94,-0.14,1,18,France
UMass-MechBayes,inc death,1,FR,102,66,18,19,0.86,0.55,0.67,0.94,0.13,1,18,France
USC-SIkJalpha,inc death,4,FR,226,73,31,122,0.66,0.55,0.28,0.33,0.15,1,18,France
LANL-GrowthRate,inc death,5,FR,320,102,66,152,NA,NA,0.44,0.81,-0.12,1,16,France
UMass-MechBayes,inc death,2,FR,126,84,14,28,0.7,0.41,0.65,1,0.15,1,17,France
USC-SIkJalpha,inc death,5,FR,281,90,45,147,NA,NA,0.24,0.41,0.25,1,17,France
UMass-MechBayes,inc death,3,FR,164,110,13,40,0.71,0.5,0.69,0.94,0.15,1,16,France
UMass-MechBayes,inc death,4,FR,270,160,16,95,0.66,0.66,0.6,0.8,0.18,1,15,France
UMass-SemiMech,inc death,4,FR,388,184,70,134,0.95,0.9,0.47,0.87,0.2,1,15,France
MUNI-ARIMA,inc death,1,FR,89,24,21,45,0.86,0.82,0.38,0.92,0.07,1,13,France
MUNI-ARIMA,inc death,2,FR,120,51,10,59,0.7,0.6,0.67,1,0.13,1,12,France
MUNI-ARIMA,inc death,3,FR,97,64,9,24,0.71,0.67,0.7,1,0.05,1,10,France
MUNI-ARIMA,inc death,4,FR,118,82,11,25,0.79,0.74,0.89,1,0.01,1,9,France
EuroCOVIDhub-baseline,inc case,1,GB,15649,2206,9034,4409,1,1,0.33,0.9,-0.1,1,21,United Kingdom
EuroCOVIDhub-ensemble,inc case,1,GB,11015,2708,2576,5731,0.7,0.78,0.38,0.9,-0.17,1,21,United Kingdom
IEM_Health-CovidProject,inc case,1,GB,11859,1758,2641,7459,0.76,0.75,0.38,0.71,-0.18,1,21,United Kingdom
ILM-EKF,inc case,1,GB,11712,2789,2128,6794,0.74,0.83,0.33,0.81,-0.04,1,21,United Kingdom
LANL-GrowthRate,inc case,1,GB,9238,1757,3543,3938,0.89,1.05,0.25,0.65,-0.24,1,20,United Kingdom
USC-SIkJalpha,inc case,1,GB,25281,3056,14098,8127,1.63,1.5,0.57,0.57,-0.15,1,21,United Kingdom
epiforecasts-EpiExpert,inc case,1,GB,11398,2930,1443,7026,0.72,0.81,0.29,0.76,0.07,1,21,United Kingdom
epiforecasts-EpiNow2,inc case,1,GB,13048,5157,1132,6759,0.84,0.93,0.48,0.86,-0.04,1,21,United Kingdom
EuroCOVIDhub-baseline,inc case,2,GB,27062,4473,17917,4672,1,1,0.5,0.8,-0.19,1,20,United Kingdom
EuroCOVIDhub-ensemble,inc case,2,GB,21107,4368,4832,11907,0.78,0.78,0.45,0.8,-0.2,1,20,United Kingdom
IEM_Health-CovidProject,inc case,2,GB,22505,2455,6993,13057,0.84,0.8,0.25,0.65,-0.28,1,20,United Kingdom
ILM-EKF,inc case,2,GB,29683,6869,3357,19457,1.1,1.13,0.5,0.8,-0.02,1,20,United Kingdom
LANL-GrowthRate,inc case,2,GB,24553,3327,7308,13918,1.01,1.06,0.21,0.68,-0.25,1,19,United Kingdom
USC-SIkJalpha,inc case,2,GB,42239,3639,23889,14711,1.58,1.4,0.3,0.4,-0.22,1,20,United Kingdom
epiforecasts-EpiExpert,inc case,2,GB,24802,4182,3553,17066,0.92,0.92,0.25,0.7,0.09,1,20,United Kingdom
epiforecasts-EpiNow2,inc case,2,GB,25637,8624,2798,14215,0.95,0.98,0.35,0.7,-0.21,1,20,United Kingdom
EuroCOVIDhub-baseline,inc case,3,GB,33767,6348,25995,1423,1,1,0.53,0.79,-0.21,1,19,United Kingdom
EuroCOVIDhub-ensemble,inc case,3,GB,24723,6625,9683,8416,0.73,0.87,0.32,0.84,-0.24,1,19,United Kingdom
IEM_Health-CovidProject,inc case,3,GB,30042,3033,14332,12678,0.9,0.86,0.21,0.58,-0.31,1,19,United Kingdom
ILM-EKF,inc case,3,GB,36352,11646,4831,19874,1.08,1.17,0.42,0.84,-0.08,1,19,United Kingdom
LANL-GrowthRate,inc case,3,GB,32481,5181,16011,11288,0.97,0.99,0.28,0.56,-0.3,1,18,United Kingdom
USC-SIkJalpha,inc case,3,GB,36488,4229,30661,1598,1.09,1.07,0.21,0.21,-0.33,1,19,United Kingdom
