model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
UNIPV-BayesINGARCHX,inc case,2,DE,13940,1124,7798,5018,0.81,15816,0.63,0.25,0.38,-0.24,1,24,Germany
USC-SIkJalpha,inc case,2,DE,15789,3867,6208,5713,0.93,18943,0.76,0.2,0.32,-0.07,1,25,Germany
epiforecasts-EpiExpert,inc case,2,DE,10909,2649,3450,4810,0.61,16180,0.64,0.24,0.68,0.04,1,25,Germany
epiforecasts-EpiNow2,inc case,2,DE,14870,6946,1897,6027,0.92,22312,0.93,0.52,0.88,0.12,1,25,Germany
itwm-dSEIR,inc case,2,DE,11609,2193,1753,7663,0.67,16687,0.67,0.32,0.68,0.09,1,25,Germany
EuroCOVIDhub-baseline,inc case,3,DE,20930,4102,7161,9667,1,31959,1,0.29,0.79,-0.08,1,24,Germany
EuroCOVIDhub-ensemble,inc case,3,DE,14920,5943,2487,6490,0.63,22849,0.67,0.38,0.92,0.03,1,24,Germany
FIAS_FZJ-Epi1Ger,inc case,3,DE,22614,3533,3820,15261,0.92,29917,0.85,0.12,0.58,0.2,1,24,Germany
IEM_Health-CovidProject,inc case,3,DE,22508,8150,4876,9483,1,29763,0.9,0.29,0.58,-0.06,1,24,Germany
ILM-EKF,inc case,3,DE,19628,9173,2753,7701,0.8,30371,0.86,0.42,0.92,0.04,1,24,Germany
ITWW-county_repro,inc case,3,DE,29793,2675,1680,25438,1.11,37031,1.01,0.08,0.42,0.34,1,24,Germany
Karlen-pypm,inc case,3,DE,20868,5737,2258,12873,0.83,31508,0.86,0.17,0.67,0.26,1,24,Germany
LANL-GrowthRate,inc case,3,DE,17026,7789,6426,2811,0.76,25311,0.75,0.43,0.7,-0.27,1,23,Germany
UNIPV-BayesINGARCHX,inc case,3,DE,17614,1175,7996,8443,0.78,19462,0.58,0.22,0.22,-0.23,1,23,Germany
USC-SIkJalpha,inc case,3,DE,21104,4473,8169,8463,0.93,25485,0.74,0.12,0.12,-0.03,1,24,Germany
epiforecasts-EpiExpert,inc case,3,DE,14419,3494,3907,7019,0.61,21589,0.62,0.25,0.62,0.09,1,24,Germany
epiforecasts-EpiNow2,inc case,3,DE,23462,10812,2624,10025,1.04,30902,0.91,0.46,0.75,0.12,1,24,Germany
itwm-dSEIR,inc case,3,DE,17732,4445,2504,10782,0.72,26595,0.75,0.29,0.79,0.05,1,24,Germany
EuroCOVIDhub-baseline,inc case,4,DE,26344,4913,7993,13438,1,39761,1,0.3,0.74,-0.04,1,23,Germany
EuroCOVIDhub-ensemble,inc case,4,DE,21961,8503,2874,10584,0.74,32306,0.76,0.3,0.78,0.06,1,23,Germany
FIAS_FZJ-Epi1Ger,inc case,4,DE,30560,4965,4127,21469,0.95,40813,0.91,0.26,0.61,0.08,1,23,Germany
IEM_Health-CovidProject,inc case,4,DE,31849,10856,7072,13921,1.15,44562,1.09,0.3,0.52,-0.06,1,23,Germany
ILM-EKF,inc case,4,DE,31048,15026,3264,12758,1.01,46719,1.06,0.39,0.83,0.03,1,23,Germany
ITWW-county_repro,inc case,4,DE,44501,4077,1362,39062,1.26,53692,1.15,0.17,0.39,0.37,1,23,Germany
Karlen-pypm,inc case,4,DE,33934,8682,3136,22117,1.01,49225,1.04,0.09,0.61,0.22,1,23,Germany
LANL-GrowthRate,inc case,4,DE,21957,8532,8245,5180,0.81,32317,0.79,0.23,0.73,-0.2,1,22,Germany
UNIPV-BayesINGARCHX,inc case,4,DE,24523,1231,8409,14883,0.84,26784,0.63,0.18,0.18,-0.05,1,22,Germany
USC-SIkJalpha,inc case,4,DE,28041,5647,10599,11795,1.01,33083,0.79,0.17,0.26,-0.08,1,23,Germany
epiforecasts-EpiExpert,inc case,4,DE,16793,4530,3268,8995,0.59,25114,0.6,0.3,0.65,0.18,1,23,Germany
epiforecasts-EpiNow2,inc case,4,DE,32530,14967,2970,14593,1.16,42359,1.01,0.39,0.7,0.1,1,23,Germany
itwm-dSEIR,inc case,4,DE,24579,7799,3112,13669,0.76,37985,0.83,0.35,0.87,-0.04,1,23,Germany
LANL-GrowthRate,inc case,5,DE,27748,9289,11050,7408,NA,39400,NA,0.24,0.67,-0.14,1,21,Germany
USC-SIkJalpha,inc case,5,DE,36968,7057,12621,17290,NA,43779,NA,0.09,0.09,-0.04,1,22,Germany
LANL-GrowthRate,inc case,6,DE,32485,10336,12364,9785,NA,46902,NA,0.3,0.65,-0.04,1,20,Germany
epiforecasts-EpiExpert_Rt,inc case,1,DE,6455,2193,1573,2689,0.93,9599,0.95,0.53,0.95,0.1,1,19,Germany
HZI-AgeExtendedSEIR,inc case,1,DE,3905,998,404,2503,0.57,10419,0.74,0.32,1,-0.04,1,25,Germany
epiforecasts-EpiExpert_Rt,inc case,2,DE,6209,2430,2330,1450,0.48,9845,0.51,0.28,0.89,0.05,1,18,Germany
epiforecasts-EpiExpert_direct,inc case,1,DE,4431,1288,645,2497,0.67,6289,0.67,0.42,0.74,0.09,1,19,Germany
HZI-AgeExtendedSEIR,inc case,2,DE,9630,1756,810,7064,0.8,18104,0.76,0.39,0.78,0.13,1,24,Germany
MUNI-ARIMA,inc case,1,DE,3318,1271,716,1331,0.56,5182,0.6,0.67,0.89,0,1,18,Germany
epiforecasts-EpiExpert_Rt,inc case,3,DE,7735,2884,2370,2481,0.4,12468,0.43,0.35,0.94,0.08,1,17,Germany
epiforecasts-EpiExpert_direct,inc case,2,DE,8159,1705,1185,5268,0.7,11668,0.68,0.28,0.67,0.12,1,18,Germany
HZI-AgeExtendedSEIR,inc case,3,DE,14470,2202,1802,10466,0.8,26357,0.78,0.29,0.88,0.09,1,23,Germany
MUNI-ARIMA,inc case,2,DE,5721,2437,1118,2166,0.58,9115,0.62,0.47,0.94,-0.18,1,17,Germany
epiforecasts-EpiExpert_Rt,inc case,4,DE,11868,3437,3588,4843,0.46,18156,0.48,0.44,0.75,0.02,1,16,Germany
epiforecasts-EpiExpert_direct,inc case,3,DE,13002,1959,2614,8429,0.76,17755,0.72,0.18,0.41,0.1,1,17,Germany
HZI-AgeExtendedSEIR,inc case,4,DE,18636,2737,2974,12925,0.88,37197,0.87,0.19,0.88,0.03,1,22,Germany
RobertWalraven-ESG,inc case,1,DE,3697,1116,2474,107,0.89,11152,0.86,0.35,0.62,-0.41,1,26,Germany
epiforecasts-EpiExpert_direct,inc case,4,DE,15650,2675,2475,10500,0.76,21370,0.73,0.19,0.5,0.18,1,16,Germany
MUNI-ARIMA,inc case,3,DE,7409,2997,2573,1840,0.68,12740,0.78,0.33,0.93,-0.32,1,15,Germany
RobertWalraven-ESG,inc case,2,DE,7923,1337,6500,86,1.16,21523,0.9,0.28,0.4,-0.47,1,25,Germany
CovidMetrics-epiBATS,inc case,1,DE,3005,1671,1213,122,0.87,4377,0.88,0.71,1,-0.22,1,14,Germany
MUNI-ARIMA,inc case,4,DE,10263,3446,4468,2348,0.81,17569,0.92,0.36,0.93,-0.39,1,14,Germany
RobertWalraven-ESG,inc case,3,DE,12070,1507,10540,23,1.32,32971,0.97,0.21,0.29,-0.49,1,24,Germany
CovidMetrics-epiBATS,inc case,2,DE,6433,3445,2745,243,1.04,10114,1.1,0.69,1,-0.24,1,13,Germany
RobertWalraven-ESG,inc case,4,DE,15420,1644,13753,22,1.4,42074,0.99,0.22,0.3,-0.51,1,23,Germany
CovidMetrics-epiBATS,inc case,3,DE,9765,4562,5043,159,1.06,15936,1.16,0.73,1,-0.34,1,11,Germany
CovidMetrics-epiBATS,inc case,4,DE,12065,5345,6585,135,1.05,20662,1.21,0.7,1,-0.34,1,10,Germany
EuroCOVIDhub-baseline,inc death,1,DE,85,40,10,35,1,118,1,0.62,1,0.25,1,26,Germany
EuroCOVIDhub-ensemble,inc death,1,DE,55,38,7,10,0.61,79,0.63,0.85,1,0.06,1,26,Germany
FIAS_FZJ-Epi1Ger,inc death,1,DE,164,9,38,117,1.74,196,1.53,0.08,0.19,0.15,1,26,Germany
IEM_Health-CovidProject,inc death,1,DE,101,66,30,6,1.09,149,1.17,0.69,0.96,-0.13,1,26,Germany
ILM-EKF,inc death,1,DE,87,62,3,22,0.98,113,0.91,0.81,0.96,0.16,1,26,Germany
ITWW-county_repro,inc death,1,DE,97,5,83,9,1.05,114,0.93,0.08,0.35,-0.5,1,26,Germany
Karlen-pypm,inc death,1,DE,70,37,4,29,0.8,117,0.99,0.5,1,0.28,1,26,Germany
LANL-GrowthRate,inc death,1,DE,75,25,43,7,0.79,113,0.91,0.48,0.92,-0.21,1,25,Germany
MIT_CovidAnalytics-DELPHI,inc death,1,DE,79,46,21,11,0.85,116,0.91,0.69,0.92,-0.14,1,26,Germany
RobertWalraven-ESG,inc death,1,DE,73,35,32,7,0.78,110,0.86,0.77,0.96,-0.15,1,26,Germany
USC-SIkJalpha,inc death,1,DE,81,48,9,24,0.87,105,0.84,0.46,0.58,0.31,1,26,Germany
epiforecasts-EpiExpert,inc death,1,DE,73,23,16,34,0.86,114,0.98,0.31,0.77,0.28,1,26,Germany
epiforecasts-EpiNow2,inc death,1,DE,151,58,19,74,1.59,233,1.83,0.35,0.85,0.16,1,26,Germany
itwm-dSEIR,inc death,1,DE,80,28,22,30,0.95,118,1.04,0.38,0.77,0.07,1,26,Germany
EuroCOVIDhub-baseline,inc death,2,DE,137,80,12,45,1,205,1,0.84,1,0.21,1,25,Germany
EuroCOVIDhub-ensemble,inc death,2,DE,81,52,7,23,0.54,121,0.53,0.72,0.96,0.19,1,25,Germany
FIAS_FZJ-Epi1Ger,inc death,2,DE,247,21,41,185,1.61,315,1.39,0.04,0.32,0.17,1,25,Germany
IEM_Health-CovidProject,inc death,2,DE,150,82,53,15,1,237,1.06,0.64,0.88,-0.06,1,25,Germany
ILM-EKF,inc death,2,DE,138,77,6,55,0.93,209,0.94,0.64,0.96,0.18,1,25,Germany
ITWW-county_repro,inc death,2,DE,97,7,48,42,0.67,121,0.57,0.04,0.2,-0.15,1,25,Germany
Karlen-pypm,inc death,2,DE,118,48,6,64,0.83,189,0.9,0.32,0.88,0.3,1,25,Germany
LANL-GrowthRate,inc death,2,DE,112,34,65,12,0.68,174,0.76,0.5,0.92,-0.27,1,24,Germany
MIT_CovidAnalytics-DELPHI,inc death,2,DE,122,67,20,34,0.82,195,0.89,0.52,0.92,0.01,1,25,Germany
RobertWalraven-ESG,inc death,2,DE,132,43,75,14,0.82,190,0.82,0.56,0.92,-0.06,1,25,Germany
USC-SIkJalpha,inc death,2,DE,117,57,12,47,0.8,183,0.83,0.56,0.64,0.22,1,25,Germany
epiforecasts-EpiExpert,inc death,2,DE,106,31,22,53,0.75,168,0.82,0.28,0.76,0.23,1,25,Germany
epiforecasts-EpiNow2,inc death,2,DE,229,80,15,134,1.48,348,1.56,0.28,0.8,0.26,1,25,Germany
itwm-dSEIR,inc death,2,DE,107,39,27,42,0.78,158,0.77,0.36,0.72,0.11,1,25,Germany
EuroCOVIDhub-baseline,inc death,3,DE,183,109,12,62,1,284,1,0.71,1,0.23,1,24,Germany
EuroCOVIDhub-ensemble,inc death,3,DE,111,67,7,37,0.55,167,0.53,0.67,0.92,0.25,1,24,Germany
FIAS_FZJ-Epi1Ger,inc death,3,DE,332,38,38,256,1.61,435,1.37,0.04,0.38,0.15,1,24,Germany
IEM_Health-CovidProject,inc death,3,DE,208,99,76,34,1.03,341,1.09,0.54,0.96,0.04,1,24,Germany
ILM-EKF,inc death,3,DE,209,97,11,101,1.03,333,1.06,0.42,0.92,0.17,1,24,Germany
ITWW-county_repro,inc death,3,DE,142,13,31,98,0.69,180,0.58,0.12,0.33,0.18,1,24,Germany
Karlen-pypm,inc death,3,DE,182,62,9,110,0.92,289,0.95,0.08,0.79,0.28,1,24,Germany
LANL-GrowthRate,inc death,3,DE,152,44,84,24,0.68,241,0.75,0.35,0.96,-0.21,1,23,Germany
MIT_CovidAnalytics-DELPHI,inc death,3,DE,125,84,21,20,0.63,190,0.64,0.75,0.96,-0.01,1,24,Germany
RobertWalraven-ESG,inc death,3,DE,191,51,111,29,0.86,282,0.85,0.5,0.92,-0.05,1,24,Germany
USC-SIkJalpha,inc death,3,DE,159,65,10,84,0.81,251,0.8,0.46,0.58,0.25,1,24,Germany
epiforecasts-EpiExpert,inc death,3,DE,126,39,23,64,0.67,202,0.7,0.38,0.75,0.23,1,24,Germany
epiforecasts-EpiNow2,inc death,3,DE,326,121,14,191,1.58,493,1.58,0.25,0.79,0.28,1,24,Germany
itwm-dSEIR,inc death,3,DE,152,52,30,70,0.8,219,0.75,0.21,0.67,0.13,1,24,Germany
EuroCOVIDhub-baseline,inc death,4,DE,225,132,12,81,1,356,1,0.65,1,0.24,1,23,Germany
EuroCOVIDhub-ensemble,inc death,4,DE,148,90,5,53,0.59,224,0.57,0.57,1,0.29,1,23,Germany
FIAS_FZJ-Epi1Ger,inc death,4,DE,415,59,33,323,1.63,552,1.37,0.17,0.43,0.18,1,23,Germany
IEM_Health-CovidProject,inc death,4,DE,274,117,97,60,1.1,452,1.14,0.48,1,0.09,1,23,Germany
ILM-EKF,inc death,4,DE,308,136,14,159,1.22,491,1.24,0.3,0.87,0.14,1,23,Germany
ITWW-county_repro,inc death,4,DE,241,23,18,200,0.9,306,0.75,0.09,0.3,0.23,1,23,Germany
Karlen-pypm,inc death,4,DE,277,82,11,184,1.09,424,1.06,0.22,0.65,0.25,1,23,Germany
LANL-GrowthRate,inc death,4,DE,186,57,92,38,0.66,307,0.74,0.5,0.91,-0.21,1,22,Germany
MIT_CovidAnalytics-DELPHI,inc death,4,DE,142,99,25,18,0.58,199,0.55,0.7,1,-0.05,1,23,Germany
RobertWalraven-ESG,inc death,4,DE,255,59,150,46,0.91,381,0.9,0.48,0.87,-0.06,1,23,Germany
UMass-MechBayes,inc death,1,DE,75,39,32,4,0.91,126,1.2,0.52,1,-0.37,1,23,Germany
USC-SIkJalpha,inc death,4,DE,204,83,13,108,0.83,314,0.8,0.43,0.52,0.15,1,23,Germany
epiforecasts-EpiExpert,inc death,4,DE,146,51,16,79,0.62,236,0.63,0.35,0.87,0.37,1,23,Germany
epiforecasts-EpiNow2,inc death,4,DE,439,194,14,231,1.75,643,1.64,0.22,0.87,0.28,1,23,Germany
itwm-dSEIR,inc death,4,DE,217,78,37,102,0.89,318,0.85,0.3,0.78,0.1,1,23,Germany
LANL-GrowthRate,inc death,5,DE,214,69,98,47,NA,350,NA,0.38,0.9,-0.13,1,21,Germany
UMass-MechBayes,inc death,2,DE,91,43,46,2,0.68,147,0.8,0.36,0.95,-0.43,1,22,Germany
USC-SIkJalpha,inc death,5,DE,263,107,17,139,NA,391,NA,0.41,0.45,0.15,1,22,Germany
LANL-GrowthRate,inc death,6,DE,244,81,101,61,NA,416,NA,0.25,0.9,0.02,1,20,Germany
UMass-MechBayes,inc death,3,DE,101,48,51,2,0.56,161,0.61,0.33,0.95,-0.48,1,21,Germany
UMass-MechBayes,inc death,4,DE,105,57,45,2,0.46,153,0.45,0.4,0.9,-0.45,1,20,Germany
epiforecasts-EpiExpert_Rt,inc death,1,DE,116,33,22,60,1.99,180,2.45,0.26,0.58,0.13,1,19,Germany
HZI-AgeExtendedSEIR,inc death,1,DE,29,17,3,9,0.51,77,0.64,0.53,1,0.15,1,25,Germany
epiforecasts-EpiExpert_Rt,inc death,2,DE,158,38,29,91,1.64,241,1.75,0.17,0.5,0.08,1,18,Germany
epiforecasts-EpiExpert_direct,inc death,1,DE,44,13,6,24,0.77,62,0.85,0.32,0.74,0.27,1,19,Germany
HZI-AgeExtendedSEIR,inc death,2,DE,50,23,6,21,0.55,130,0.62,0.61,1,0.19,1,24,Germany
MUNI-ARIMA,inc death,1,DE,58,34,3,21,1.08,92,1.33,0.5,1,0.22,1,18,Germany
epiforecasts-EpiExpert_Rt,inc death,3,DE,179,44,29,106,1.32,267,1.3,0.12,0.59,0.06,1,17,Germany
epiforecasts-EpiExpert_direct,inc death,2,DE,60,19,7,35,0.66,94,0.73,0.39,0.72,0.29,1,18,Germany
HZI-AgeExtendedSEIR,inc death,3,DE,78,34,3,41,0.62,171,0.57,0.65,1,0.25,1,23,Germany
MUNI-ARIMA,inc death,2,DE,91,53,5,32,1.04,153,1.26,0.53,1,0.19,1,17,Germany
epiforecasts-EpiExpert_Rt,inc death,4,DE,211,49,27,135,1.23,312,1.15,0.12,0.56,-0.01,1,16,Germany
epiforecasts-EpiExpert_direct,inc death,3,DE,92,24,7,60,0.74,131,0.72,0.35,0.71,0.36,1,17,Germany
HZI-AgeExtendedSEIR,inc death,4,DE,103,42,0,62,0.7,200,0.53,0.69,1,0.32,1,22,Germany
epiforecasts-EpiExpert_direct,inc death,4,DE,99,29,1,69,0.68,144,0.65,0.44,0.75,0.47,1,16,Germany
MUNI-ARIMA,inc death,3,DE,117,68,6,43,1.13,200,1.34,0.67,1,0.16,1,15,Germany
MUNI-ARIMA,inc death,4,DE,147,87,5,55,1.23,238,1.37,0.64,1,0.19,1,14,Germany
EuroCOVIDhub-baseline,inc case,1,DK,779,176,325,278,1,1159,1,0.31,1,0.03,1,26,Denmark
EuroCOVIDhub-ensemble,inc case,1,DK,724,265,208,251,0.93,1068,0.93,0.54,0.77,0.02,1,26,Denmark
IEM_Health-CovidProject,inc case,1,DK,896,244,280,372,1.19,1175,1.04,0.42,0.65,0.16,1,26,Denmark
ILM-EKF,inc case,1,DK,1029,290,336,403,1.44,1507,1.37,0.38,0.77,0.16,1,26,Denmark
LANL-GrowthRate,inc case,1,DK,765,302,216,247,1.03,1034,0.92,0.56,0.84,-0.23,1,25,Denmark
USC-SIkJalpha,inc case,1,DK,1051,189,553,309,1.49,1276,1.18,0.23,0.31,-0.11,1,26,Denmark
epiforecasts-EpiNow2,inc case,1,DK,1001,416,212,373,1.35,1446,1.29,0.62,0.81,0.07,1,26,Denmark
EuroCOVIDhub-baseline,inc case,2,DK,1018,344,336,339,1,1600,1,0.48,1,-0.09,1,25,Denmark
EuroCOVIDhub-ensemble,inc case,2,DK,1150,424,280,446,1.18,1687,1.09,0.52,0.84,0.02,1,25,Denmark
IEM_Health-CovidProject,inc case,2,DK,1378,359,401,618,1.4,1846,1.18,0.36,0.6,0.12,1,25,Denmark
ILM-EKF,inc case,2,DK,1644,492,449,703,1.8,2385,1.64,0.36,0.76,0.17,1,25,Denmark
LANL-GrowthRate,inc case,2,DK,1206,438,337,431,1.35,1670,1.18,0.54,0.83,-0.15,1,24,Denmark
USC-SIkJalpha,inc case,2,DK,1527,209,932,386,1.71,2005,1.4,0.32,0.44,-0.14,1,25,Denmark
epiforecasts-EpiNow2,inc case,2,DK,2065,917,342,806,2.35,2953,2.08,0.48,0.84,0.03,1,25,Denmark
EuroCOVIDhub-baseline,inc case,3,DK,1212,478,381,353,1,1918,1,0.42,1,-0.08,1,24,Denmark
EuroCOVIDhub-ensemble,inc case,3,DK,1657,643,415,598,1.46,2366,1.3,0.5,0.83,0.08,1,24,Denmark
IEM_Health-CovidProject,inc case,3,DK,1756,509,531,716,1.51,2332,1.27,0.42,0.71,0.17,1,24,Denmark
ILM-EKF,inc case,3,DK,2456,777,601,1078,2.29,3528,2.06,0.46,0.75,0.19,1,24,Denmark
LANL-GrowthRate,inc case,3,DK,1502,562,508,431,1.4,2137,1.25,0.52,0.83,-0.12,1,23,Denmark
USC-SIkJalpha,inc case,3,DK,2128,246,1337,545,1.95,2823,1.62,0.12,0.21,-0.25,1,24,Denmark
epiforecasts-EpiNow2,inc case,3,DK,3713,1816,622,1275,3.68,5157,3.13,0.5,0.83,0.1,1,24,Denmark
EuroCOVIDhub-baseline,inc case,4,DK,1437,589,461,387,1,2281,1,0.52,1,-0.12,1,23,Denmark
EuroCOVIDhub-ensemble,inc case,4,DK,2139,878,552,709,1.58,3124,1.47,0.52,0.83,0.04,1,23,Denmark
IEM_Health-CovidProject,inc case,4,DK,2115,695,682,738,1.51,2803,1.3,0.48,0.7,0.07,1,23,Denmark
ILM-EKF,inc case,4,DK,3602,1180,793,1629,2.97,5247,2.72,0.35,0.74,0.13,1,23,Denmark
LANL-GrowthRate,inc case,4,DK,1597,624,677,297,1.23,2330,1.14,0.36,0.86,-0.18,1,22,Denmark
USC-SIkJalpha,inc case,4,DK,2658,327,1631,700,2.08,3468,1.73,0.13,0.22,-0.25,1,23,Denmark
epiforecasts-EpiNow2,inc case,4,DK,5558,2660,874,2024,4.83,8236,4.45,0.35,0.83,0.05,1,23,Denmark
LANL-GrowthRate,inc case,5,DK,1660,640,745,275,NA,2513,NA,0.43,0.86,-0.17,1,21,Denmark
USC-SIkJalpha,inc case,5,DK,3046,430,1751,865,NA,3832,NA,0.27,0.32,-0.25,1,22,Denmark
LANL-GrowthRate,inc case,6,DK,1720,693,730,297,NA,2750,NA,0.45,0.9,-0.22,1,20,Denmark
MUNI-ARIMA,inc case,1,DK,581,213,262,107,0.74,877,0.74,0.5,0.89,-0.05,1,18,Denmark
MUNI-ARIMA,inc case,2,DK,996,440,349,207,0.83,1458,0.76,0.65,0.88,-0.05,1,17,Denmark
RobertWalraven-ESG,inc case,1,DK,884,121,485,278,1.16,1167,1.02,0.38,0.62,-0.07,1,26,Denmark
MUNI-ARIMA,inc case,3,DK,1477,611,502,364,0.94,2256,0.9,0.53,0.93,-0.07,1,15,Denmark
RobertWalraven-ESG,inc case,2,DK,1538,149,910,479,1.26,1791,1.13,0.2,0.6,-0.26,1,25,Denmark
MUNI-ARIMA,inc case,4,DK,1824,761,570,493,1.01,2961,1.02,0.43,1,-0.08,1,14,Denmark
RobertWalraven-ESG,inc case,3,DK,2278,171,1375,732,1.42,2305,1.22,0.17,0.5,-0.42,1,24,Denmark
RobertWalraven-ESG,inc case,4,DK,2988,189,1858,941,1.61,3069,1.39,0.09,0.26,-0.46,1,23,Denmark
Karlen-pypm,inc case,1,DK,1044,473,152,419,1.31,1688,1.32,0.75,0.88,0.06,1,8,Denmark
Karlen-pypm,inc case,2,DK,2216,694,308,1213,2.26,3471,2.12,0.14,0.71,0.12,1,7,Denmark
Karlen-pypm,inc case,3,DK,4219,1020,578,2621,3.25,6481,3.01,0.17,0.67,0.05,1,6,Denmark
Karlen-pypm,inc case,4,DK,6441,1382,713,4347,4.45,9717,4.07,0,0.6,-0.12,1,5,Denmark
EuroCOVIDhub-baseline,inc death,1,DK,3,1,1,1,1,4,1,0.73,1,0.03,1,26,Denmark
EuroCOVIDhub-ensemble,inc death,1,DK,2,1,1,1,0.88,4,0.92,0.54,0.96,0.1,1,26,Denmark
IEM_Health-CovidProject,inc death,1,DK,3,1,1,1,0.99,4,1.02,0.35,0.69,-0,1,26,Denmark
ILM-EKF,inc death,1,DK,4,4,0,0,1.65,4,0.86,0.81,1,0.15,1,26,Denmark
LANL-GrowthRate,inc death,1,DK,2,1,1,0,0.69,3,0.69,0.56,1,-0.02,1,25,Denmark
RobertWalraven-ESG,inc death,1,DK,3,1,1,1,0.88,4,0.91,0.42,1,-0.03,1,26,Denmark
USC-SIkJalpha,inc death,1,DK,3,1,1,1,1.21,4,0.93,0.31,0.38,0.08,1,26,Denmark
epiforecasts-EpiNow2,inc death,1,DK,3,1,0,1,1.07,5,1.07,0.38,0.85,0.19,1,26,Denmark
EuroCOVIDhub-baseline,inc death,2,DK,4,3,0,0,1,4,1,0.84,1,-0.02,1,25,Denmark
EuroCOVIDhub-ensemble,inc death,2,DK,3,1,0,1,0.78,4,0.88,0.6,0.96,0.14,1,25,Denmark
IEM_Health-CovidProject,inc death,2,DK,3,1,1,1,0.73,4,0.92,0.48,0.88,-0.04,1,25,Denmark
ILM-EKF,inc death,2,DK,5,4,0,1,1.49,4,0.96,0.8,1,0.16,1,25,Denmark
LANL-GrowthRate,inc death,2,DK,3,1,1,1,0.76,4,0.95,0.54,0.88,0.04,1,24,Denmark
RobertWalraven-ESG,inc death,2,DK,3,1,1,1,0.86,5,1.12,0.52,0.92,-0.11,1,25,Denmark
USC-SIkJalpha,inc death,2,DK,3,1,1,2,0.93,4,0.9,0.4,0.52,0.12,1,25,Denmark
epiforecasts-EpiNow2,inc death,2,DK,4,1,0,2,1.11,6,1.27,0.48,0.84,0.25,1,25,Denmark
EuroCOVIDhub-baseline,inc death,3,DK,4,4,0,0,1,4,1,0.96,1,0.01,1,24,Denmark
EuroCOVIDhub-ensemble,inc death,3,DK,3,2,0,1,0.75,4,0.98,0.58,0.92,0.16,1,24,Denmark
IEM_Health-CovidProject,inc death,3,DK,4,1,1,1,0.87,6,1.3,0.33,0.92,-0.01,1,24,Denmark
ILM-EKF,inc death,3,DK,6,5,0,1,1.56,5,1.16,0.83,1,0.19,1,24,Denmark
LANL-GrowthRate,inc death,3,DK,3,1,1,1,0.77,5,1.1,0.35,0.74,0.04,1,23,Denmark
RobertWalraven-ESG,inc death,3,DK,3,1,1,1,0.77,5,1.11,0.62,0.92,-0.13,1,24,Denmark
USC-SIkJalpha,inc death,3,DK,4,1,1,2,0.89,5,0.99,0.29,0.46,0.04,1,24,Denmark
epiforecasts-EpiNow2,inc death,3,DK,5,2,0,3,1.28,8,1.75,0.38,0.83,0.31,1,24,Denmark
EuroCOVIDhub-baseline,inc death,4,DK,5,4,0,0,1,5,1,1,1,0.01,1,23,Denmark
EuroCOVIDhub-ensemble,inc death,4,DK,4,2,1,1,0.8,5,1.14,0.61,0.87,0.2,1,23,Denmark
IEM_Health-CovidProject,inc death,4,DK,5,1,2,1,0.89,8,1.5,0.26,0.87,-0.09,1,23,Denmark
ILM-EKF,inc death,4,DK,8,6,0,1,1.73,6,1.17,0.74,1,0.23,1,23,Denmark
LANL-GrowthRate,inc death,4,DK,3,1,1,1,0.73,5,1.13,0.32,0.82,0.05,1,22,Denmark
RobertWalraven-ESG,inc death,4,DK,3,2,1,1,0.7,6,1.19,0.7,0.96,-0.14,1,23,Denmark
UMass-MechBayes,inc death,1,DK,2,1,0,1,0.88,4,0.93,0.43,0.87,0.2,1,23,Denmark
USC-SIkJalpha,inc death,4,DK,4,1,1,2,0.89,6,1.15,0.3,0.52,0.1,1,23,Denmark
epiforecasts-EpiNow2,inc death,4,DK,7,3,1,4,1.62,10,2.19,0.35,0.87,0.38,1,23,Denmark
LANL-GrowthRate,inc death,5,DK,4,1,1,2,NA,6,NA,0.24,0.76,0.17,1,21,Denmark
UMass-MechBayes,inc death,2,DK,3,1,0,1,0.86,4,1.05,0.45,0.86,0.26,1,22,Denmark
USC-SIkJalpha,inc death,5,DK,5,1,1,3,NA,7,NA,0.36,0.45,0.16,1,22,Denmark
LANL-GrowthRate,inc death,6,DK,4,1,1,2,NA,6,NA,0.35,0.75,0.21,1,20,Denmark
UMass-MechBayes,inc death,3,DK,3,1,0,2,0.78,5,1.12,0.38,0.95,0.24,1,21,Denmark
UMass-MechBayes,inc death,4,DK,4,2,1,2,0.91,7,1.49,0.35,0.9,0.27,1,20,Denmark
MUNI-ARIMA,inc death,1,DK,3,1,1,1,1.06,5,1.19,0.39,1,0.07,1,18,Denmark
MUNI-ARIMA,inc death,2,DK,3,2,0,1,0.88,4,1.19,0.65,1,0.05,1,17,Denmark
MUNI-ARIMA,inc death,3,DK,3,2,1,1,0.93,5,1.38,0.67,1,0.01,1,15,Denmark
MUNI-ARIMA,inc death,4,DK,3,3,0,1,0.85,4,1.21,0.71,1,0.03,1,14,Denmark
Karlen-pypm,inc death,1,DK,3,1,2,0,1.09,3,0.98,0.38,0.88,-0.36,1,8,Denmark
Karlen-pypm,inc death,2,DK,2,1,1,0,0.86,3,0.99,0.43,1,-0.29,1,7,Denmark
Karlen-pypm,inc death,3,DK,3,1,2,1,0.84,5,1.22,0.33,0.83,-0.36,1,6,Denmark
Karlen-pypm,inc death,4,DK,5,1,3,1,1.01,7,2.05,0,0.8,-0.23,1,5,Denmark
