model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
EuroCOVIDhub-ensemble,inc death,2,ES,187,68,52,68,0.8,0.97,0.53,0.89,0.31,1,19,Spain
IEM_Health-CovidProject,inc death,2,ES,186,65,52,68,0.8,1.01,0.63,0.89,0.23,1,19,Spain
ILM-EKF,inc death,2,ES,403,88,69,246,0.74,0.94,0.33,0.89,0.42,1,18,Spain
Imperial-DeCa,inc death,1,ES,335,2,333,0,0.94,0.89,0,0,-1,1,16,Spain
Imperial-RtI0,inc death,1,ES,386,2,384,0,1.09,1.03,0,0,-1,1,16,Spain
Imperial-sbkp,inc death,1,ES,383,2,380,0,1.08,1.02,0,0,-1,1,16,Spain
LANL-GrowthRate,inc death,2,ES,154,35,86,33,0.74,0.94,0.56,0.89,0.11,1,18,Spain
RobertWalraven-ESG,inc death,2,ES,143,51,73,19,0.61,0.83,0.53,0.95,-0.06,1,19,Spain
USC-SIkJalpha,inc death,2,ES,183,32,50,100,0.78,0.95,0.16,0.37,0.42,1,19,Spain
epiforecasts-EpiNow2,inc death,2,ES,167,91,47,29,0.74,0.94,0.71,1,0.12,1,17,Spain
EuroCOVIDhub-baseline,inc death,3,ES,227,174,1,52,1,1,0.94,1,0.18,1,18,Spain
EuroCOVIDhub-ensemble,inc death,3,ES,162,79,39,43,0.71,1.05,0.67,1,0.21,1,18,Spain
IEM_Health-CovidProject,inc death,3,ES,157,79,18,60,0.69,1.05,0.67,0.94,0.23,1,18,Spain
ILM-EKF,inc death,3,ES,404,85,85,235,0.76,1.14,0.35,0.76,0.44,1,17,Spain
LANL-GrowthRate,inc death,3,ES,169,36,104,29,0.76,1.14,0.47,0.94,-0.08,1,17,Spain
RobertWalraven-ESG,inc death,3,ES,147,58,79,10,0.65,1.1,0.61,0.94,-0.13,1,18,Spain
USC-SIkJalpha,inc death,3,ES,238,34,116,88,1.05,1.39,0.39,0.44,-0.03,1,18,Spain
epiforecasts-EpiNow2,inc death,3,ES,199,124,45,30,0.76,1.14,0.75,1,0.14,1,16,Spain
EuroCOVIDhub-baseline,inc death,4,ES,294,213,0,81,1,1,0.88,1,0.25,1,17,Spain
EuroCOVIDhub-ensemble,inc death,4,ES,187,103,6,78,0.64,0.77,0.76,0.94,0.32,1,17,Spain
IEM_Health-CovidProject,inc death,4,ES,210,95,16,99,0.71,0.95,0.47,0.88,0.35,1,17,Spain
ILM-EKF,inc death,4,ES,649,130,15,504,0.56,0.73,0.44,0.62,0.39,1,16,Spain
LANL-GrowthRate,inc death,4,ES,109,39,35,36,0.56,0.73,0.38,1,-0.06,1,16,Spain
RobertWalraven-ESG,inc death,4,ES,110,64,38,8,0.37,0.57,0.65,1,-0.12,1,17,Spain
UNED-PreCoV2,inc death,1,ES,133,117,0,16,1.15,0.72,0.94,1,0.21,1,20,Spain
USC-SIkJalpha,inc death,4,ES,164,41,27,96,0.56,0.7,0.41,0.65,-0.01,1,17,Spain
epiforecasts-EpiNow2,inc death,4,ES,194,161,9,24,0.56,0.73,0.93,1,0.08,1,15,Spain
UMass-MechBayes,inc death,1,ES,159,65,0,94,0.83,0.82,0.19,0.94,0.66,1,16,Spain
UNED-PreCoV2,inc death,2,ES,150,130,1,19,0.74,0.94,0.94,1,0.2,1,17,Spain
USC-SIkJalpha,inc death,5,ES,208,51,28,129,NA,NA,0.38,0.5,0.26,1,16,Spain
UMass-MechBayes,inc death,2,ES,187,77,0,110,0.74,0.94,0.4,0.93,0.57,1,15,Spain
UNED-PreCoV2,inc death,3,ES,172,145,1,26,0.76,0.94,0.93,1,0.22,1,15,Spain
UMass-MechBayes,inc death,3,ES,195,89,6,101,0.88,1.64,0.36,1,0.51,1,14,Spain
UMass-SemiMech,inc death,3,ES,147,86,21,40,0.66,0.79,0.86,0.93,0.12,1,14,Spain
UB-BSLCoV,inc death,1,ES,67,56,5,7,0.83,0.82,0.92,1,-0.05,1,13,Spain
UMass-MechBayes,inc death,4,ES,257,118,16,122,0.66,1.02,0.15,1,0.46,1,13,Spain
UMass-SemiMech,inc death,4,ES,184,108,28,48,0.47,0.53,0.85,0.92,0.09,1,13,Spain
MUNI-ARIMA,inc death,1,ES,56,26,3,27,0.83,0.82,0.67,1,0.25,1,12,Spain
UB-BSLCoV,inc death,2,ES,100,84,6,10,0.74,0.94,1,1,-0.03,1,12,Spain
MUNI-ARIMA,inc death,2,ES,82,37,3,41,0.74,0.94,0.55,1,0.34,1,11,Spain
UB-BSLCoV,inc death,3,ES,143,128,5,10,0.76,1.14,1,1,0.02,1,11,Spain
UB-BSLCoV,inc death,4,ES,211,199,3,9,0.56,0.73,1,1,0.05,1,10,Spain
MUNI-ARIMA,inc death,3,ES,93,52,0,41,0.76,1.14,0.56,1,0.38,1,9,Spain
MUNI-ARIMA,inc death,4,ES,109,64,1,45,0.56,0.73,0.75,1,0.35,1,8,Spain
EuroCOVIDhub-baseline,inc case,1,FI,282,42,86,155,1,1,0.2,0.8,0.09,1,20,Finland
EuroCOVIDhub-ensemble,inc case,1,FI,229,104,51,74,0.81,0.83,0.6,0.9,0.04,1,20,Finland
IEM_Health-CovidProject,inc case,1,FI,229,97,43,89,0.8,0.86,0.6,0.85,0.09,1,20,Finland
ILM-EKF,inc case,1,FI,324,122,97,106,1.15,1.27,0.4,0.95,-0.02,1,20,Finland
LANL-GrowthRate,inc case,1,FI,217,99,67,51,1.01,1,0.68,0.95,-0.05,1,19,Finland
USC-SIkJalpha,inc case,1,FI,310,142,68,100,1.11,0.91,0.6,0.6,0.12,1,20,Finland
epiforecasts-EpiNow2,inc case,1,FI,278,97,68,114,1.01,1.05,0.55,0.75,0.14,1,20,Finland
EuroCOVIDhub-baseline,inc case,2,FI,474,79,117,278,1,1,0.26,0.79,0.19,1,19,Finland
EuroCOVIDhub-ensemble,inc case,2,FI,412,148,96,169,0.87,0.89,0.53,0.79,0.07,1,19,Finland
IEM_Health-CovidProject,inc case,2,FI,432,136,90,205,0.9,0.97,0.37,0.89,0.14,1,19,Finland
ILM-EKF,inc case,2,FI,556,175,168,213,1.16,1.25,0.32,0.84,-0.03,1,19,Finland
LANL-GrowthRate,inc case,2,FI,388,129,129,130,1.1,1.07,0.44,0.89,0.04,1,18,Finland
USC-SIkJalpha,inc case,2,FI,508,158,151,199,1.1,0.88,0.53,0.53,-0.05,1,19,Finland
epiforecasts-EpiNow2,inc case,2,FI,576,172,130,275,1.26,1.28,0.32,0.74,0.09,1,19,Finland
EuroCOVIDhub-baseline,inc case,3,FI,664,106,134,423,1,1,0.22,0.72,0.32,1,18,Finland
EuroCOVIDhub-ensemble,inc case,3,FI,690,199,167,325,1.04,1.08,0.39,0.72,0.09,1,18,Finland
IEM_Health-CovidProject,inc case,3,FI,745,185,173,387,1.12,1.22,0.22,0.72,0.19,1,18,Finland
ILM-EKF,inc case,3,FI,837,240,245,351,1.25,1.35,0.33,0.78,-0.03,1,18,Finland
LANL-GrowthRate,inc case,3,FI,637,155,205,277,1.27,1.23,0.35,0.65,0.12,1,17,Finland
USC-SIkJalpha,inc case,3,FI,789,176,260,353,1.24,1.02,0.39,0.44,-0.11,1,18,Finland
epiforecasts-EpiNow2,inc case,3,FI,1017,278,233,506,1.6,1.54,0.11,0.61,-0,1,18,Finland
EuroCOVIDhub-baseline,inc case,4,FI,873,126,163,584,1,1,0.06,0.65,0.41,1,17,Finland
EuroCOVIDhub-ensemble,inc case,4,FI,968,235,261,471,1.13,1.15,0.29,0.65,0.11,1,17,Finland
IEM_Health-CovidProject,inc case,4,FI,1104,250,248,606,1.28,1.32,0.18,0.53,0.25,1,17,Finland
ILM-EKF,inc case,4,FI,1110,327,298,485,1.26,1.36,0.35,0.82,-0.03,1,17,Finland
LANL-GrowthRate,inc case,4,FI,852,175,276,400,1.29,1.23,0.19,0.62,0.23,1,16,Finland
USC-SIkJalpha,inc case,4,FI,1116,203,412,501,1.36,1.11,0.24,0.29,0.11,1,17,Finland
epiforecasts-EpiNow2,inc case,4,FI,1197,198,371,628,1.38,1.38,0.18,0.53,-0.09,1,17,Finland
USC-SIkJalpha,inc case,5,FI,1318,253,429,636,NA,NA,0.25,0.25,0.11,1,16,Finland
UMass-SemiMech,inc case,3,FI,484,161,165,158,1.27,1.23,0.33,0.93,0.04,1,15,Finland
UMass-SemiMech,inc case,4,FI,592,179,245,169,1.29,1.23,0.21,1,0.06,1,14,Finland
MUNI-ARIMA,inc case,1,FI,144,50,65,29,1.01,1,0.42,1,-0.26,1,12,Finland
MUNI-ARIMA,inc case,2,FI,265,83,129,53,1.1,1.07,0.18,0.91,-0.18,1,11,Finland
RobertWalraven-ESG,inc case,1,FI,300,53,229,18,1.27,1.18,0.2,0.5,-0.36,1,20,Finland
MUNI-ARIMA,inc case,3,FI,440,113,236,91,1.27,1.23,0.11,0.78,-0.11,1,9,Finland
RobertWalraven-ESG,inc case,2,FI,531,63,465,3,1.37,1.19,0.21,0.47,-0.4,1,19,Finland
MUNI-ARIMA,inc case,4,FI,591,138,356,97,1.29,1.23,0.25,0.75,-0.16,1,8,Finland
RobertWalraven-ESG,inc case,3,FI,774,75,691,8,1.44,1.21,0.11,0.39,-0.42,1,18,Finland
RobertWalraven-ESG,inc case,4,FI,918,82,832,5,1.33,1.12,0.18,0.41,-0.43,1,17,Finland
EuroCOVIDhub-baseline,inc death,1,FI,3,1,1,1,1,1,0.4,1,0.3,1,20,Finland
EuroCOVIDhub-ensemble,inc death,1,FI,2,1,1,1,0.76,0.64,0.75,0.95,0.12,1,20,Finland
IEM_Health-CovidProject,inc death,1,FI,3,1,1,0,0.87,0.83,0.7,0.9,-0.1,1,20,Finland
ILM-EKF,inc death,1,FI,4,3,0,1,1.23,0.86,0.8,1,0.14,1,20,Finland
LANL-GrowthRate,inc death,1,FI,3,1,0,1,0.9,0.79,0.42,0.95,0.3,1,19,Finland
RobertWalraven-ESG,inc death,1,FI,3,1,1,0,0.83,0.69,0.7,0.9,-0.1,1,20,Finland
USC-SIkJalpha,inc death,1,FI,3,1,1,1,0.93,0.9,0.3,0.5,0.08,1,20,Finland
epiforecasts-EpiNow2,inc death,1,FI,3,1,1,1,0.88,0.85,0.65,1,0.16,1,20,Finland
EuroCOVIDhub-baseline,inc death,2,FI,4,2,1,1,1,1,0.32,1,0.2,1,19,Finland
EuroCOVIDhub-ensemble,inc death,2,FI,3,2,0,1,0.7,0.6,0.63,0.95,0.14,1,19,Finland
IEM_Health-CovidProject,inc death,2,FI,3,2,1,1,0.87,0.8,0.53,0.89,-0.09,1,19,Finland
ILM-EKF,inc death,2,FI,4,3,0,1,1.04,0.6,0.68,1,0.15,1,19,Finland
LANL-GrowthRate,inc death,2,FI,4,1,0,2,0.84,0.69,0.44,0.94,0.29,1,18,Finland
RobertWalraven-ESG,inc death,2,FI,3,1,2,0,0.89,0.81,0.53,0.89,-0.1,1,19,Finland
USC-SIkJalpha,inc death,2,FI,3,1,1,1,0.79,0.66,0.32,0.47,0,1,19,Finland
epiforecasts-EpiNow2,inc death,2,FI,3,2,0,1,0.83,0.71,0.58,0.95,0.18,1,19,Finland
EuroCOVIDhub-baseline,inc death,3,FI,4,2,1,2,1,1,0.5,1,0.17,1,18,Finland
EuroCOVIDhub-ensemble,inc death,3,FI,3,2,0,1,0.67,0.56,0.67,0.94,0.18,1,18,Finland
IEM_Health-CovidProject,inc death,3,FI,4,2,1,1,0.88,0.81,0.5,0.94,-0.08,1,18,Finland
ILM-EKF,inc death,3,FI,4,3,0,1,0.94,0.56,0.72,1,0.15,1,18,Finland
LANL-GrowthRate,inc death,3,FI,4,2,0,2,0.81,0.68,0.59,0.94,0.37,1,17,Finland
RobertWalraven-ESG,inc death,3,FI,4,1,2,0,0.8,0.81,0.56,0.94,-0.12,1,18,Finland
USC-SIkJalpha,inc death,3,FI,4,1,1,2,0.8,0.71,0.33,0.5,0.11,1,18,Finland
epiforecasts-EpiNow2,inc death,3,FI,3,2,0,1,0.79,0.69,0.67,0.94,0.14,1,18,Finland
EuroCOVIDhub-baseline,inc death,4,FI,4,3,0,2,1,1,0.71,1,0.18,1,17,Finland
EuroCOVIDhub-ensemble,inc death,4,FI,3,2,0,1,0.64,0.51,0.82,0.94,0.16,1,17,Finland
IEM_Health-CovidProject,inc death,4,FI,5,3,1,1,1.14,1.09,0.47,0.94,-0.02,1,17,Finland
ILM-EKF,inc death,4,FI,5,3,0,1,1.03,0.83,0.76,1,0.13,1,17,Finland
LANL-GrowthRate,inc death,4,FI,4,2,0,2,0.81,0.77,0.5,0.94,0.52,1,16,Finland
RobertWalraven-ESG,inc death,4,FI,4,2,2,0,0.79,0.98,0.71,1,-0.15,1,17,Finland
UMass-MechBayes,inc death,1,FI,2,1,1,0,0.9,0.52,0.76,0.94,-0.03,1,17,Finland
USC-SIkJalpha,inc death,4,FI,3,1,1,1,0.66,0.6,0.41,0.65,-0.01,1,17,Finland
epiforecasts-EpiNow2,inc death,4,FI,3,2,0,1,0.73,0.76,0.59,1,0.12,1,17,Finland
UMass-MechBayes,inc death,2,FI,2,1,1,1,0.84,0.46,0.69,1,-0,1,16,Finland
USC-SIkJalpha,inc death,5,FI,3,1,1,1,NA,NA,0.44,0.56,0.09,1,16,Finland
UMass-MechBayes,inc death,3,FI,2,1,1,1,0.78,0.5,0.67,0.93,-0.08,1,15,Finland
UMass-SemiMech,inc death,3,FI,2,1,0,1,0.84,0.55,0.67,1,0.18,1,15,Finland
UMass-MechBayes,inc death,4,FI,2,1,1,0,0.72,0.52,0.64,0.93,-0.08,1,14,Finland
UMass-SemiMech,inc death,4,FI,3,1,0,1,0.92,0.76,0.43,0.93,0.24,1,14,Finland
MUNI-ARIMA,inc death,1,FI,3,1,1,1,0.9,0.79,0.67,0.83,0.25,1,12,Finland
MUNI-ARIMA,inc death,2,FI,3,1,1,1,0.84,0.69,0.45,1,0.23,1,11,Finland
MUNI-ARIMA,inc death,3,FI,2,1,0,1,0.81,0.68,0.78,1,0.18,1,9,Finland
MUNI-ARIMA,inc death,4,FI,3,1,0,1,0.81,0.77,0.75,1,0.34,1,8,Finland
EuroCOVIDhub-baseline,inc case,1,FR,27031,3166,12702,11163,1,1,0.11,0.89,0.08,1,18,France
EuroCOVIDhub-ensemble,inc case,1,FR,18493,7890,6521,4082,0.66,0.74,0.44,0.94,-0.07,1,18,France
IEM_Health-CovidProject,inc case,1,FR,25318,12450,7407,5461,0.91,1.02,0.44,0.83,-0.01,1,18,France
ILM-EKF,inc case,1,FR,24083,4367,13242,6474,0.76,0.83,0.33,0.61,-0.18,1,18,France
LANL-GrowthRate,inc case,1,FR,27094,14624,10238,2231,0.9,1.46,0.59,1,-0.4,1,17,France
USC-SIkJalpha,inc case,1,FR,24200,6312,10767,7121,0.92,0.93,0.33,0.44,0.15,1,18,France
epiforecasts-EpiNow2,inc case,1,FR,24156,12110,5751,6295,0.84,1.08,0.44,0.94,0.01,1,18,France
EuroCOVIDhub-baseline,inc case,2,FR,35907,6357,13619,15931,1,1,0.24,0.94,0.02,1,17,France
EuroCOVIDhub-ensemble,inc case,2,FR,25789,10953,8065,6772,0.69,0.71,0.41,1,-0.01,1,17,France
IEM_Health-CovidProject,inc case,2,FR,36329,17030,10598,8701,1.03,0.91,0.41,0.82,0.04,1,17,France
ILM-EKF,inc case,2,FR,35009,9629,14238,11142,0.9,0.95,0.24,0.76,-0.23,1,17,France
LANL-GrowthRate,inc case,2,FR,35100,18658,13961,2480,0.95,1.08,0.56,0.88,-0.38,1,16,France
USC-SIkJalpha,inc case,2,FR,37009,6797,20540,9672,1.09,0.86,0.18,0.24,-0.04,1,17,France
epiforecasts-EpiNow2,inc case,2,FR,33393,14179,9121,10093,0.87,0.94,0.41,0.88,-0.1,1,17,France
EuroCOVIDhub-baseline,inc case,3,FR,39751,9182,12261,18308,1,1,0.38,0.94,0.12,1,16,France
EuroCOVIDhub-ensemble,inc case,3,FR,34655,14392,10486,9777,0.85,0.82,0.38,0.88,0.1,1,16,France
IEM_Health-CovidProject,inc case,3,FR,47699,22889,11826,12984,1.19,1.07,0.25,0.88,0.13,1,16,France
ILM-EKF,inc case,3,FR,44826,16561,16151,12113,1.09,0.99,0.38,0.81,-0.13,1,16,France
LANL-GrowthRate,inc case,3,FR,38183,20336,14854,2993,1.05,0.95,0.67,0.87,-0.28,1,15,France
USC-SIkJalpha,inc case,3,FR,41266,6941,23040,11285,1.06,0.84,0.31,0.31,-0.01,1,16,France
epiforecasts-EpiNow2,inc case,3,FR,40243,15646,14489,10108,1,0.9,0.62,0.81,-0.13,1,16,France
EuroCOVIDhub-baseline,inc case,4,FR,47226,11669,11462,24095,1,1,0.2,0.93,0.2,1,15,France
EuroCOVIDhub-ensemble,inc case,4,FR,50440,18295,14240,17905,1.05,0.96,0.2,0.93,0.21,1,15,France
IEM_Health-CovidProject,inc case,4,FR,68348,29920,14036,24392,1.38,1.27,0.33,0.73,0.23,1,15,France
ILM-EKF,inc case,4,FR,66263,24783,22277,19203,1.3,1.16,0.47,0.8,-0.08,1,15,France
LANL-GrowthRate,inc case,4,FR,44819,22145,14741,7933,1.25,1.04,0.64,0.93,-0.12,1,14,France
UNIPV-BayesINGARCHX,inc case,4,FR,83324,1711,11884,69728,1.58,1.11,0.07,0.27,0.06,1,15,France
USC-SIkJalpha,inc case,4,FR,48035,8528,26863,12643,1.02,0.72,0.13,0.27,0.03,1,15,France
epiforecasts-EpiNow2,inc case,4,FR,51088,16939,18756,15393,1.06,0.99,0.4,0.87,-0.07,1,15,France
USC-SIkJalpha,inc case,5,FR,45152,10259,26092,8800,NA,NA,0.29,0.36,-0.01,1,14,France
UMass-SemiMech,inc case,3,FR,39375,24765,6396,8215,0.98,0.81,0.69,0.92,0.03,1,13,France
UMass-SemiMech,inc case,4,FR,65595,33875,14582,17138,1.39,1.1,0.33,0.83,0.05,1,12,France
MUNI-ARIMA,inc case,1,FR,10119,3638,4288,2193,0.75,0.8,0.5,0.9,0.18,1,10,France
MUNI-ARIMA,inc case,2,FR,17152,7301,3297,6553,0.81,0.89,0.44,1,0.26,1,9,France
MUNI-ARIMA,inc case,3,FR,22729,9197,4522,9010,0.92,1.09,0.5,1,0.19,1,8,France
RobertWalraven-ESG,inc case,2,FR,28814,2491,18407,7917,1.44,0.9,0.18,0.35,-0.2,1,17,France
MUNI-ARIMA,inc case,4,FR,32723,8832,11701,12189,1.26,1.3,0.29,0.86,0.18,1,7,France
RobertWalraven-ESG,inc case,3,FR,34343,2988,23153,8202,1.37,0.96,0.19,0.19,-0.17,1,16,France
RobertWalraven-ESG,inc case,1,FR,23455,1899,14613,6942,1.91,1.01,0.17,0.5,-0.22,1,18,France
RobertWalraven-ESG,inc case,4,FR,34431,3720,24090,6620,1.29,0.81,0.27,0.47,-0.02,1,15,France
EuroCOVIDhub-baseline,inc death,1,FR,159,55,36,69,1,1,0.45,1,0.32,1,20,France
EuroCOVIDhub-ensemble,inc death,1,FR,115,66,22,27,0.72,0.71,0.7,1,0.09,1,20,France
IEM_Health-CovidProject,inc death,1,FR,148,95,36,17,0.93,0.91,0.8,1,0.08,1,20,France
ILM-EKF,inc death,1,FR,148,78,32,38,0.93,0.91,0.7,1,0.09,1,20,France
LANL-GrowthRate,inc death,1,FR,178,34,60,84,1.29,1.33,0.16,0.89,0.07,1,19,France
RobertWalraven-ESG,inc death,1,FR,126,49,51,26,0.79,0.79,0.6,0.95,-0.08,1,20,France
USC-SIkJalpha,inc death,1,FR,156,51,37,68,0.98,0.84,0.4,0.45,0.4,1,20,France
epiforecasts-EpiNow2,inc death,1,FR,248,126,6,115,0.86,0.83,0.53,0.88,0.27,1,17,France
EuroCOVIDhub-baseline,inc death,2,FR,232,107,34,91,1,1,0.53,1,0.29,1,19,France
EuroCOVIDhub-ensemble,inc death,2,FR,128,85,14,28,0.55,0.42,0.84,1,0.13,1,19,France
IEM_Health-CovidProject,inc death,2,FR,194,126,33,35,0.83,0.73,0.74,1,0.13,1,19,France
ILM-EKF,inc death,2,FR,170,95,15,60,0.73,0.66,0.84,0.95,0.04,1,19,France
Imperial-DeCa,inc death,1,FR,133,6,87,40,0.99,0.79,0.06,0.25,-0.28,1,16,France
Imperial-RtI0,inc death,1,FR,83,16,49,18,0.62,0.64,0.25,0.69,0.09,1,16,France
Imperial-sbkp,inc death,1,FR,93,10,69,14,0.69,0.62,0.25,0.44,-0.29,1,16,France
LANL-GrowthRate,inc death,2,FR,197,48,66,83,0.7,0.54,0.28,0.89,-0.23,1,18,France
RobertWalraven-ESG,inc death,2,FR,154,61,72,21,0.66,0.62,0.58,0.95,-0.12,1,19,France
USC-SIkJalpha,inc death,2,FR,170,57,22,91,0.73,0.6,0.37,0.47,0.43,1,19,France
epiforecasts-EpiNow2,inc death,2,FR,317,160,6,150,0.7,0.6,0.5,0.88,0.28,1,16,France
EuroCOVIDhub-baseline,inc death,3,FR,275,148,10,117,1,1,0.67,1,0.28,1,18,France
EuroCOVIDhub-ensemble,inc death,3,FR,151,109,7,35,0.55,0.46,0.89,1,0.13,1,18,France
IEM_Health-CovidProject,inc death,3,FR,267,160,35,72,0.97,0.95,0.72,1,0.2,1,18,France
ILM-EKF,inc death,3,FR,207,117,14,76,0.76,0.76,0.78,1,0.05,1,18,France
LANL-GrowthRate,inc death,3,FR,254,63,84,107,0.72,0.67,0.35,0.76,-0.29,1,17,France
RobertWalraven-ESG,inc death,3,FR,191,72,98,20,0.7,0.68,0.61,0.89,-0.15,1,18,France
USC-SIkJalpha,inc death,3,FR,188,63,32,93,0.68,0.6,0.44,0.56,0.02,1,18,France
EuroCOVIDhub-baseline,inc death,4,FR,353,183,12,159,1,1,0.59,1,0.36,1,17,France
EuroCOVIDhub-ensemble,inc death,4,FR,235,143,17,75,0.67,0.65,0.71,1,0.24,1,17,France
IEM_Health-CovidProject,inc death,4,FR,371,201,47,123,1.05,0.93,0.59,0.94,0.27,1,17,France
ILM-EKF,inc death,4,FR,346,157,43,146,0.98,0.96,0.53,1,0.09,1,17,France
LANL-GrowthRate,inc death,4,FR,250,83,44,122,0.79,0.73,0.44,0.81,-0.2,1,16,France
RobertWalraven-ESG,inc death,4,FR,246,83,133,29,0.7,0.66,0.59,0.94,-0.1,1,17,France
UMass-MechBayes,inc death,1,FR,106,68,19,19,0.86,0.56,0.65,0.94,0.12,1,17,France
USC-SIkJalpha,inc death,4,FR,233,77,26,130,0.66,0.54,0.29,0.35,0.22,1,17,France
UMass-MechBayes,inc death,2,FR,131,88,14,29,0.7,0.4,0.62,1,0.14,1,16,France
USC-SIkJalpha,inc death,5,FR,288,95,38,156,NA,NA,0.25,0.44,0.33,1,16,France
UMass-MechBayes,inc death,3,FR,173,116,14,43,0.56,0.46,0.67,0.93,0.18,1,15,France
UMass-SemiMech,inc death,3,FR,288,125,89,74,0.93,0.82,0.53,0.87,0.15,1,15,France
UMass-MechBayes,inc death,4,FR,286,170,14,102,0.66,0.65,0.64,0.79,0.24,1,14,France
UMass-SemiMech,inc death,4,FR,408,190,75,144,0.95,0.9,0.43,0.86,0.22,1,14,France
MUNI-ARIMA,inc death,1,FR,94,25,20,48,0.86,0.83,0.42,0.92,0.12,1,12,France
MUNI-ARIMA,inc death,2,FR,121,55,3,64,0.7,0.6,0.73,1,0.23,1,11,France
MUNI-ARIMA,inc death,3,FR,100,68,5,27,0.72,0.67,0.78,1,0.12,1,9,France
MUNI-ARIMA,inc death,4,FR,121,84,8,29,0.79,0.73,0.88,1,0.06,1,8,France
EuroCOVIDhub-baseline,inc case,1,GB,12801,2180,9485,1136,1,1,0.35,0.95,-0.16,1,20,United Kingdom
EuroCOVIDhub-ensemble,inc case,1,GB,8796,2334,2704,3757,0.69,0.75,0.4,0.9,-0.23,1,20,United Kingdom
IEM_Health-CovidProject,inc case,1,GB,7873,1490,2773,3610,0.61,0.63,0.4,0.75,-0.23,1,20,United Kingdom
ILM-EKF,inc case,1,GB,11616,2538,2235,6843,0.9,1,0.3,0.8,-0.07,1,20,United Kingdom
LANL-GrowthRate,inc case,1,GB,8817,1468,3730,3619,0.87,1,0.26,0.63,-0.29,1,19,United Kingdom
USC-SIkJalpha,inc case,1,GB,22398,3013,14803,4582,1.77,1.62,0.6,0.6,-0.2,1,20,United Kingdom
epiforecasts-EpiExpert,inc case,1,GB,9202,2570,1515,5116,0.71,0.79,0.3,0.75,0.03,1,20,United Kingdom
epiforecasts-EpiNow2,inc case,1,GB,9614,4457,1189,3968,0.75,0.81,0.5,0.9,-0.09,1,20,United Kingdom
EuroCOVIDhub-baseline,inc case,2,GB,24274,4418,18860,996,1,1,0.53,0.84,-0.25,1,19,United Kingdom
EuroCOVIDhub-ensemble,inc case,2,GB,10605,3904,5087,1615,0.43,0.48,0.47,0.84,-0.27,1,19,United Kingdom
IEM_Health-CovidProject,inc case,2,GB,12609,2006,7361,3242,0.52,0.54,0.26,0.68,-0.35,1,19,United Kingdom
ILM-EKF,inc case,2,GB,14328,5379,3534,5415,0.58,0.66,0.53,0.84,-0.07,1,19,United Kingdom
LANL-GrowthRate,inc case,2,GB,15217,2560,7714,4943,0.66,0.75,0.22,0.72,-0.31,1,18,United Kingdom
USC-SIkJalpha,inc case,2,GB,30109,3618,25146,1346,1.25,1.18,0.32,0.42,-0.29,1,19,United Kingdom
epiforecasts-EpiExpert,inc case,2,GB,12058,3346,3740,4971,0.49,0.56,0.26,0.74,0.05,1,19,United Kingdom
epiforecasts-EpiNow2,inc case,2,GB,13823,6936,2946,3941,0.56,0.6,0.37,0.74,-0.28,1,19,United Kingdom
EuroCOVIDhub-baseline,inc case,3,GB,34847,6279,27440,1129,1,1,0.56,0.78,-0.26,1,18,United Kingdom
EuroCOVIDhub-ensemble,inc case,3,GB,18946,5814,10221,2912,0.54,0.67,0.33,0.89,-0.31,1,18,United Kingdom
IEM_Health-CovidProject,inc case,3,GB,20205,2499,15128,2578,0.58,0.59,0.22,0.61,-0.38,1,18,United Kingdom
ILM-EKF,inc case,3,GB,28992,9762,5100,14130,0.83,0.89,0.44,0.83,-0.13,1,18,United Kingdom
LANL-GrowthRate,inc case,3,GB,24273,3789,16953,3531,0.74,0.78,0.29,0.59,-0.37,1,17,United Kingdom
USC-SIkJalpha,inc case,3,GB,34964,4232,29045,1687,1.01,1.02,0.22,0.22,-0.29,1,18,United Kingdom
epiforecasts-EpiExpert,inc case,3,GB,22646,4177,9648,8822,0.64,0.74,0.22,0.56,-0.07,1,18,United Kingdom
epiforecasts-EpiNow2,inc case,3,GB,20827,8469,6718,5640,0.59,0.7,0.39,0.72,-0.41,1,18,United Kingdom
EuroCOVIDhub-baseline,inc case,4,GB,44195,7738,35128,1330,1,1,0.59,0.76,-0.28,1,17,United Kingdom
EuroCOVIDhub-ensemble,inc case,4,GB,22938,5668,15773,1497,0.52,0.63,0.18,0.82,-0.35,1,17,United Kingdom
IEM_Health-CovidProject,inc case,4,GB,25536,3072,22033,431,0.58,0.57,0.24,0.71,-0.46,1,17,United Kingdom
ILM-EKF,inc case,4,GB,25534,11942,8090,5503,0.57,0.65,0.35,0.88,-0.19,1,17,United Kingdom
LANL-GrowthRate,inc case,4,GB,35603,3214,30424,1965,0.66,0.7,0.19,0.44,-0.3,1,16,United Kingdom
USC-SIkJalpha,inc case,4,GB,39297,4313,33095,1889,0.89,0.93,0.18,0.18,-0.33,1,17,United Kingdom
epiforecasts-EpiExpert,inc case,4,GB,26987,3943,17908,5136,0.6,0.65,0,0.53,-0.12,1,17,United Kingdom
epiforecasts-EpiNow2,inc case,4,GB,21228,6700,13506,1021,0.47,0.59,0.18,0.71,-0.55,1,17,United Kingdom
USC-SIkJalpha,inc case,5,GB,45149,4173,39388,1588,NA,NA,0,0.19,-0.27,1,16,United Kingdom
