location_name,location,indicator,date,value,source,snapshot_date
Estonia,EE,Weekly new hospital admissions,2020-05-30,17,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-06-06,7,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-06-13,4,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-06-20,10,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-06-27,4,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-07-04,2,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-07-11,1,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-07-18,2,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-07-25,0,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-08-01,0,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-08-08,6,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-08-15,3,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-08-22,2,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-08-29,8,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-09-05,6,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-09-12,5,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-09-19,16,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-09-26,24,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-10-03,29,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-10-10,27,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-10-17,13,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-10-24,24,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-10-31,23,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-11-07,29,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-11-14,58,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-11-21,75,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-11-28,141,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-12-05,168,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-12-12,178,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-12-19,199,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2020-12-26,233,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-01-02,279,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-01-09,243,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-01-16,268,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-01-23,294,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-01-30,280,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-02-06,301,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-02-13,282,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-02-20,316,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-02-27,324,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-03-06,422,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-03-13,529,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-03-20,531,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-03-27,528,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-04-03,554,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-04-10,481,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-04-17,349,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-04-24,281,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-05-01,244,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-05-08,201,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-05-15,173,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-05-22,155,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-05-29,114,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-06-05,70,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-06-12,44,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-06-19,42,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-06-26,34,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-07-03,18,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-07-10,21,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-07-17,17,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-07-24,12,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-07-31,34,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-08-07,38,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-08-14,52,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-08-21,74,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-08-28,73,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-09-04,113,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-09-11,104,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-09-18,127,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-09-25,140,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-10-02,151,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-10-09,200,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-10-16,242,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-10-23,339,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-10-30,433,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-11-06,448,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-11-13,408,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-11-20,325,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-11-27,235,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-12-04,198,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-12-11,135,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-12-18,212,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2021-12-25,162,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-01-01,176,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-01-08,196,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-01-15,203,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-01-22,264,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-01-29,273,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-02-05,320,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-02-12,428,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-02-19,513,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-02-26,622,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-03-05,544,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-03-12,493,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-03-19,492,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-03-26,338,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-04-02,250,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-04-09,241,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-04-16,236,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-04-23,122,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-04-30,143,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-05-07,138,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-05-14,115,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-05-21,82,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-05-28,93,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-06-04,67,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-06-11,68,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-06-18,62,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-06-25,59,OWID,2022-07-18
Estonia,EE,Weekly new hospital admissions,2022-07-02,85,OWID,2022-07-24
Estonia,EE,Weekly new hospital admissions,2022-07-09,92,OWID,2022-07-31
Estonia,EE,Weekly new hospital admissions,2022-07-16,76,OWID,2022-08-07
Estonia,EE,Weekly new hospital admissions,2022-07-23,111,OWID,2022-08-14
Estonia,EE,Weekly new hospital admissions,2022-07-30,121,OWID,2022-08-21
Estonia,EE,Weekly new hospital admissions,2022-08-06,138,OWID,2022-08-28
Estonia,EE,Weekly new hospital admissions,2022-08-13,124,OWID,2022-09-04
Estonia,EE,Weekly new hospital admissions,2022-08-20,106,OWID,2022-09-11
Estonia,EE,Weekly new hospital admissions,2022-08-27,100,OWID,2022-09-18
Estonia,EE,Weekly new hospital admissions,2022-09-03,87,OWID,2022-09-25
Estonia,EE,Weekly new hospital admissions,2022-09-10,71,OWID,2022-10-02
Estonia,EE,Weekly new hospital admissions,2022-09-17,118,OWID,2022-10-09
Estonia,EE,Weekly new hospital admissions,2022-09-24,146,OWID,2022-10-16
Estonia,EE,Weekly new hospital admissions,2022-10-01,165,OWID,2022-10-23
Estonia,EE,Weekly new hospital admissions,2022-10-08,203,OWID,2022-10-30
Estonia,EE,Weekly new hospital admissions,2022-10-15,195,OWID,2022-11-06
Estonia,EE,Weekly new hospital admissions,2022-10-22,190,OWID,2022-11-13
Estonia,EE,Weekly new hospital admissions,2022-10-29,207,OWID,2022-11-20
Estonia,EE,Weekly new hospital admissions,2022-11-05,177,OWID,2022-11-27
Estonia,EE,Weekly new hospital admissions,2022-11-12,178,OWID,2022-12-09
Estonia,EE,Weekly new hospital admissions,2022-11-19,164,OWID,2022-12-11
Estonia,EE,Weekly new hospital admissions,2022-11-26,164,OWID,2022-12-18
Estonia,EE,Weekly new hospital admissions,2022-12-03,161,OWID,2022-12-25
Estonia,EE,Weekly new hospital admissions,2022-12-10,189,OWID,2023-01-01
Estonia,EE,Weekly new hospital admissions,2022-12-17,231,OWID,2023-01-08
Estonia,EE,Weekly new hospital admissions,2022-12-24,259,OWID,2023-01-15
Estonia,EE,Weekly new hospital admissions,2022-12-31,244,OWID,2023-01-22
Estonia,EE,Weekly new hospital admissions,2023-01-07,234,OWID,2023-01-29
Estonia,EE,Weekly new hospital admissions,2023-01-14,149,OWID,2023-02-05
Estonia,EE,Weekly new hospital admissions,2023-01-21,136,OWID,2023-02-12
Estonia,EE,Weekly new hospital admissions,2023-01-28,108,OWID,2023-02-19
Estonia,EE,Weekly new hospital admissions,2023-02-04,132,OWID,2023-02-26
Estonia,EE,Weekly new hospital admissions,2023-02-11,109,OWID,2023-03-05
Estonia,EE,Weekly new hospital admissions,2023-02-18,113,OWID,2023-03-12
Estonia,EE,Weekly new hospital admissions,2023-02-25,108,OWID,2023-03-19
Estonia,EE,Weekly new hospital admissions,2023-03-04,115,OWID,2023-03-26
Estonia,EE,Weekly new hospital admissions,2023-03-11,119,OWID,2023-04-02
Estonia,EE,Weekly new hospital admissions,2023-03-18,100,OWID,2023-04-09
Estonia,EE,Weekly new hospital admissions,2023-03-25,115,OWID,2023-04-16
Estonia,EE,Weekly new hospital admissions,2023-04-01,131,OWID,2023-04-23
Estonia,EE,Weekly new hospital admissions,2023-04-08,162,OWID,2023-04-29
Estonia,EE,Weekly new hospital admissions,2023-04-15,144,OWID,2023-04-29
Estonia,EE,Weekly new hospital admissions,2023-04-22,112,OWID,2023-04-29
Estonia,EE,Weekly new hospital admissions,2023-04-29,142,OWID,2023-04-29
France,FR,Weekly new hospital admissions,2020-04-04,24514,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-04-11,19296,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-04-18,13140,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-04-25,9613,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-05-02,6005,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-05-09,4357,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-05-16,3319,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-05-23,2232,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-05-30,1787,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-06-06,1191,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-06-13,828,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-06-20,748,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-06-27,670,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-07-04,669,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-07-11,601,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-07-18,594,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-07-25,749,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-08-01,789,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-08-08,793,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-08-15,989,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-08-22,1087,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-08-29,1343,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-09-05,1661,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-09-12,2432,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-09-19,3853,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-09-26,4102,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-10-03,4087,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-10-10,4999,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-10-17,7198,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-10-24,11712,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-10-31,16865,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-11-07,20009,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-11-14,17654,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-11-21,14291,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-11-28,9656,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-12-05,8603,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-12-12,8692,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-12-19,8872,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2020-12-26,7802,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-01-02,7477,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-01-09,8934,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-01-16,9790,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-01-23,11064,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-01-30,11355,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-02-06,11234,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-02-13,10247,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-02-20,9560,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-02-27,9633,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-03-06,9480,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-03-13,9832,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-03-20,10955,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-03-27,12719,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-04-03,13761,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-04-10,13958,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-04-17,13627,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-04-24,12854,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-05-01,11032,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-05-08,8478,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-05-15,5787,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-05-22,4797,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-05-29,3423,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-06-05,2948,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-06-12,2141,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-06-19,1432,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-06-26,984,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-07-03,816,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-07-10,815,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-07-17,1198,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-07-24,1826,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-07-31,3354,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-08-07,4646,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-08-14,5384,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-08-21,6128,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-08-28,5627,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-09-04,4415,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-09-11,3625,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-09-18,2658,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-09-25,2143,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-10-02,1583,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-10-09,1391,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-10-16,1320,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-10-23,1557,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-10-30,1661,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-11-06,1929,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-11-13,2197,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-11-20,3282,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-11-27,4462,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-12-04,6243,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-12-11,8076,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-12-18,8699,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2021-12-25,8521,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-01-01,11151,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-01-08,14370,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-01-15,16029,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-01-22,18664,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-01-29,19690,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-02-05,20324,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-02-12,15532,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-02-19,11996,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-02-26,8840,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-03-05,6764,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-03-12,6787,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-03-19,7435,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-03-26,8104,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-04-02,10184,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-04-09,11134,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-04-16,11862,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-04-23,9975,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-04-30,9006,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-05-07,7384,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-05-14,5355,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-05-21,4068,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-05-28,2813,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-06-04,2853,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-06-11,3038,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-06-18,3579,OWID,2022-07-18
France,FR,Weekly new hospital admissions,2022-06-25,5101,OWID,2022-07-23
France,FR,Weekly new hospital admissions,2022-07-02,6667,OWID,2022-07-30
France,FR,Weekly new hospital admissions,2022-07-09,9183,OWID,2022-08-06
France,FR,Weekly new hospital admissions,2022-07-16,9615,OWID,2022-08-13
France,FR,Weekly new hospital admissions,2022-07-23,10163,OWID,2022-08-20
France,FR,Weekly new hospital admissions,2022-07-30,7986,OWID,2022-08-27
France,FR,Weekly new hospital admissions,2022-08-06,5955,OWID,2022-09-03
France,FR,Weekly new hospital admissions,2022-08-13,4734,OWID,2022-09-10
France,FR,Weekly new hospital admissions,2022-08-20,3873,OWID,2022-09-17
France,FR,Weekly new hospital admissions,2022-08-27,3205,OWID,2022-09-24
France,FR,Weekly new hospital admissions,2022-09-03,2721,OWID,2022-10-01
France,FR,Weekly new hospital admissions,2022-09-10,2553,OWID,2022-10-08
France,FR,Weekly new hospital admissions,2022-09-17,2639,OWID,2022-10-15
France,FR,Weekly new hospital admissions,2022-09-24,3058,OWID,2022-10-22
France,FR,Weekly new hospital admissions,2022-10-01,4972,OWID,2022-10-29
France,FR,Weekly new hospital admissions,2022-10-08,6795,OWID,2022-11-05
France,FR,Weekly new hospital admissions,2022-10-15,7775,OWID,2022-11-12
France,FR,Weekly new hospital admissions,2022-10-22,7971,OWID,2022-11-19
France,FR,Weekly new hospital admissions,2022-10-29,6447,OWID,2022-11-26
France,FR,Weekly new hospital admissions,2022-11-05,4463,OWID,2022-12-03
France,FR,Weekly new hospital admissions,2022-11-12,4168,OWID,2022-12-10
France,FR,Weekly new hospital admissions,2022-11-19,5438,OWID,2022-12-17
France,FR,Weekly new hospital admissions,2022-11-26,5802,OWID,2022-12-24
France,FR,Weekly new hospital admissions,2022-12-03,7464,OWID,2022-12-31
France,FR,Weekly new hospital admissions,2022-12-10,9354,OWID,2023-01-07
France,FR,Weekly new hospital admissions,2022-12-17,10579,OWID,2023-01-14
France,FR,Weekly new hospital admissions,2022-12-24,10247,OWID,2023-01-21
France,FR,Weekly new hospital admissions,2022-12-31,7350,OWID,2023-01-28
France,FR,Weekly new hospital admissions,2023-01-07,5866,OWID,2023-02-04
France,FR,Weekly new hospital admissions,2023-01-14,3717,OWID,2023-02-11
France,FR,Weekly new hospital admissions,2023-01-21,2406,OWID,2023-02-18
France,FR,Weekly new hospital admissions,2023-01-28,1940,OWID,2023-02-25
France,FR,Weekly new hospital admissions,2023-02-04,1963,OWID,2023-03-04
France,FR,Weekly new hospital admissions,2023-02-11,4894,OWID,2023-03-11
France,FR,Weekly new hospital admissions,2023-02-18,1791,OWID,2023-03-18
France,FR,Weekly new hospital admissions,2023-02-25,2028,OWID,2023-03-25
France,FR,Weekly new hospital admissions,2023-03-04,1846,OWID,2023-04-01
France,FR,Weekly new hospital admissions,2023-03-11,2270,OWID,2023-04-08
France,FR,Weekly new hospital admissions,2023-03-18,2364,OWID,2023-04-15
France,FR,Weekly new hospital admissions,2023-03-25,2905,OWID,2023-04-22
Germany,DE,Weekly new hospital admissions,2020-03-07,134,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-03-14,396,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-03-21,1688,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-03-28,4463,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-04-04,6349,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-04-11,4973,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-04-18,3645,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-04-25,2525,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-05-02,1540,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-05-09,1111,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-05-16,808,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-05-23,527,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-05-30,445,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-06-06,309,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-06-13,282,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-06-20,326,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-06-27,323,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-07-04,264,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-07-11,250,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-07-18,309,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-07-25,333,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-08-01,371,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-08-08,413,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-08-15,446,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-08-22,441,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-08-29,380,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-09-05,380,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-09-12,448,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-09-19,688,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-09-26,745,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-10-03,849,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-10-10,1479,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-10-17,2178,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-10-24,3696,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-10-31,5662,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-11-07,6865,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-11-14,7437,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-11-21,8224,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-11-28,8304,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-12-05,9091,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-12-12,10809,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-12-19,12543,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2020-12-26,11150,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2021-01-02,11175,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2021-01-09,11617,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2021-01-16,10142,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2021-01-23,9101,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2021-01-30,7898,OWID,2022-07-18
Germany,DE,Weekly new hospital admissions,2021-02-06,6680,OWID,2022-07-18
