model,continuous_weeks,target_variable,horizon,location,relative_skill,inv_skill,skill_weight
IEM_Health-CovidProject,11,inc death,4,DE,1.1370776264432034,0.8794474332662895,0.05041594730977682
ILM-EKF,11,inc death,4,DE,1.3802050590440766,0.7245300207003988,0.04153502070307649
ITWW-county_repro,11,inc death,4,DE,1.2755039959173788,0.7840038159039804,0.04494446578401781
Karlen-pypm,11,inc death,4,DE,1.3387267327569128,0.74697843520361,0.04282191749755407
LANL-GrowthRate,11,inc death,4,DE,1.076352868909037,0.9290633479832444,0.05326027119711366
MIT_CovidAnalytics-DELPHI,11,inc death,4,DE,0.5658404292170538,1.7672826973210225,0.10131274250093626
RobertWalraven-ESG,11,inc death,4,DE,1.3231468188153723,0.7557740273262424,0.04332614105002495
UMass-MechBayes,8,inc death,1,DE,1.062987011332024,0.940745267194662,0.052988028189423664
UMass-SemiMech,8,inc death,1,DE,0.969354550470906,1.0316142834571795,0.058106278754342156
USC-SIkJalpha,11,inc death,4,DE,0.8769234845770456,1.1403503470799579,0.06537268839314561
epiforecasts-EpiExpert,11,inc death,4,DE,0.5784174572884109,1.7288551502023206,0.09910981243656047
epiforecasts-EpiNow2,11,inc death,4,DE,1.9177294450970004,0.5214499900164067,0.02989308311892087
itwm-dSEIR,11,inc death,4,DE,0.873179430533228,1.1452399873750188,0.06565299604787829
LANL-GrowthRate,11,inc death,5,DE,1.0087641088070465,0.9913120334768741,0.4956371472662427
UMass-MechBayes,8,inc death,2,DE,0.9042141906106452,1.1059326544351924,0.06002930151034444
UMass-SemiMech,8,inc death,2,DE,0.7436608706802484,1.3446989608116273,0.07298938053369351
USC-SIkJalpha,11,inc death,5,DE,0.9913120334768742,1.0087641088070465,0.5043628527337574
UMass-MechBayes,8,inc death,3,DE,0.7361032792118819,1.358505019935059,0.0800240323041715
UMass-SemiMech,8,inc death,3,DE,0.6969222536360811,1.4348802822447684,0.08452298988520711
UMass-MechBayes,8,inc death,4,DE,0.5800183719394546,1.724083319389037,0.09883625842781185
UMass-SemiMech,8,inc death,4,DE,0.5391644281057005,1.8547217655166874,0.1063253484717059
HZI-AgeExtendedSEIR,10,inc death,1,DE,0.3542512594157249,2.8228551724821642,0.1589989709968897
epiforecasts-EpiExpert_direct,4,inc death,1,DE,0.8850184891988301,1.129919896820752,0.06364340000675202
HZI-AgeExtendedSEIR,10,inc death,2,DE,0.5578318328960544,1.7926549562587235,0.09730413912791674
epiforecasts-EpiExpert_direct,4,inc death,2,DE,0.6634079497915868,1.5073681289380922,0.08181895663920012
HZI-AgeExtendedSEIR,10,inc death,3,DE,0.9983333879898034,1.0016693942426913,0.05900428985298032
epiforecasts-EpiExpert_direct,4,inc death,3,DE,0.679894312750278,1.4708168332146283,0.08663986665306038
HZI-AgeExtendedSEIR,10,inc death,4,DE,1.2071037856515896,0.8284291805614744,0.047491231808988024
epiforecasts-EpiExpert_direct,4,inc death,4,DE,0.6623863977151495,1.5096928370652272,0.08654592832768175
IEM_Health-CovidProject,11,inc case,1,DK,0.9023125607729504,1.1082634150004156,0.12441202658529456
ILM-EKF,11,inc case,1,DK,0.7996230921451402,1.2505891961140227,0.14038931016608683
LANL-GrowthRate,11,inc case,1,DK,0.8652359904294558,1.1557540498328724,0.12974325564452135
RobertWalraven-ESG,11,inc case,1,DK,0.7407268316174915,1.3500253498531238,0.15155186704118123
USC-SIkJalpha,11,inc case,1,DK,0.8429116239190192,1.1863639931202001,0.13317948301293625
epiforecasts-EpiNow2,11,inc case,1,DK,0.9371955917900312,1.067013128060081,0.11978132983395408
IEM_Health-CovidProject,11,inc case,2,DK,0.9441740845567628,1.0591267186383795,0.11555663059567965
ILM-EKF,11,inc case,2,DK,0.7613102818791881,1.313524884402769,0.1433128889811234
LANL-GrowthRate,11,inc case,2,DK,0.7279608161957564,1.3737003115440893,0.14987836361483528
Priesemann-bayes,5,inc case,1,DK,0.9503027144794493,1.0522962680873469,0.11812923670392941
RobertWalraven-ESG,11,inc case,2,DK,0.895583180884954,1.1165908665366722,0.12182628954613593
USC-SIkJalpha,11,inc case,2,DK,0.7859538186298991,1.2723393872469928,0.13881932159492055
epiforecasts-EpiNow2,11,inc case,2,DK,0.9763499188805552,1.0242229559936473,0.11174843547100004
IEM_Health-CovidProject,11,inc case,3,DK,0.8267923274173876,1.2094935654805277,0.15166744789346331
ILM-EKF,11,inc case,3,DK,0.814777337055738,1.227329178808015,0.1539039888988881
LANL-GrowthRate,11,inc case,3,DK,0.6684100062324533,1.4960877166345554,0.18760563287211224
Priesemann-bayes,5,inc case,2,DK,0.9084304741415168,1.10079970725885,0.12010338601888777
RobertWalraven-ESG,11,inc case,3,DK,0.9623827424202122,1.0390876269094222,0.13029897223836406
USC-SIkJalpha,11,inc case,3,DK,0.8935981722282597,1.1190712235975357,0.14032871388333648
epiforecasts-EpiNow2,11,inc case,3,DK,0.9543066538970713,1.0478811982671736,0.13140166394650005
IEM_Health-CovidProject,11,inc case,4,DK,0.821917169277104,1.2166676124791556,0.14472056861219873
ILM-EKF,11,inc case,4,DK,0.8430248348684422,1.1862046746891561,0.1410970533370748
LANL-GrowthRate,11,inc case,4,DK,0.5366000325043176,1.863585425690323,0.2216703557299061
RobertWalraven-ESG,11,inc case,4,DK,0.9551142702249464,1.046995140973532,0.12453831316110146
UMass-SemiMech,8,inc case,1,DK,1.3555585319151968,0.7377032982759903,0.08281349101209623
USC-SIkJalpha,11,inc case,4,DK,0.8045502517730001,1.2429304419410525,0.1478444880574992
epiforecasts-EpiNow2,11,inc case,4,DK,1.0665890612994249,0.9375682128051271,0.11152216388287031
LANL-GrowthRate,11,inc case,5,DK,0.8001877736064523,1.2497066725888506,0.6096444014024053
UMass-SemiMech,8,inc case,2,DK,1.104814184926424,0.905129580741757,0.09875468417741742
USC-SIkJalpha,11,inc case,5,DK,1.2497066725888506,0.8001877736064523,0.39035559859759467
UMass-SemiMech,8,inc case,3,DK,1.1966141620259,0.8356912626764946,0.10479358026733576
UMass-SemiMech,8,inc case,4,DK,1.0952172274558176,0.9130608749854979,0.10860705721934946
IEM_Health-CovidProject,11,inc death,1,DK,0.8581119372494513,1.165349130563723,0.14089118934862743
ILM-EKF,11,inc death,1,DK,1.4086246707810703,0.7099123142898729,0.08582869087923307
LANL-GrowthRate,11,inc death,1,DK,0.6018944538575488,1.6614208580773389,0.20086646530546637
RobertWalraven-ESG,11,inc death,1,DK,1.010516006664704,0.9895934289062742,0.1196422527064883
USC-SIkJalpha,11,inc death,1,DK,1.1358597659363074,0.8803903703514703,0.10643955799743449
epiforecasts-EpiNow2,11,inc death,1,DK,1.1916852297753189,0.8391477673920157,0.10145331033105495
IEM_Health-CovidProject,11,inc death,2,DK,0.9134583246779358,1.0947406936737665,0.12969366905336865
ILM-EKF,11,inc death,2,DK,1.1777777170577026,0.8490566475465142,0.10058753866628009
LANL-GrowthRate,11,inc death,2,DK,0.6832673229962315,1.4635560143793316,0.1733871321920047
RobertWalraven-ESG,11,inc death,2,DK,0.9863835800172795,1.0138043863042427,0.12010516401007953
USC-SIkJalpha,11,inc death,2,DK,1.1343032961569417,0.88159842556046,0.10444275535141646
epiforecasts-EpiNow2,11,inc death,2,DK,1.238812385319862,0.8072247354403059,0.09563172200949202
IEM_Health-CovidProject,11,inc death,3,DK,1.401861619994478,0.7133371694732173,0.0943168886791281
ILM-EKF,11,inc death,3,DK,1.5069100620161435,0.6636096109558575,0.08774194936336215
LANL-GrowthRate,11,inc death,3,DK,0.8381781181277707,1.1930638349682632,0.15774597725349598
RobertWalraven-ESG,11,inc death,3,DK,1.116025294351416,0.89603703882102,0.11847332405973941
USC-SIkJalpha,11,inc death,3,DK,1.1513470611235108,0.8685478373690181,0.11483872311059606
epiforecasts-EpiNow2,11,inc death,3,DK,1.4291474100627557,0.6997178828152435,0.09251615713368257
IEM_Health-CovidProject,11,inc death,4,DK,1.350760779789719,0.7403235383808493,0.09760856140482548
ILM-EKF,11,inc death,4,DK,1.4554071122349144,0.687092973226169,0.09059033407832746
LANL-GrowthRate,11,inc death,4,DK,0.644812610410497,1.5508381564736857,0.20447152302651123
RobertWalraven-ESG,11,inc death,4,DK,0.8459346466449281,1.1821244158353277,0.1558581588308861
UMass-MechBayes,8,inc death,1,DK,0.8594578069776906,1.163524249685427,0.14067056049962465
UMass-SemiMech,8,inc death,1,DK,1.1601838902685546,0.8619323267525496,0.10420797293207064
USC-SIkJalpha,11,inc death,4,DK,1.0008973325759802,0.9991034719078821,0.13172761303899871
epiforecasts-EpiNow2,11,inc death,4,DK,1.4862037853164471,0.6728552368658359,0.0887131481025408
LANL-GrowthRate,11,inc death,5,DK,0.762017502089432,1.3123058161499261,0.632642850133789
UMass-MechBayes,8,inc death,2,DK,0.7550961964299616,1.3243345744925286,0.15689360139137362
UMass-SemiMech,8,inc death,2,DK,0.9933870020343768,1.0066570208308345,0.11925841732598494
USC-SIkJalpha,11,inc death,5,DK,1.312305816149926,0.7620175020894321,0.36735714986621104
UMass-MechBayes,8,inc death,3,DK,0.6872906489936573,1.454988513904877,0.19237745566618578
UMass-SemiMech,8,inc death,3,DK,0.9311900057728548,1.0738946872287738,0.1419895247338099
UMass-MechBayes,8,inc death,4,DK,0.948390203033324,1.0544183151635347,0.13902064371356862
UMass-SemiMech,8,inc death,4,DK,1.4329506684555111,0.6978607303193753,0.09201001780434158
IEM_Health-CovidProject,11,inc case,1,EE,1.083685628712043,0.9227768399849473,0.1128500864394392
ILM-EKF,11,inc case,1,EE,1.2440993238006313,0.8037943441244498,0.09829923908304436
LANL-GrowthRate,11,inc case,1,EE,0.8932936896858779,1.1194526632687227,0.1369023628906817
RobertWalraven-ESG,11,inc case,1,EE,1.012506812859948,0.9876476753528,0.12078340147450252
USC-SIkJalpha,11,inc case,1,EE,1.3667638405926272,0.7316552942799549,0.08947706490413555
epiforecasts-EpiNow2,11,inc case,1,EE,0.7360220052244436,1.358655030558575,0.16615538123216786
IEM_Health-CovidProject,11,inc case,2,EE,1.116977032678616,0.8952735559852166,0.10651643924276806
ILM-EKF,11,inc case,2,EE,1.303036123451642,0.7674384324442803,0.09130707437466876
LANL-GrowthRate,11,inc case,2,EE,0.8522330056356006,1.1733880211013348,0.13960550160592033
Priesemann-bayes,10,inc case,1,EE,0.7868639173780752,1.2708677802028587,0.15541952575590248
RobertWalraven-ESG,11,inc case,2,EE,1.0474239530917628,0.95472324940462,0.11358955071218985
USC-SIkJalpha,11,inc case,2,EE,0.9221494233031036,1.0844229522131443,0.12902075653933637
epiforecasts-EpiNow2,11,inc case,2,EE,0.8076968133307787,1.2380883315314837,0.14730331267031302
IEM_Health-CovidProject,11,inc case,3,EE,1.3548039721310146,0.7381141630601127,0.10301362374274715
ILM-EKF,11,inc case,3,EE,1.5471798126428502,0.6463372853164542,0.090204942883714
LANL-GrowthRate,11,inc case,3,EE,0.8229489631550229,1.215142183503335,0.16958921254998097
Priesemann-bayes,10,inc case,2,EE,0.7743723665252188,1.2913683948811638,0.15364238366453187
RobertWalraven-ESG,11,inc case,3,EE,1.087092413592236,0.9198849955134505,0.12838215489804095
USC-SIkJalpha,11,inc case,3,EE,0.7317892870875762,1.3665135820447258,0.19071509940481202
epiforecasts-EpiNow2,11,inc case,3,EE,0.7149500035975856,1.3986992026967757,0.19520702976153523
IEM_Health-CovidProject,11,inc case,4,EE,1.48389149657883,0.6739037202555168,0.09172970684675491
ILM-EKF,11,inc case,4,EE,1.6815361001525309,0.5946943392468891,0.08094796892033507
LANL-GrowthRate,11,inc case,4,EE,0.8523307139181697,1.1732535079053923,0.1596996679233089
RobertWalraven-ESG,11,inc case,4,EE,1.0558038300174069,0.947145645402246,0.12892255938427916
UMass-SemiMech,8,inc case,1,EE,1.0181585654761736,0.9821652873217434,0.12011293822012632
USC-SIkJalpha,11,inc case,4,EE,0.692987668320594,1.4430271211368428,0.196420424483798
epiforecasts-EpiNow2,11,inc case,4,EE,0.6257085081912223,1.5981882728281374,0.2175404844135025
LANL-GrowthRate,11,inc case,5,EE,1.1982370951181254,0.8345593739955258,0.410547433880291
UMass-SemiMech,8,inc case,2,EE,0.9996759655548654,1.0003241394774904,0.11901498119027185
USC-SIkJalpha,11,inc case,5,EE,0.8345593739955258,1.1982370951181254,0.5894525661197089
UMass-SemiMech,8,inc case,3,EE,1.1356954173931126,0.8805177732383659,0.12288793675916967
UMass-SemiMech,8,inc case,4,EE,1.0912122655711944,0.9164119865135044,0.12473918802802145
IEM_Health-CovidProject,11,inc death,1,EE,0.9996076867923596,1.0003924671776978,0.11431082063304719
ILM-EKF,11,inc death,1,EE,1.451639509074348,0.6888762628386023,0.07871511781957453
LANL-GrowthRate,11,inc death,1,EE,1.3642229575150244,0.7330180118222991,0.08375901780488706
RobertWalraven-ESG,11,inc death,1,EE,1.0741111644194663,0.9310023330224654,0.10638188929922808
USC-SIkJalpha,11,inc death,1,EE,0.8246411637044001,1.2126486573964659,0.13856448115570455
epiforecasts-EpiNow2,11,inc death,1,EE,0.8356323139720276,1.1966985757727344,0.13674192952782532
IEM_Health-CovidProject,11,inc death,2,EE,1.3261695502160125,0.7540513954924659,0.07861361334306283
ILM-EKF,11,inc death,2,EE,1.322535401444165,0.7561234269479917,0.07882963294153196
LANL-GrowthRate,11,inc death,2,EE,1.4765957446515603,0.6772334294082467,0.0706049578062591
RobertWalraven-ESG,11,inc death,2,EE,1.1118177271384035,0.8994280047807837,0.09376984887294126
USC-SIkJalpha,11,inc death,2,EE,0.7277285811493961,1.3741386911320295,0.14326080210201686
epiforecasts-EpiNow2,11,inc death,2,EE,0.944837385146986,1.05838318394274,0.11034171793679233
IEM_Health-CovidProject,11,inc death,3,EE,1.958237284618807,0.5106633439443787,0.06764827318774581
ILM-EKF,11,inc death,3,EE,1.4262513432552673,0.7011386911072814,0.09288080352932097
LANL-GrowthRate,11,inc death,3,EE,1.3107983047263798,0.7628938764982177,0.10106159759183933
RobertWalraven-ESG,11,inc death,3,EE,1.2014007497556087,0.832361724598076,0.11026409865589827
USC-SIkJalpha,11,inc death,3,EE,0.8604835577939819,1.162137255200664,0.15394991524990773
epiforecasts-EpiNow2,11,inc death,3,EE,1.0955720657903218,0.9127651491174356,0.12091525051869649
IEM_Health-CovidProject,11,inc death,4,EE,2.400784251977279,0.4165305562865147,0.05442315767701579
ILM-EKF,11,inc death,4,EE,1.6123609190903967,0.6202085328166747,0.0810353676691481
LANL-GrowthRate,11,inc death,4,EE,0.89721561249906,1.1145592944093443,0.14562637795604869
RobertWalraven-ESG,11,inc death,4,EE,1.63869411794687,0.6102420146921052,0.07973315975379128
UMass-MechBayes,8,inc death,1,EE,0.7426593442517849,1.3465123784411288,0.15386054975643967
UMass-SemiMech,8,inc death,1,EE,0.6088788425385302,1.6423628645574417,0.18766619400329354
USC-SIkJalpha,11,inc death,4,EE,0.7482135514432411,1.3365168247368469,0.17462696263897792
epiforecasts-EpiNow2,11,inc death,4,EE,1.0267111407607321,0.9739837820977176,0.12725902613372425
LANL-GrowthRate,11,inc death,5,EE,0.9148070932148282,1.093126635568364,0.5444037419655273
UMass-MechBayes,8,inc death,2,EE,0.5053825210509346,1.9786992195941333,0.20628924805556914
UMass-SemiMech,8,inc death,2,EE,0.4775981253641681,2.0938105635098565,0.21829017894182648
USC-SIkJalpha,11,inc death,5,EE,1.0931266355683642,0.9148070932148281,0.45559625803447273
UMass-MechBayes,8,inc death,3,EE,0.7738123119015413,1.292303036045824,0.1711931546692398
UMass-SemiMech,8,inc death,3,EE,0.7275172788192631,1.3745378001509017,0.18208690659735166
UMass-MechBayes,8,inc death,4,EE,0.6260885404155773,1.5972181815310538,0.20868974826967623
UMass-SemiMech,8,inc death,4,EE,1.015956151366014,0.9842944487864362,0.12860619990161776
IEM_Health-CovidProject,11,inc case,1,ES,0.9267364160284522,1.0790554711182283,0.11190574504265165
ILM-EKF,11,inc case,1,ES,0.9472912571462498,1.0556415383928879,0.10947755329891073
LANL-GrowthRate,11,inc case,1,ES,1.216988116451822,0.8217007105340851,0.08521622166384259
RobertWalraven-ESG,11,inc case,1,ES,0.5319806131841976,1.8797677494569736,0.1949453166593352
UNIPV-BayesINGARCHX,11,inc case,1,ES,1.050707963052525,0.9517392416964199,0.09870214440226566
USC-SIkJalpha,11,inc case,1,ES,0.6321009891230795,1.5820256845149232,0.16406734189372923
epiforecasts-EpiNow2,6,inc case,1,ES,1.8168622538278356,0.5503994581279683,0.057080347657246185
IEM_Health-CovidProject,11,inc case,2,ES,0.8932889389137071,1.1194586168458103,0.10991947673488506
ILM-EKF,11,inc case,2,ES,1.2352511949544258,0.8095519389778001,0.07948978567236122
LANL-GrowthRate,11,inc case,2,ES,0.7086882441809608,1.4110576945659816,0.1385515472348981
RobertWalraven-ESG,11,inc case,2,ES,0.4761848708856584,2.100024719685225,0.2062011179730083
UNIPV-BayesINGARCHX,11,inc case,2,ES,1.5723217441724902,0.6360021437764305,0.06244895683874964
USC-SIkJalpha,11,inc case,2,ES,0.6169023358335298,1.621002129370845,0.15916596037164588
epiforecasts-EpiNow2,6,inc case,2,ES,1.614383033532979,0.6194316833295509,0.06082190576766213
IEM_Health-CovidProject,11,inc case,3,ES,0.9754523299166284,1.0251654225742324,0.10250853097549924
ILM-EKF,11,inc case,3,ES,2.155895884162806,0.4638442919929445,0.04638080443073499
LANL-GrowthRate,11,inc case,3,ES,0.5023767414744108,1.9905380115033375,0.19903824584497576
RobertWalraven-ESG,11,inc case,3,ES,0.4856395134669741,2.059140519396812,0.20589796053154474
UNIPV-BayesINGARCHX,11,inc case,3,ES,1.8591917640895588,0.5378681313649737,0.053782609899494425
USC-SIkJalpha,11,inc case,3,ES,0.7423704143159771,1.347036439917132,0.134693117408935
epiforecasts-EpiNow2,6,inc case,3,ES,1.527577828715043,0.6546311298856523,0.06545799729267629
IEM_Health-CovidProject,11,inc case,4,ES,1.0331770933914173,0.9678882801374225,0.09192541608180943
ILM-EKF,11,inc case,4,ES,2.2461952409299166,0.4451972748308396,0.04228271544056923
LANL-GrowthRate,11,inc case,4,ES,0.40024962750377463,2.4984408011487016,0.23729000021444077
RobertWalraven-ESG,11,inc case,4,ES,0.4388296516836101,2.2787885826844394,0.21642847932408246
UNIPV-BayesINGARCHX,11,inc case,4,ES,1.991583263289923,0.5021130767829846,0.04768830706043877
USC-SIkJalpha,11,inc case,4,ES,0.839180349701125,1.1916389609887208,0.11317618939722081
epiforecasts-EpiNow2,6,inc case,4,ES,1.3620400082571122,0.7341928239535458,0.06973013540015782
LANL-GrowthRate,11,inc case,5,ES,0.6805321489063734,1.4694382941452757,0.6834690676303288
UMass-SemiMech,7,inc case,1,ES,1.7782338190847766,0.5623557426855604,0.05832029960334285
USC-SIkJalpha,11,inc case,5,ES,1.4694382941452755,0.6805321489063735,0.3165309323696711
UMass-SemiMech,7,inc case,2,ES,1.1213395949460965,0.8917905017418658,0.08756477803958704
UMass-SemiMech,7,inc case,3,ES,0.839288169874997,1.1914858756426168,0.1191392765505969
UB-BSLCoV,4,inc case,1,ES,0.86217818862947,1.1598530479988287,0.12028502977867597
UMass-SemiMech,7,inc case,4,ES,0.6860534420967747,1.4576123937862848,0.13843707846713685
UB-BSLCoV,4,inc case,2,ES,1.0245562189183235,0.9760323362789709,0.09583647136720272
UB-BSLCoV,4,inc case,3,ES,1.3678548881279993,0.7310717011572527,0.07310145706554268
UB-BSLCoV,4,inc case,4,ES,2.20658759728276,0.4531884441077353,0.04304167861414389
IEM_Health-CovidProject,11,inc death,1,ES,0.6686774001641921,1.4954894538898016,0.14903777435159377
ILM-EKF,11,inc death,1,ES,1.1241965050103206,0.8895242028801891,0.0886483733364447
LANL-GrowthRate,11,inc death,1,ES,0.5976886520045669,1.6731119064183924,0.16673930673677864
RobertWalraven-ESG,11,inc death,1,ES,0.7337136157998567,1.3629295933262076,0.13582709838502727
USC-SIkJalpha,11,inc death,1,ES,0.7635995866334714,1.3095868797006056,0.13051106001648122
epiforecasts-EpiNow2,5,inc death,1,ES,0.8604707755341323,1.1621545187043172,0.11581821755401162
IEM_Health-CovidProject,11,inc death,2,ES,0.8448876217611972,1.1835893605772867,0.13804708328545587
ILM-EKF,11,inc death,2,ES,1.4665769174347627,0.681859906638332,0.07952823374046247
LANL-GrowthRate,11,inc death,2,ES,0.6464151652923329,1.5469934087139847,0.18043244984107448
RobertWalraven-ESG,11,inc death,2,ES,0.7932045982191664,1.2607087783468636,0.1470418504254461
USC-SIkJalpha,11,inc death,2,ES,0.858981797639594,1.164169022845317,0.1357820063342662
epiforecasts-EpiNow2,5,inc death,2,ES,0.9845293570026696,1.015713744732234,0.11846703306359861
IEM_Health-CovidProject,11,inc death,3,ES,0.6695739355400484,1.4934870473914799,0.1741628611312649
ILM-EKF,11,inc death,3,ES,1.9489446890583193,0.5130981939170243,0.05983490091189881
LANL-GrowthRate,11,inc death,3,ES,0.7179920835530207,1.3927730164536753,0.16241810324077818
RobertWalraven-ESG,11,inc death,3,ES,0.7837840745770163,1.2758615956054844,0.14878448814555129
USC-SIkJalpha,11,inc death,3,ES,1.1930545280871114,0.8381846566588652,0.09774483027154754
epiforecasts-EpiNow2,5,inc death,3,ES,1.2360038667382356,0.8090589575896391,0.09434833942738223
IEM_Health-CovidProject,11,inc death,4,ES,0.7120693970110362,1.4043575025096904,0.14089913317950517
ILM-EKF,11,inc death,4,ES,2.786170644920384,0.35891556097726934,0.03600998416425958
LANL-GrowthRate,11,inc death,4,ES,0.4908230830843493,2.037393990755213,0.20441165923173574
RobertWalraven-ESG,11,inc death,4,ES,0.534434573291235,1.8711364308668323,0.18773104476501387
USC-SIkJalpha,11,inc death,4,ES,0.8910501840853866,1.1222712456161426,0.11259743008244932
epiforecasts-EpiNow2,5,inc death,4,ES,1.269245290208836,0.7878697740414419,0.07904694354705864
LANL-GrowthRate,11,inc death,5,ES,0.6608795627758912,1.5131350042051563,0.6960095977214984
UMass-MechBayes,7,inc death,1,ES,1.578280912324503,0.6336007691604109,0.06314350677466153
UMass-SemiMech,7,inc death,1,ES,1.4948175202309386,0.6689779765529555,0.06666913528300414
USC-SIkJalpha,11,inc death,5,ES,1.513135004205156,0.6608795627758914,0.30399040227850177
UMass-MechBayes,7,inc death,2,ES,1.8714913470626304,0.5343332212406614,0.06232156620503761
UMass-SemiMech,7,inc death,2,ES,1.769103161505049,0.5652581611743087,0.06592847405738236
UMass-MechBayes,7,inc death,3,ES,1.710091892791444,0.5847638973176257,0.06819219063264564
UMass-SemiMech,7,inc death,3,ES,1.0481221338969045,0.9540872839713946,0.11126080499703143
UB-BSLCoV,4,inc death,1,ES,1.1920048157794378,0.8389227851786084,0.08360552756199724
UMass-MechBayes,7,inc death,4,ES,2.00806773714284,0.49799116907422675,0.04996343447321227
UMass-SemiMech,7,inc death,4,ES,0.9172370188398844,1.0902307467537602,0.1093828080874937
UB-BSLCoV,4,inc death,2,ES,1.6098298716865322,0.6211836527498112,0.07245130304727622
UB-BSLCoV,4,inc death,3,ES,1.4007211543952327,0.7139179677997755,0.08325348124189996
UB-BSLCoV,4,inc death,4,ES,1.254790137469054,0.7969460152253247,0.07995756246927171
IEM_Health-CovidProject,11,inc case,1,FI,0.8013457756455006,1.2479007569416327,0.14368128829298876
ILM-EKF,11,inc case,1,FI,1.1781541212712805,0.8487853854985931,0.0977277856386484
LANL-GrowthRate,11,inc case,1,FI,0.7258668889256421,1.3776630608955083,0.15862191149579308
RobertWalraven-ESG,11,inc case,1,FI,1.2719404207083371,0.7862003469023376,0.09052184484299183
USC-SIkJalpha,11,inc case,1,FI,1.0025867996621385,0.9974198746053606,0.11484132192014729
epiforecasts-EpiNow2,11,inc case,1,FI,0.849167844126852,1.1776234897686684,0.13558967665724522
IEM_Health-CovidProject,11,inc case,2,FI,0.8854202835162526,1.129407151176523,0.13772121781990831
ILM-EKF,11,inc case,2,FI,1.3004260959110698,0.7689787240845907,0.09377015742126864
LANL-GrowthRate,11,inc case,2,FI,0.7896883758143366,1.2663222995637835,0.1544168097986241
Priesemann-bayes,7,inc case,1,FI,0.8962365086943263,1.115776907433553,0.12846876052910203
RobertWalraven-ESG,11,inc case,2,FI,1.2923477598634774,0.7737855328550569,0.09435630525733148
USC-SIkJalpha,11,inc case,2,FI,0.7973440842871872,1.2541636913177627,0.15293417500842216
epiforecasts-EpiNow2,11,inc case,2,FI,1.0440430208693552,0.9578149367516663,0.11679706419259302
IEM_Health-CovidProject,11,inc case,3,FI,1.086248140402914,0.9205999649666395,0.13776326927374574
ILM-EKF,11,inc case,3,FI,1.3197633274584648,0.7577116132827776,0.11338782640112555
LANL-GrowthRate,11,inc case,3,FI,0.8284943529407981,1.207008830477155,0.18062295118036298
Priesemann-bayes,7,inc case,2,FI,1.143472712781716,0.874528957990881,0.10664107535339573
RobertWalraven-ESG,11,inc case,3,FI,1.0909645368165817,0.9166200790705674,0.1371676988704824
USC-SIkJalpha,11,inc case,3,FI,0.9481233380556136,1.0547150986186815,0.15783294119868457
epiforecasts-EpiNow2,11,inc case,3,FI,1.3123926741320393,0.7619670695444544,0.1140246345579467
IEM_Health-CovidProject,11,inc case,4,FI,1.1732831360981524,0.8523091905382537,0.12687355928826147
ILM-EKF,11,inc case,4,FI,1.3172822054688014,0.7591387751602662,0.11300434099213363
LANL-GrowthRate,11,inc case,4,FI,0.7879324127159266,1.2691443883531799,0.18892306640434436
RobertWalraven-ESG,11,inc case,4,FI,0.9861336082654646,1.0140613722302045,0.15095176381981085
UMass-SemiMech,8,inc case,1,FI,0.881966121452363,1.1338303996907122,0.13054741062308337
USC-SIkJalpha,11,inc case,4,FI,1.0047956001068803,0.9952272879117203,0.14814814825406497
epiforecasts-EpiNow2,11,inc case,4,FI,1.3276329535787843,0.7532202310167033,0.11212331475232001
LANL-GrowthRate,11,inc case,5,FI,0.8240062880460042,1.2135829720078182,0.595597452244012
UMass-SemiMech,8,inc case,2,FI,0.8505750698568991,1.17567518193102,0.14336319514845666
USC-SIkJalpha,11,inc case,5,FI,1.2135829720078182,0.8240062880460042,0.404402547755988
UMass-SemiMech,8,inc case,3,FI,0.9399777466893124,1.0638549726545032,0.15920067851765207
UMass-SemiMech,8,inc case,4,FI,0.9305069985056876,1.0746829433909815,0.15997580648906468
IEM_Health-CovidProject,11,inc death,1,FI,1.0213633965910571,0.9790834519208732,0.11220614944144416
ILM-EKF,11,inc death,1,FI,1.398864556138378,0.7148654925967531,0.08192591156093344
LANL-GrowthRate,11,inc death,1,FI,1.151796912938926,0.8682086127912941,0.09949953210023404
RobertWalraven-ESG,11,inc death,1,FI,0.8315233281109239,1.2026120809765202,0.13782325767369122
USC-SIkJalpha,11,inc death,1,FI,0.9379340757641478,1.0661730134767589,0.12218689657751088
epiforecasts-EpiNow2,11,inc death,1,FI,0.8917902842136651,1.1213398684666638,0.12850919766744087
IEM_Health-CovidProject,11,inc death,2,FI,1.100817770465967,0.9084155677980275,0.10325830156577089
ILM-EKF,11,inc death,2,FI,1.256677890915841,0.7957488607293159,0.09045163771353935
LANL-GrowthRate,11,inc death,2,FI,1.3619646055919874,0.734233471188734,0.08345927114774582
RobertWalraven-ESG,11,inc death,2,FI,0.8078002414792687,1.2379298106779086,0.1407137154398233
USC-SIkJalpha,11,inc death,2,FI,0.7113469147288294,1.4057838437117665,0.15979344389940264
epiforecasts-EpiNow2,11,inc death,2,FI,0.9293806732638956,1.0759853618303639,0.12230572098356775
IEM_Health-CovidProject,11,inc death,3,FI,1.2374725375798716,0.808098741290617,0.09256777934145764
ILM-EKF,11,inc death,3,FI,1.1746046393556575,0.8513502897013596,0.09752224787963118
LANL-GrowthRate,11,inc death,3,FI,1.3100209783076444,0.7633465544130856,0.0874414125396596
RobertWalraven-ESG,11,inc death,3,FI,0.8230226618561901,1.2150333719179336,0.139182175787795
