"forecast_date","target","target_end_date","location","type","quantile","value","forecast_date","target","target_end_date","location","type","quantile","value","scenario_id"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.5,55918,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.5,2604418,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.55,55937,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.55,2607351,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.6,55956,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.6,2609544,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.65,55974,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.65,2613069,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.7,55999,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.7,2616815,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.75,56025,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.75,2620118,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.8,56056,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.8,2624794,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.85,56082,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.85,2629508,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.9,56121,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.9,2635728,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.95,56170,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.95,2643201,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.975,56214,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.975,2647894,"forecast"
2021-03-15,"4 wk ahead cum death",2021-04-10,"PL","quantile",0.99,56272,2021-03-15,"4 wk ahead cum case",2021-04-10,"PL","quantile",0.99,2655382,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.01,2160,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.01,187302,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.025,2221,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.025,193084,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.05,2273,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.05,197141,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.1,2324,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.1,202074,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.15,2350,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.15,206747,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.2,2382,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.2,209152,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.25,2406,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.25,211134,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.3,2426,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.3,213740,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.35,2446,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.35,216167,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.4,2465,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.4,218208,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.45,2481,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.45,220186,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.5,2498,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.5,222333,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.55,2520,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.55,224099,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.6,2535,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.6,226930,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.65,2552,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.65,228563,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.7,2572,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.7,230673,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.75,2588,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.75,232906,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.8,2609,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.8,235256,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.85,2634,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.85,238534,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.9,2675,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.9,242376,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.95,2727,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.95,247985,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.975,2758,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.975,252916,"forecast"
2021-03-15,"4 wk ahead inc death",2021-04-10,"PL","quantile",0.99,2795,2021-03-15,"4 wk ahead inc case",2021-04-10,"PL","quantile",0.99,257062,"forecast"
2021-03-15,"-1 wk ahead cum death",2021-03-06,"PL","observed",NA,45095,2021-03-15,"-1 wk ahead cum case",2021-03-06,"PL","observed",NA,1781226,"forecast"
2021-03-15,"0 wk ahead cum death",2021-03-13,"PL","observed",NA,47002,2021-03-15,"0 wk ahead cum case",2021-03-13,"PL","observed",NA,1889043,"forecast"
2021-03-15,"-1 wk ahead inc death",2021-03-06,"PL","observed",NA,1460,2021-03-15,"-1 wk ahead inc case",2021-03-06,"PL","observed",NA,84456,"forecast"
2021-03-15,"0 wk ahead inc death",2021-03-13,"PL","observed",NA,1907,2021-03-15,"0 wk ahead inc case",2021-03-13,"PL","observed",NA,107817,"forecast"
