"location","forecast_date","target_end_date","target","type","quantile","value","scenario_id"
"IE",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,83998,"forecast"
"IE",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,87077,"forecast"
"IE",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,94608,"forecast"
"IE",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,104443,"forecast"
"IE",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,113545,"forecast"
"IE",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,42,"forecast"
"IE",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,44,"forecast"
"IE",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,47,"forecast"
"IE",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,52,"forecast"
"IE",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,55,"forecast"
"IE",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,57,"forecast"
"IE",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,56,"forecast"
"IE",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,52,"forecast"
"IE",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,47,"forecast"
"IE",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,43,"forecast"
"IE",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,40,"forecast"
"IE",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,40,"forecast"
"IE",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,41,"forecast"
"IE",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,43,"forecast"
"IE",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,46,"forecast"
"IE",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,47,"forecast"
"IE",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,48,"forecast"
"IE",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,47,"forecast"
"IE",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,46,"forecast"
"IT",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,399068,"forecast"
"IT",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,339337,"forecast"
"IT",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,322319,"forecast"
"IT",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,338032,"forecast"
"IT",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,389397,"forecast"
"IT",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,488940,"forecast"
"IT",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,658703,"forecast"
"IT",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,930307,"forecast"
"IT",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,1327892,"forecast"
"IT",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,1815662,"forecast"
"IT",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,2232622,"forecast"
"IT",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,2337266,"forecast"
"IT",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,2066792,"forecast"
"IT",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,1639691,"forecast"
"IT",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,1290617,"forecast"
"IT",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,1094553,"forecast"
"IT",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,1035675,"forecast"
"IT",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,1075591,"forecast"
"IT",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,1181008,"forecast"
"IT",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,1409,"forecast"
"IT",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,1204,"forecast"
"IT",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,1135,"forecast"
"IT",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,1162,"forecast"
"IT",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,1240,"forecast"
"IT",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,1323,"forecast"
"IT",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,1364,"forecast"
"IT",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,1330,"forecast"
"IT",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,1212,"forecast"
"IT",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,1050,"forecast"
"IT",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,905,"forecast"
"IT",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,815,"forecast"
"IT",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,785,"forecast"
"IT",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,808,"forecast"
"IT",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,869,"forecast"
"IT",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,946,"forecast"
"IT",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,1008,"forecast"
"IT",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,1023,"forecast"
"IT",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,982,"forecast"
"LV",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,70563,"forecast"
"LV",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,65869,"forecast"
"LV",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,57380,"forecast"
"LV",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,48320,"forecast"
"LV",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,41388,"forecast"
"LV",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,37279,"forecast"
"LV",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,35630,"forecast"
"LV",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,35986,"forecast"
"LV",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,37835,"forecast"
"LV",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,40388,"forecast"
"LV",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,42699,"forecast"
"LV",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,44008,"forecast"
"LV",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,43660,"forecast"
"LV",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,41733,"forecast"
"LV",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,39163,"forecast"
"LV",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,36896,"forecast"
"LV",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,35495,"forecast"
"LV",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,35228,"forecast"
"LV",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,36202,"forecast"
"LV",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,66,"forecast"
"LV",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,62,"forecast"
"LV",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,59,"forecast"
"LV",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,59,"forecast"
"LV",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,59,"forecast"
"LV",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,60,"forecast"
"LV",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,59,"forecast"
"LV",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,57,"forecast"
"LV",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,54,"forecast"
"LV",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,53,"forecast"
"LV",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,53,"forecast"
"LV",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,55,"forecast"
"LV",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,56,"forecast"
"LV",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,57,"forecast"
"LV",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,57,"forecast"
"LV",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,55,"forecast"
"LV",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,53,"forecast"
"LV",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,51,"forecast"
"LV",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,50,"forecast"
"LT",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,63779,"forecast"
"LT",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,60411,"forecast"
"LT",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,58419,"forecast"
"LT",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,56905,"forecast"
"LT",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,56274,"forecast"
"LT",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,56768,"forecast"
"LT",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,58279,"forecast"
"LT",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,60432,"forecast"
"LT",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,62691,"forecast"
"LT",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,64163,"forecast"
"LT",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,64062,"forecast"
"LT",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,62652,"forecast"
"LT",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,60161,"forecast"
"LT",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,57066,"forecast"
"LT",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,53800,"forecast"
"LT",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,51014,"forecast"
"LT",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,49168,"forecast"
"LT",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,48417,"forecast"
"LT",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,49122,"forecast"
"LT",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,94,"forecast"
"LT",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,89,"forecast"
"LT",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,86,"forecast"
"LT",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,85,"forecast"
"LT",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,87,"forecast"
"LT",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,91,"forecast"
"LT",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,97,"forecast"
"LT",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,103,"forecast"
"LT",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,105,"forecast"
"LT",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,101,"forecast"
"LT",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,94,"forecast"
"LT",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,89,"forecast"
"LT",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,87,"forecast"
"LT",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,88,"forecast"
"LT",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,91,"forecast"
"LT",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,94,"forecast"
"LT",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,94,"forecast"
"LT",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,92,"forecast"
"LT",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,89,"forecast"
"NL",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,715603,"forecast"
"NL",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,597543,"forecast"
"NL",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,469883,"forecast"
"NL",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,374834,"forecast"
"NL",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,329809,"forecast"
"NL",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,324204,"forecast"
"NL",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,345118,"forecast"
"NL",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,380051,"forecast"
"NL",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,414243,"forecast"
"NL",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,429767,"forecast"
"NL",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,418293,"forecast"
"NL",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,389818,"forecast"
"NL",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,362377,"forecast"
"NL",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,341098,"forecast"
"NL",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,318531,"forecast"
"NL",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,306401,"forecast"
"NL",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,301632,"forecast"
"NL",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,299490,"forecast"
"NL",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,297500,"forecast"
"NL",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,154,"forecast"
"NL",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,149,"forecast"
"NL",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,147,"forecast"
"NL",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,146,"forecast"
"NL",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,144,"forecast"
"NL",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,142,"forecast"
"NL",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,141,"forecast"
"NL",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,139,"forecast"
"NL",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,138,"forecast"
"NL",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,138,"forecast"
"NL",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,139,"forecast"
"NL",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,141,"forecast"
"NL",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,145,"forecast"
"NL",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,153,"forecast"
"NL",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,162,"forecast"
"NL",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,170,"forecast"
"NL",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,174,"forecast"
"NL",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,174,"forecast"
"NL",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,170,"forecast"
"PL",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,189498,"forecast"
"PL",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,162686,"forecast"
"PL",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,140908,"forecast"
"PL",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,146267,"forecast"
"PL",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,159585,"forecast"
"PL",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,186799,"forecast"
"PL",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,231823,"forecast"
"PL",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,301993,"forecast"
"PL",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,407741,"forecast"
"PL",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,559362,"forecast"
"PL",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,759802,"forecast"
"PL",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,995641,"forecast"
"PL",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,1217242,"forecast"
"PL",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,1277059,"forecast"
"PL",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,935830,"forecast"
"PL",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,540359,"forecast"
"PL",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,273654,"forecast"
"PL",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,136592,"forecast"
"PL",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,80417,"forecast"
"PL",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,3262,"forecast"
"PL",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,1968,"forecast"
"PL",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,1052,"forecast"
"PL",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,554,"forecast"
"PL",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,338,"forecast"
"PL",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,285,"forecast"
"PL",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,326,"forecast"
"PL",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,405,"forecast"
"PL",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,499,"forecast"
"PL",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,612,"forecast"
"PL",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,756,"forecast"
"PL",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,959,"forecast"
"PL",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,1268,"forecast"
"PL",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,1778,"forecast"
"PL",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,2664,"forecast"
"PL",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,4137,"forecast"
"PL",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,6084,"forecast"
"PL",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,7456,"forecast"
"PL",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,6698,"forecast"
"PT",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,131593,"forecast"
"PT",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,98290,"forecast"
"PT",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,84443,"forecast"
"PT",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,82538,"forecast"
"PT",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,90108,"forecast"
"PT",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,107899,"forecast"
"PT",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,138703,"forecast"
"PT",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,185637,"forecast"
"PT",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,248305,"forecast"
"PT",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,313883,"forecast"
"PT",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,352451,"forecast"
"PT",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,339311,"forecast"
"PT",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,287644,"forecast"
"PT",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,234785,"forecast"
"PT",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,203187,"forecast"
"PT",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,195191,"forecast"
"PT",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,205577,"forecast"
"PT",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,225963,"forecast"
"PT",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,232163,"forecast"
"PT",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,126,"forecast"
"PT",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,121,"forecast"
"PT",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,125,"forecast"
"PT",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,130,"forecast"
"PT",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,127,"forecast"
"PT",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,116,"forecast"
"PT",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,102,"forecast"
"PT",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,91,"forecast"
"PT",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,83,"forecast"
"PT",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,80,"forecast"
"PT",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,80,"forecast"
"PT",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,81,"forecast"
"PT",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,85,"forecast"
"PT",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,89,"forecast"
"PT",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,92,"forecast"
"PT",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,93,"forecast"
"PT",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,92,"forecast"
"PT",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,91,"forecast"
"PT",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,90,"forecast"
"SK",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,161150,"forecast"
"SK",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,166675,"forecast"
"SK",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,163204,"forecast"
"SK",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,153083,"forecast"
"SK",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,140058,"forecast"
"SK",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,128193,"forecast"
"SK",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,119396,"forecast"
"SK",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,114372,"forecast"
"SK",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,113201,"forecast"
"SK",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,116047,"forecast"
"SK",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,121641,"forecast"
"SK",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,127787,"forecast"
"SK",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,131692,"forecast"
"SK",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,131650,"forecast"
"SK",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,127510,"forecast"
"SK",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,121531,"forecast"
"SK",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,116037,"forecast"
"SK",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,111928,"forecast"
"SK",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,109563,"forecast"
"SK",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,168,"forecast"
"SK",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,160,"forecast"
"SK",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,152,"forecast"
"SK",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,147,"forecast"
"SK",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,144,"forecast"
"SK",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,143,"forecast"
"SK",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,141,"forecast"
"SK",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,136,"forecast"
"SK",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,130,"forecast"
"SK",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,124,"forecast"
"SK",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,121,"forecast"
"SK",2022-02-13,2022-05-07,"12 wk ahead inc death","point",NA,123,"forecast"
"SK",2022-02-13,2022-05-14,"13 wk ahead inc death","point",NA,128,"forecast"
"SK",2022-02-13,2022-05-21,"14 wk ahead inc death","point",NA,135,"forecast"
"SK",2022-02-13,2022-05-28,"15 wk ahead inc death","point",NA,141,"forecast"
"SK",2022-02-13,2022-06-04,"16 wk ahead inc death","point",NA,145,"forecast"
"SK",2022-02-13,2022-06-11,"17 wk ahead inc death","point",NA,145,"forecast"
"SK",2022-02-13,2022-06-18,"18 wk ahead inc death","point",NA,140,"forecast"
"SK",2022-02-13,2022-06-25,"19 wk ahead inc death","point",NA,134,"forecast"
"SI",2022-02-13,2022-02-19,"1 wk ahead inc case","point",NA,41810,"forecast"
"SI",2022-02-13,2022-02-26,"2 wk ahead inc case","point",NA,30304,"forecast"
"SI",2022-02-13,2022-03-05,"3 wk ahead inc case","point",NA,24714,"forecast"
"SI",2022-02-13,2022-03-12,"4 wk ahead inc case","point",NA,22470,"forecast"
"SI",2022-02-13,2022-03-19,"5 wk ahead inc case","point",NA,22835,"forecast"
"SI",2022-02-13,2022-03-26,"6 wk ahead inc case","point",NA,25747,"forecast"
"SI",2022-02-13,2022-04-02,"7 wk ahead inc case","point",NA,31541,"forecast"
"SI",2022-02-13,2022-04-09,"8 wk ahead inc case","point",NA,40779,"forecast"
"SI",2022-02-13,2022-04-16,"9 wk ahead inc case","point",NA,53199,"forecast"
"SI",2022-02-13,2022-04-23,"10 wk ahead inc case","point",NA,65726,"forecast"
"SI",2022-02-13,2022-04-30,"11 wk ahead inc case","point",NA,72043,"forecast"
"SI",2022-02-13,2022-05-07,"12 wk ahead inc case","point",NA,67590,"forecast"
"SI",2022-02-13,2022-05-14,"13 wk ahead inc case","point",NA,55854,"forecast"
"SI",2022-02-13,2022-05-21,"14 wk ahead inc case","point",NA,44377,"forecast"
"SI",2022-02-13,2022-05-28,"15 wk ahead inc case","point",NA,37184,"forecast"
"SI",2022-02-13,2022-06-04,"16 wk ahead inc case","point",NA,34365,"forecast"
"SI",2022-02-13,2022-06-11,"17 wk ahead inc case","point",NA,35020,"forecast"
"SI",2022-02-13,2022-06-18,"18 wk ahead inc case","point",NA,38051,"forecast"
"SI",2022-02-13,2022-06-25,"19 wk ahead inc case","point",NA,42213,"forecast"
"SI",2022-02-13,2022-02-19,"1 wk ahead inc death","point",NA,22,"forecast"
"SI",2022-02-13,2022-02-26,"2 wk ahead inc death","point",NA,20,"forecast"
"SI",2022-02-13,2022-03-05,"3 wk ahead inc death","point",NA,20,"forecast"
"SI",2022-02-13,2022-03-12,"4 wk ahead inc death","point",NA,21,"forecast"
"SI",2022-02-13,2022-03-19,"5 wk ahead inc death","point",NA,23,"forecast"
"SI",2022-02-13,2022-03-26,"6 wk ahead inc death","point",NA,23,"forecast"
"SI",2022-02-13,2022-04-02,"7 wk ahead inc death","point",NA,22,"forecast"
"SI",2022-02-13,2022-04-09,"8 wk ahead inc death","point",NA,19,"forecast"
"SI",2022-02-13,2022-04-16,"9 wk ahead inc death","point",NA,17,"forecast"
"SI",2022-02-13,2022-04-23,"10 wk ahead inc death","point",NA,15,"forecast"
"SI",2022-02-13,2022-04-30,"11 wk ahead inc death","point",NA,14,"forecast"
