"location","forecast_date","target_end_date","target","type","quantile","value","scenario_id"
"IE",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,32159,"forecast"
"IE",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,37831,"forecast"
"IE",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,44408,"forecast"
"IE",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,50547,"forecast"
"IE",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,33,"forecast"
"IE",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,39,"forecast"
"IE",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,45,"forecast"
"IE",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,50,"forecast"
"IE",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,51,"forecast"
"IE",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,47,"forecast"
"IE",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,39,"forecast"
"IE",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,30,"forecast"
"IE",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,23,"forecast"
"IE",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,19,"forecast"
"IE",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,18,"forecast"
"IE",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,17,"forecast"
"IE",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,17,"forecast"
"IE",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,17,"forecast"
"IE",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,16,"forecast"
"IE",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,16,"forecast"
"IE",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,16,"forecast"
"IE",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,16,"forecast"
"IE",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,16,"forecast"
"IT",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,162071,"forecast"
"IT",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,192168,"forecast"
"IT",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,227494,"forecast"
"IT",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,269288,"forecast"
"IT",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,318534,"forecast"
"IT",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,376457,"forecast"
"IT",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,411959,"forecast"
"IT",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,379005,"forecast"
"IT",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,300490,"forecast"
"IT",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,210799,"forecast"
"IT",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,144155,"forecast"
"IT",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,109244,"forecast"
"IT",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,103696,"forecast"
"IT",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,125153,"forecast"
"IT",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,147833,"forecast"
"IT",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,175215,"forecast"
"IT",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,207520,"forecast"
"IT",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,245640,"forecast"
"IT",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,290559,"forecast"
"IT",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,690,"forecast"
"IT",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,817,"forecast"
"IT",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,967,"forecast"
"IT",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,1144,"forecast"
"IT",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,1339,"forecast"
"IT",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,1468,"forecast"
"IT",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,1416,"forecast"
"IT",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,1190,"forecast"
"IT",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,889,"forecast"
"IT",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,627,"forecast"
"IT",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,464,"forecast"
"IT",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,413,"forecast"
"IT",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,451,"forecast"
"IT",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,518,"forecast"
"IT",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,568,"forecast"
"IT",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,587,"forecast"
"IT",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,574,"forecast"
"IT",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,537,"forecast"
"IT",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,489,"forecast"
"LV",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,4761,"forecast"
"LV",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,5811,"forecast"
"LV",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,6872,"forecast"
"LV",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,8137,"forecast"
"LV",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,9632,"forecast"
"LV",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,11377,"forecast"
"LV",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,11985,"forecast"
"LV",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,10711,"forecast"
"LV",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,8243,"forecast"
"LV",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,5686,"forecast"
"LV",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,3921,"forecast"
"LV",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,3073,"forecast"
"LV",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,3091,"forecast"
"LV",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,3766,"forecast"
"LV",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,4444,"forecast"
"LV",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,5268,"forecast"
"LV",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,6243,"forecast"
"LV",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,7396,"forecast"
"LV",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,8756,"forecast"
"LV",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,29,"forecast"
"LV",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,35,"forecast"
"LV",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,41,"forecast"
"LV",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,49,"forecast"
"LV",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,57,"forecast"
"LV",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,62,"forecast"
"LV",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,58,"forecast"
"LV",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,47,"forecast"
"LV",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,35,"forecast"
"LV",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,24,"forecast"
"LV",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,18,"forecast"
"LV",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,17,"forecast"
"LV",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,19,"forecast"
"LV",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,22,"forecast"
"LV",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,27,"forecast"
"LV",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,32,"forecast"
"LV",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,38,"forecast"
"LV",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,45,"forecast"
"LV",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,53,"forecast"
"LT",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,10307,"forecast"
"LT",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,9851,"forecast"
"LT",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,9615,"forecast"
"LT",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,9692,"forecast"
"LT",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,10362,"forecast"
"LT",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,11508,"forecast"
"LT",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,12945,"forecast"
"LT",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,14196,"forecast"
"LT",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,14491,"forecast"
"LT",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,13397,"forecast"
"LT",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,11237,"forecast"
"LT",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,8875,"forecast"
"LT",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,7068,"forecast"
"LT",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,6168,"forecast"
"LT",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,6373,"forecast"
"LT",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,7661,"forecast"
"LT",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,9048,"forecast"
"LT",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,10712,"forecast"
"LT",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,12673,"forecast"
"LT",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,43,"forecast"
"LT",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,50,"forecast"
"LT",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,60,"forecast"
"LT",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,71,"forecast"
"LT",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,82,"forecast"
"LT",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,88,"forecast"
"LT",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,83,"forecast"
"LT",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,68,"forecast"
"LT",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,50,"forecast"
"LT",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,35,"forecast"
"LT",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,26,"forecast"
"LT",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,24,"forecast"
"LT",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,28,"forecast"
"LT",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,33,"forecast"
"LT",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,39,"forecast"
"LT",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,46,"forecast"
"LT",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,55,"forecast"
"LT",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,65,"forecast"
"LT",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,76,"forecast"
"NL",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,123520,"forecast"
"NL",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,149039,"forecast"
"NL",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,175107,"forecast"
"NL",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,206069,"forecast"
"NL",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,241992,"forecast"
"NL",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,283350,"forecast"
"NL",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,303940,"forecast"
"NL",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,276693,"forecast"
"NL",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,218946,"forecast"
"NL",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,155411,"forecast"
"NL",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,109084,"forecast"
"NL",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,85574,"forecast"
"NL",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,84113,"forecast"
"NL",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,101584,"forecast"
"NL",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,119228,"forecast"
"NL",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,140359,"forecast"
"NL",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,164904,"forecast"
"NL",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,193259,"forecast"
"NL",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,220528,"forecast"
"NL",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,147,"forecast"
"NL",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,172,"forecast"
"NL",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,200,"forecast"
"NL",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,219,"forecast"
"NL",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,221,"forecast"
"NL",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,207,"forecast"
"NL",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,182,"forecast"
"NL",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,155,"forecast"
"NL",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,131,"forecast"
"NL",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,111,"forecast"
"NL",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,96,"forecast"
"NL",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,83,"forecast"
"NL",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,73,"forecast"
"NL",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,64,"forecast"
"NL",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,57,"forecast"
"NL",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,52,"forecast"
"NL",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,48,"forecast"
"NL",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,45,"forecast"
"NL",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,43,"forecast"
"PL",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,146509,"forecast"
"PL",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,88761,"forecast"
"PL",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,40046,"forecast"
"PL",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,18069,"forecast"
"PL",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,9813,"forecast"
"PL",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,7257,"forecast"
"PL",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,7266,"forecast"
"PL",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,8863,"forecast"
"PL",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,10475,"forecast"
"PL",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,12439,"forecast"
"PL",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,14773,"forecast"
"PL",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,17543,"forecast"
"PL",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,20831,"forecast"
"PL",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,24734,"forecast"
"PL",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,29367,"forecast"
"PL",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,34864,"forecast"
"PL",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,41386,"forecast"
"PL",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,49122,"forecast"
"PL",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,58295,"forecast"
"PL",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,384,"forecast"
"PL",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,456,"forecast"
"PL",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,541,"forecast"
"PL",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,643,"forecast"
"PL",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,763,"forecast"
"PL",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,898,"forecast"
"PL",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,996,"forecast"
"PL",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,974,"forecast"
"PL",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,826,"forecast"
"PL",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,618,"forecast"
"PL",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,433,"forecast"
"PL",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,314,"forecast"
"PL",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,272,"forecast"
"PL",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,293,"forecast"
"PL",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,345,"forecast"
"PL",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,409,"forecast"
"PL",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,486,"forecast"
"PL",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,577,"forecast"
"PL",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,684,"forecast"
"PT",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,31645,"forecast"
"PT",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,37506,"forecast"
"PT",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,44121,"forecast"
"PT",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,52154,"forecast"
"PT",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,61573,"forecast"
"PT",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,72597,"forecast"
"PT",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,85453,"forecast"
"PT",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,99080,"forecast"
"PT",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,99177,"forecast"
"PT",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,85287,"forecast"
"PT",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,63844,"forecast"
"PT",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,44083,"forecast"
"PT",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,31570,"forecast"
"PT",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,26514,"forecast"
"PT",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,29078,"forecast"
"PT",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,34838,"forecast"
"PT",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,41188,"forecast"
"PT",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,47978,"forecast"
"PT",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,54313,"forecast"
"PT",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,80,"forecast"
"PT",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,94,"forecast"
"PT",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,109,"forecast"
"PT",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,122,"forecast"
"PT",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,132,"forecast"
"PT",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,138,"forecast"
"PT",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,140,"forecast"
"PT",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,138,"forecast"
"PT",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,132,"forecast"
"PT",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,124,"forecast"
"PT",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,114,"forecast"
"PT",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,102,"forecast"
"PT",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,90,"forecast"
"PT",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,77,"forecast"
"PT",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,66,"forecast"
"PT",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,54,"forecast"
"PT",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,44,"forecast"
"PT",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,36,"forecast"
"PT",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,29,"forecast"
"SK",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,40896,"forecast"
"SK",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,20533,"forecast"
"SK",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,9328,"forecast"
"SK",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,5541,"forecast"
"SK",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,4398,"forecast"
"SK",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,4790,"forecast"
"SK",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,5769,"forecast"
"SK",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,6846,"forecast"
"SK",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,8124,"forecast"
"SK",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,9640,"forecast"
"SK",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,11436,"forecast"
"SK",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,13564,"forecast"
"SK",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,16084,"forecast"
"SK",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,19066,"forecast"
"SK",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,22591,"forecast"
"SK",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,26756,"forecast"
"SK",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,31669,"forecast"
"SK",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,37459,"forecast"
"SK",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,43686,"forecast"
"SK",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,62,"forecast"
"SK",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,73,"forecast"
"SK",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,86,"forecast"
"SK",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,94,"forecast"
"SK",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,90,"forecast"
"SK",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,76,"forecast"
"SK",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,56,"forecast"
"SK",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,39,"forecast"
"SK",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,29,"forecast"
"SK",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,26,"forecast"
"SK",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,28,"forecast"
"SK",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,34,"forecast"
"SK",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,40,"forecast"
"SK",2021-12-13,2022-03-20,"14 wk ahead inc death","point",NA,47,"forecast"
"SK",2021-12-13,2022-03-27,"15 wk ahead inc death","point",NA,56,"forecast"
"SK",2021-12-13,2022-04-03,"16 wk ahead inc death","point",NA,66,"forecast"
"SK",2021-12-13,2022-04-10,"17 wk ahead inc death","point",NA,79,"forecast"
"SK",2021-12-13,2022-04-17,"18 wk ahead inc death","point",NA,90,"forecast"
"SK",2021-12-13,2022-04-24,"19 wk ahead inc death","point",NA,94,"forecast"
"SI",2021-12-13,2021-12-19,"1 wk ahead inc case","point",NA,7539,"forecast"
"SI",2021-12-13,2021-12-26,"2 wk ahead inc case","point",NA,6962,"forecast"
"SI",2021-12-13,2022-01-02,"3 wk ahead inc case","point",NA,8162,"forecast"
"SI",2021-12-13,2022-01-09,"4 wk ahead inc case","point",NA,9671,"forecast"
"SI",2021-12-13,2022-01-16,"5 wk ahead inc case","point",NA,11443,"forecast"
"SI",2021-12-13,2022-01-23,"6 wk ahead inc case","point",NA,13518,"forecast"
"SI",2021-12-13,2022-01-30,"7 wk ahead inc case","point",NA,15952,"forecast"
"SI",2021-12-13,2022-02-06,"8 wk ahead inc case","point",NA,18797,"forecast"
"SI",2021-12-13,2022-02-13,"9 wk ahead inc case","point",NA,21729,"forecast"
"SI",2021-12-13,2022-02-20,"10 wk ahead inc case","point",NA,21550,"forecast"
"SI",2021-12-13,2022-02-27,"11 wk ahead inc case","point",NA,18365,"forecast"
"SI",2021-12-13,2022-03-06,"12 wk ahead inc case","point",NA,13625,"forecast"
"SI",2021-12-13,2022-03-13,"13 wk ahead inc case","point",NA,9367,"forecast"
"SI",2021-12-13,2022-03-20,"14 wk ahead inc case","point",NA,6725,"forecast"
"SI",2021-12-13,2022-03-27,"15 wk ahead inc case","point",NA,5704,"forecast"
"SI",2021-12-13,2022-04-03,"16 wk ahead inc case","point",NA,6345,"forecast"
"SI",2021-12-13,2022-04-10,"17 wk ahead inc case","point",NA,7587,"forecast"
"SI",2021-12-13,2022-04-17,"18 wk ahead inc case","point",NA,8981,"forecast"
"SI",2021-12-13,2022-04-24,"19 wk ahead inc case","point",NA,10616,"forecast"
"SI",2021-12-13,2021-12-19,"1 wk ahead inc death","point",NA,11,"forecast"
"SI",2021-12-13,2021-12-26,"2 wk ahead inc death","point",NA,13,"forecast"
"SI",2021-12-13,2022-01-02,"3 wk ahead inc death","point",NA,16,"forecast"
"SI",2021-12-13,2022-01-09,"4 wk ahead inc death","point",NA,19,"forecast"
"SI",2021-12-13,2022-01-16,"5 wk ahead inc death","point",NA,22,"forecast"
"SI",2021-12-13,2022-01-23,"6 wk ahead inc death","point",NA,27,"forecast"
"SI",2021-12-13,2022-01-30,"7 wk ahead inc death","point",NA,31,"forecast"
"SI",2021-12-13,2022-02-06,"8 wk ahead inc death","point",NA,35,"forecast"
"SI",2021-12-13,2022-02-13,"9 wk ahead inc death","point",NA,36,"forecast"
"SI",2021-12-13,2022-02-20,"10 wk ahead inc death","point",NA,32,"forecast"
"SI",2021-12-13,2022-02-27,"11 wk ahead inc death","point",NA,25,"forecast"
"SI",2021-12-13,2022-03-06,"12 wk ahead inc death","point",NA,18,"forecast"
"SI",2021-12-13,2022-03-13,"13 wk ahead inc death","point",NA,13,"forecast"
