"date","location","location_name","inc_case","inc_death"
2020-06-14,"GBR","United Kingdom",7136,747
2020-06-14,"GRC","Greece",124,3
2020-06-14,"HRV","Croatia",5,3
2020-06-14,"HUN","Hungary",106,21
2020-06-14,"IRL","Ireland",102,27
2020-06-14,"ISL","Iceland",3,0
2020-06-14,"ITA","Italy",1991,446
2020-06-14,"LIE","Liechtenstein",0,0
2020-06-14,"LTU","Lithuania",54,4
2020-06-14,"LUX","Luxembourg",31,0
2020-06-14,"LVA","Latvia",9,3
2020-06-14,"MLT","Malta",20,0
2020-06-14,"NLD","Netherlands",1209,46
2020-06-14,"NOR","Norway",102,4
2020-06-14,"POL","Poland",2831,90
2020-06-14,"PRT","Portugal",2197,38
2020-06-14,"ROU","Romania",1520,84
2020-06-14,"SVK","Slovakia",20,0
2020-06-14,"SVN","Slovenia",10,1
2020-06-14,"SWE","Sweden",7123,227
2020-06-21,"AUT","Austria",247,13
2020-06-21,"BEL","Belgium",668,43
2020-06-21,"BGR","Bulgaria",615,25
2020-06-21,"CHE","Switzerland",175,3
2020-06-21,"CYP","Cyprus",3,1
2020-06-21,"CZE","Czechia",474,7
2020-06-21,"DEU","Germany",3898,94
2020-06-21,"DNK","Denmark",198,3
2020-06-21,"ESP","Spain",2395,1188
2020-06-21,"EST","Estonia",8,0
2020-06-21,"FIN","Finland",39,0
2020-06-21,"FRA","France",3157,233
2020-06-21,"GBR","United Kingdom",6680,512
2020-06-21,"GRC","Greece",145,7
2020-06-21,"HRV","Croatia",65,0
2020-06-21,"HUN","Hungary",26,9
2020-06-21,"IRL","Ireland",76,9
2020-06-21,"ISL","Iceland",5,0
2020-06-21,"ITA","Italy",1510,289
2020-06-21,"LIE","Liechtenstein",0,0
2020-06-21,"LTU","Lithuania",30,1
2020-06-21,"LUX","Luxembourg",50,0
2020-06-21,"LVA","Latvia",14,2
2020-06-21,"MLT","Malta",15,0
2020-06-21,"NLD","Netherlands",810,31
2020-06-21,"NOR","Norway",102,2
2020-06-21,"POL","Poland",2539,109
2020-06-21,"PRT","Portugal",2443,13
2020-06-21,"ROU","Romania",2046,102
2020-06-21,"SVK","Slovakia",39,0
2020-06-21,"SVN","Slovenia",25,0
2020-06-21,"SWE","Sweden",7073,190
2020-06-28,"AUT","Austria",340,12
2020-06-28,"BEL","Belgium",607,39
2020-06-28,"BGR","Bulgaria",786,20
2020-06-28,"CHE","Switzerland",325,2
2020-06-28,"CYP","Cyprus",8,0
2020-06-28,"CZE","Czechia",1105,12
2020-06-28,"DEU","Germany",3402,76
2020-06-28,"DNK","Denmark",284,4
2020-06-28,"ESP","Spain",2466,22
2020-06-28,"EST","Estonia",6,0
2020-06-28,"FIN","Finland",48,2
2020-06-28,"FRA","France",2559,138
2020-06-28,"GBR","United Kingdom",5240,442
2020-06-28,"GRC","Greece",110,1
2020-06-28,"HRV","Croatia",374,0
2020-06-28,"HUN","Hungary",40,9
2020-06-28,"IRL","Ireland",60,20
2020-06-28,"ISL","Iceland",6,0
2020-06-28,"ITA","Italy",1811,104
2020-06-28,"LIE","Liechtenstein",0,0
2020-06-28,"LTU","Lithuania",18,2
2020-06-28,"LUX","Luxembourg",122,0
2020-06-28,"LVA","Latvia",5,0
2020-06-28,"MLT","Malta",5,0
2020-06-28,"NLD","Netherlands",554,15
2020-06-28,"NOR","Norway",107,5
2020-06-28,"POL","Poland",1976,82
2020-06-28,"PRT","Portugal",2513,34
2020-06-28,"ROU","Romania",2268,100
2020-06-28,"SVK","Slovakia",77,0
2020-06-28,"SVN","Slovenia",61,2
2020-06-28,"SWE","Sweden",7459,134
2020-07-05,"AUT","Austria",644,4
2020-07-05,"BEL","Belgium",637,25
2020-07-05,"BGR","Bulgaria",1049,27
2020-07-05,"CHE","Switzerland",650,4
2020-07-05,"CYP","Cyprus",9,0
2020-07-05,"CZE","Czechia",912,0
2020-07-05,"DEU","Germany",2793,55
2020-07-05,"DNK","Denmark",157,2
2020-07-05,"ESP","Spain",2819,42
2020-07-05,"EST","Estonia",6,0
2020-07-05,"FIN","Finland",81,0
2020-07-05,"FRA","France",4024,115
2020-07-05,"GBR","United Kingdom",4026,312
2020-07-05,"GRC","Greece",143,1
2020-07-05,"HRV","Croatia",460,6
2020-07-05,"HUN","Hungary",41,8
2020-07-05,"IRL","Ireland",88,6
2020-07-05,"ISL","Iceland",9,0
2020-07-05,"ITA","Italy",1301,123
2020-07-05,"LIE","Liechtenstein",1,0
2020-07-05,"LTU","Lithuania",20,1
2020-07-05,"LUX","Luxembourg",280,0
2020-07-05,"LVA","Latvia",8,0
2020-07-05,"MLT","Malta",2,0
2020-07-05,"NLD","Netherlands",474,22
2020-07-05,"NOR","Norway",80,2
2020-07-05,"POL","Poland",2043,79
2020-07-05,"PRT","Portugal",2251,50
2020-07-05,"ROU","Romania",2660,138
2020-07-05,"SVK","Slovakia",100,0
2020-07-05,"SVN","Slovenia",119,0
2020-07-05,"SWE","Sweden",4276,97
2020-07-12,"AUT","Austria",578,2
2020-07-12,"BEL","Belgium",704,13
2020-07-12,"BGR","Bulgaria",1512,22
2020-07-12,"CHE","Switzerland",614,0
2020-07-12,"CYP","Cyprus",18,0
2020-07-12,"CZE","Czechia",659,4
2020-07-12,"DEU","Germany",2409,48
2020-07-12,"DNK","Denmark",114,3
2020-07-12,"ESP","Spain",4164,18
2020-07-12,"EST","Estonia",21,0
2020-07-12,"FIN","Finland",20,0
2020-07-12,"FRA","France",3792,111
2020-07-12,"GBR","United Kingdom",4271,213
2020-07-12,"GRC","Greece",284,1
2020-07-12,"HRV","Croatia",571,6
2020-07-12,"HUN","Hungary",51,6
2020-07-12,"IRL","Ireland",101,5
2020-07-12,"ISL","Iceland",3,0
2020-07-12,"ITA","Italy",1450,93
2020-07-12,"LIE","Liechtenstein",1,0
2020-07-12,"LTU","Lithuania",33,0
2020-07-12,"LUX","Luxembourg",403,1
2020-07-12,"LVA","Latvia",49,0
2020-07-12,"MLT","Malta",2,0
2020-07-12,"NLD","Netherlands",401,8
2020-07-12,"NOR","Norway",70,1
2020-07-12,"POL","Poland",1941,54
2020-07-12,"PRT","Portugal",2615,46
2020-07-12,"ROU","Romania",3562,134
2020-07-12,"SVK","Slovakia",137,0
2020-07-12,"SVN","Slovenia",141,0
2020-07-12,"SWE","Sweden",2179,82
2020-07-19,"AUT","Austria",724,2
2020-07-19,"BEL","Belgium",1385,19
2020-07-19,"BGR","Bulgaria",1481,32
2020-07-19,"CHE","Switzerland",706,2
2020-07-19,"CYP","Cyprus",17,0
2020-07-19,"CZE","Czechia",771,7
2020-07-19,"DEU","Germany",2860,22
2020-07-19,"DNK","Denmark",227,2
2020-07-19,"ESP","Spain",8883,16
2020-07-19,"EST","Estonia",7,0
2020-07-19,"FIN","Finland",46,0
2020-07-19,"FRA","France",3922,148
2020-07-19,"GBR","United Kingdom",4310,150
2020-07-19,"GRC","Greece",204,1
2020-07-19,"HRV","Croatia",632,1
2020-07-19,"HUN","Hungary",99,1
2020-07-19,"IRL","Ireland",132,7
2020-07-19,"ISL","Iceland",6,0
2020-07-19,"ITA","Italy",1373,91
2020-07-19,"LIE","Liechtenstein",2,0
2020-07-19,"LTU","Lithuania",63,1
2020-07-19,"LUX","Luxembourg",558,0
2020-07-19,"LVA","Latvia",19,1
2020-07-19,"MLT","Malta",2,0
2020-07-19,"NLD","Netherlands",703,1
2020-07-19,"NOR","Norway",50,3
2020-07-19,"POL","Poland",2213,53
2020-07-19,"PRT","Portugal",2124,29
2020-07-19,"ROU","Romania",4923,142
2020-07-19,"SVK","Slovakia",78,0
2020-07-19,"SVN","Slovenia",105,0
2020-07-19,"SWE","Sweden",1622,51
2020-07-26,"AUT","Austria",915,2
2020-07-26,"BEL","Belgium",2489,15
2020-07-26,"BGR","Bulgaria",1694,40
2020-07-26,"CHE","Switzerland",821,13
2020-07-26,"CYP","Cyprus",19,0
2020-07-26,"CZE","Czechia",1379,12
2020-07-26,"DEU","Germany",3786,32
2020-07-26,"DNK","Denmark",265,2
2020-07-26,"ESP","Spain",13946,12
2020-07-26,"EST","Estonia",13,0
2020-07-26,"FIN","Finland",55,1
2020-07-26,"FRA","France",5854,40
2020-07-26,"GBR","United Kingdom",4549,116
2020-07-26,"GRC","Greece",186,8
2020-07-26,"HRV","Croatia",503,16
2020-07-26,"HUN","Hungary",115,0
2020-07-26,"IRL","Ireland",121,10
2020-07-26,"ISL","Iceland",8,0
2020-07-26,"ITA","Italy",1684,62
2020-07-26,"LIE","Liechtenstein",0,0
2020-07-26,"LTU","Lithuania",76,0
2020-07-26,"LUX","Luxembourg",789,1
2020-07-26,"LVA","Latvia",27,0
2020-07-26,"MLT","Malta",24,0
2020-07-26,"NLD","Netherlands",1221,4
2020-07-26,"NOR","Norway",70,0
2020-07-26,"POL","Poland",2961,47
2020-07-26,"PRT","Portugal",1528,28
2020-07-26,"ROU","Romania",7340,161
2020-07-26,"SVK","Slovakia",200,0
2020-07-26,"SVN","Slovenia",136,4
2020-07-26,"SWE","Sweden",1316,30
2020-08-02,"AUT","Austria",823,6
2020-08-02,"BEL","Belgium",3759,20
2020-08-02,"BGR","Bulgaria",1528,48
2020-08-02,"CHE","Switzerland",1136,5
2020-08-02,"CYP","Cyprus",93,0
2020-08-02,"CZE","Czechia",1476,12
2020-08-02,"DEU","Germany",4793,30
2020-08-02,"DNK","Denmark",351,2
2020-08-02,"ESP","Spain",18272,38
2020-08-02,"EST","Estonia",45,0
2020-08-02,"FIN","Finland",60,0
2020-08-02,"FRA","France",7391,73
2020-08-02,"GBR","United Kingdom",4444,96
2020-08-02,"GRC","Greece",469,6
2020-08-02,"HRV","Croatia",403,13
2020-08-02,"HUN","Hungary",87,1
2020-08-02,"IRL","Ireland",281,0
2020-08-02,"ISL","Iceland",60,0
2020-08-02,"ITA","Italy",1952,47
2020-08-02,"LIE","Liechtenstein",2,0
2020-08-02,"LTU","Lithuania",102,0
2020-08-02,"LUX","Luxembourg",423,5
2020-08-02,"LVA","Latvia",24,1
2020-08-02,"MLT","Malta",84,0
2020-08-02,"NLD","Netherlands",2097,0
2020-08-02,"NOR","Norway",123,0
2020-08-02,"POL","Poland",3829,60
2020-08-02,"PRT","Portugal",1299,21
2020-08-02,"ROU","Romania",8388,226
2020-08-02,"SVK","Slovakia",165,1
2020-08-02,"SVN","Slovenia",98,2
2020-08-02,"SWE","Sweden",1556,16
2020-08-09,"AUT","Austria",702,3
2020-08-09,"BEL","Belgium",4340,30
2020-08-09,"BGR","Bulgaria",1441,59
2020-08-09,"CHE","Switzerland",1053,6
2020-08-09,"CYP","Cyprus",92,0
2020-08-09,"CZE","Czechia",1555,6
2020-08-09,"DEU","Germany",5925,49
2020-08-09,"DNK","Denmark",653,2
2020-08-09,"ESP","Spain",25926,104
2020-08-09,"EST","Estonia",73,0
2020-08-09,"FIN","Finland",131,2
2020-08-09,"FRA","France",10002,59
2020-08-09,"GBR","United Kingdom",6130,71
2020-08-09,"GRC","Greece",961,4
2020-08-09,"HRV","Croatia",344,8
2020-08-09,"HUN","Hungary",161,5
2020-08-09,"IRL","Ireland",550,9
2020-08-09,"ISL","Iceland",51,0
2020-08-09,"ITA","Italy",2496,51
2020-08-09,"LIE","Liechtenstein",0,0
2020-08-09,"LTU","Lithuania",142,1
2020-08-09,"LUX","Luxembourg",418,2
2020-08-09,"LVA","Latvia",47,0
2020-08-09,"MLT","Malta",223,0
2020-08-09,"NLD","Netherlands",3521,8
2020-08-09,"NOR","Norway",260,1
2020-08-09,"POL","Poland",4897,76
2020-08-09,"PRT","Portugal",1205,18
2020-08-09,"ROU","Romania",8582,287
2020-08-09,"SVK","Slovakia",252,2
2020-08-09,"SVN","Slovenia",69,3
2020-08-09,"SWE","Sweden",2014,16
2020-08-16,"AUT","Austria",1362,7
2020-08-16,"BEL","Belgium",3751,75
2020-08-16,"BGR","Bulgaria",969,51
2020-08-16,"CHE","Switzerland",1517,4
2020-08-16,"CYP","Cyprus",90,1
2020-08-16,"CZE","Czechia",1657,8
2020-08-16,"DEU","Germany",7687,35
2020-08-16,"DNK","Denmark",1175,4
2020-08-16,"ESP","Spain",36102,70
2020-08-16,"EST","Estonia",38,0
2020-08-16,"FIN","Finland",147,2
2020-08-16,"FRA","France",20615,86
2020-08-16,"GBR","United Kingdom",7659,88
2020-08-16,"GRC","Greece",1452,16
2020-08-16,"HRV","Croatia",967,9
2020-08-16,"HUN","Hungary",220,6
2020-08-16,"IRL","Ireland",545,2
2020-08-16,"ISL","Iceland",53,0
2020-08-16,"ITA","Italy",3349,191
2020-08-16,"LIE","Liechtenstein",4,0
2020-08-16,"LTU","Lithuania",164,0
2020-08-16,"LUX","Luxembourg",326,4
2020-08-16,"LVA","Latvia",32,0
2020-08-16,"MLT","Malta",367,0
2020-08-16,"NLD","Netherlands",4379,15
2020-08-16,"NOR","Norway",382,5
2020-08-16,"POL","Poland",4893,70
2020-08-16,"PRT","Portugal",1434,22
2020-08-16,"ROU","Romania",8693,291
2020-08-16,"SVK","Slovakia",306,0
2020-08-16,"SVN","Slovenia",167,4
2020-08-16,"SWE","Sweden",2052,17
2020-08-23,"AUT","Austria",1866,4
2020-08-23,"BEL","Belgium",3453,42
2020-08-23,"BGR","Bulgaria",922,47
2020-08-23,"CHE","Switzerland",1771,4
2020-08-23,"CYP","Cyprus",89,1
2020-08-23,"CZE","Czechia",1911,15
2020-08-23,"DEU","Germany",9561,40
2020-08-23,"DNK","Denmark",510,0
2020-08-23,"ESP","Spain",46354,226
2020-08-23,"EST","Estonia",82,0
2020-08-23,"FIN","Finland",189,1
2020-08-23,"FRA","France",24363,103
2020-08-23,"GBR","United Kingdom",7158,63
2020-08-23,"GRC","Greece",1589,14
2020-08-23,"HRV","Croatia",1604,5
2020-08-23,"HUN","Hungary",239,5
2020-08-23,"IRL","Ireland",712,3
2020-08-23,"ISL","Iceland",53,0
2020-08-23,"ITA","Italy",5430,41
2020-08-23,"LIE","Liechtenstein",8,0
2020-08-23,"LTU","Lithuania",219,3
2020-08-23,"LUX","Luxembourg",265,1
2020-08-23,"LVA","Latvia",15,1
2020-08-23,"MLT","Malta",295,1
2020-08-23,"NLD","Netherlands",3547,28
2020-08-23,"NOR","Norway",347,3
2020-08-23,"POL","Poland",5078,78
2020-08-23,"PRT","Portugal",1495,18
2020-08-23,"ROU","Romania",8064,281
2020-08-23,"SVK","Slovakia",454,2
2020-08-23,"SVN","Slovenia",235,3
2020-08-23,"SWE","Sweden",1687,17
2020-08-30,"AUT","Austria",1979,1
2020-08-30,"BEL","Belgium",3121,28
2020-08-30,"BGR","Bulgaria",903,68
2020-08-30,"CHE","Switzerland",2104,5
2020-08-30,"CYP","Cyprus",66,0
2020-08-30,"CZE","Czechia",2444,11
2020-08-30,"DEU","Germany",8806,26
2020-08-30,"DNK","Denmark",573,3
2020-08-30,"ESP","Spain",57422,222
2020-08-30,"EST","Estonia",101,1
2020-08-30,"FIN","Finland",157,1
2020-08-30,"FRA","France",35044,93
2020-08-30,"GBR","United Kingdom",8825,70
2020-08-30,"GRC","Greece",1470,20
2020-08-30,"HRV","Croatia",1948,13
2020-08-30,"HUN","Hungary",806,1
2020-08-30,"IRL","Ireland",791,0
2020-08-30,"ISL","Iceland",41,0
2020-08-30,"ITA","Italy",8873,40
2020-08-30,"LIE","Liechtenstein",7,0
2020-08-30,"LTU","Lithuania",239,2
2020-08-30,"LUX","Luxembourg",-1079,0
2020-08-30,"LVA","Latvia",56,1
2020-08-30,"MLT","Malta",217,2
2020-08-30,"NLD","Netherlands",3581,24
2020-08-30,"NOR","Norway",346,0
2020-08-30,"POL","Poland",5108,78
2020-08-30,"PRT","Portugal",2171,23
2020-08-30,"ROU","Romania",8260,306
2020-08-30,"SVK","Slovakia",520,0
2020-08-30,"SVN","Slovenia",214,1
2020-08-30,"SWE","Sweden",1200,11
2020-09-06,"AUT","Austria",1976,3
2020-09-06,"BEL","Belgium",3655,17
2020-09-06,"BGR","Bulgaria",860,58
2020-09-06,"CHE","Switzerland",2387,8
2020-09-06,"CYP","Cyprus",22,0
2020-09-06,"CZE","Czechia",3789,13
2020-09-06,"DEU","Germany",8418,27
2020-09-06,"DNK","Denmark",847,3
2020-09-06,"ESP","Spain",62691,422
2020-09-06,"EST","Estonia",142,0
2020-09-06,"FIN","Finland",214,1
2020-09-06,"FRA","France",46834,95
2020-09-06,"GBR","United Kingdom",12685,52
2020-09-06,"GRC","Greece",1390,22
2020-09-06,"HRV","Croatia",1841,14
2020-09-06,"HUN","Hungary",2426,10
2020-09-06,"IRL","Ireland",912,0
2020-09-06,"ISL","Iceland",36,0
2020-09-06,"ITA","Italy",9416,64
2020-09-06,"LIE","Liechtenstein",0,0
2020-09-06,"LTU","Lithuania",209,0
2020-09-06,"LUX","Luxembourg",271,0
2020-09-06,"LVA","Latvia",35,1
2020-09-06,"MLT","Malta",192,2
2020-09-06,"NLD","Netherlands",4644,19
2020-09-06,"NOR","Norway",577,0
2020-09-06,"POL","Poland",3954,87
2020-09-06,"PRT","Portugal",2490,21
2020-09-06,"ROU","Romania",8229,315
2020-09-06,"SVK","Slovakia",738,4
2020-09-06,"SVN","Slovenia",309,2
2020-09-06,"SWE","Sweden",1332,11
2020-09-13,"AUT","Austria",4141,20
2020-09-13,"BEL","Belgium",6158,19
2020-09-13,"BGR","Bulgaria",868,49
2020-09-13,"CHE","Switzerland",2775,14
2020-09-13,"CYP","Cyprus",17,0
2020-09-13,"CZE","Czechia",8032,20
2020-09-13,"DEU","Germany",9556,25
2020-09-13,"DNK","Denmark",1669,2
2020-09-13,"ESP","Spain",68181,332
2020-09-13,"EST","Estonia",161,0
2020-09-13,"FIN","Finland",289,1
2020-09-13,"FRA","France",56317,215
2020-09-13,"GBR","United Kingdom",21352,77
2020-09-13,"GRC","Greece",1716,21
2020-09-13,"HRV","Croatia",1569,26
2020-09-13,"HUN","Hungary",3922,13
2020-09-13,"IRL","Ireland",1313,7
2020-09-13,"ISL","Iceland",24,0
2020-09-13,"ITA","Italy",10119,69
2020-09-13,"LIE","Liechtenstein",3,0
2020-09-13,"LTU","Lithuania",252,1
2020-09-13,"LUX","Luxembourg",298,0
2020-09-13,"LVA","Latvia",46,0
2020-09-13,"MLT","Malta",329,1
2020-09-13,"NLD","Netherlands",7308,11
2020-09-13,"NOR","Norway",746,1
2020-09-13,"POL","Poland",3328,68
2020-09-13,"PRT","Portugal",3725,27
2020-09-13,"ROU","Romania",8481,270
2020-09-13,"SVK","Slovakia",918,1
2020-09-13,"SVN","Slovenia",528,1
2020-09-13,"SWE","Sweden",1592,14
2020-09-20,"AUT","Austria",5222,10
2020-09-20,"BEL","Belgium",10108,27
2020-09-20,"BGR","Bulgaria",945,41
2020-09-20,"CHE","Switzerland",2103,18
2020-09-20,"CYP","Cyprus",74,1
2020-09-20,"CZE","Czechia",13052,47
2020-09-20,"DEU","Germany",11982,36
2020-09-20,"DNK","Denmark",2631,6
2020-09-20,"ESP","Spain",77738,815
2020-09-20,"EST","Estonia",248,0
2020-09-20,"FIN","Finland",400,2
2020-09-20,"FRA","France",72669,369
2020-09-20,"GBR","United Kingdom",25753,149
2020-09-20,"GRC","Greece",1902,33
2020-09-20,"HRV","Croatia",1389,24
2020-09-20,"HUN","Hungary",6557,49
2020-09-20,"IRL","Ireland",1948,8
2020-09-20,"ISL","Iceland",181,0
2020-09-20,"ITA","Italy",10403,97
2020-09-20,"LIE","Liechtenstein",1,0
2020-09-20,"LTU","Lithuania",409,0
2020-09-20,"LUX","Luxembourg",610,0
2020-09-20,"LVA","Latvia",51,1
2020-09-20,"MLT","Malta",371,6
2020-09-20,"NLD","Netherlands",11661,25
2020-09-20,"NOR","Norway",779,2
2020-09-20,"POL","Poland",5088,105
2020-09-20,"PRT","Portugal",4594,45
2020-09-20,"ROU","Romania",9286,272
2020-09-20,"SVK","Slovakia",1145,1
2020-09-20,"SVN","Slovenia",718,2
2020-09-20,"SWE","Sweden",2080,12
2020-09-27,"AUT","Austria",4909,21
2020-09-27,"BEL","Belgium",11274,39
2020-09-27,"BGR","Bulgaria",1192,35
2020-09-27,"CHE","Switzerland",2693,14
2020-09-27,"CYP","Cyprus",96,0
2020-09-27,"CZE","Czechia",15357,103
2020-09-27,"DEU","Germany",12995,74
2020-09-27,"DNK","Denmark",4790,14
2020-09-27,"ESP","Spain",76798,748
2020-09-27,"EST","Estonia",276,0
2020-09-27,"FIN","Finland",702,4
2020-09-27,"FRA","France",84806,442
2020-09-27,"GBR","United Kingdom",40712,211
2020-09-27,"GRC","Greece",2302,41
2020-09-27,"HRV","Croatia",1275,24
2020-09-27,"HUN","Hungary",5850,63
2020-09-27,"IRL","Ireland",2057,10
2020-09-27,"ISL","Iceland",277,0
2020-09-27,"ITA","Italy",11714,128
2020-09-27,"LIE","Liechtenstein",5,0
2020-09-27,"LTU","Lithuania",641,4
2020-09-27,"LUX","Luxembourg",553,0
2020-09-27,"LVA","Latvia",151,0
2020-09-27,"MLT","Malta",230,11
2020-09-27,"NLD","Netherlands",17826,95
2020-09-27,"NOR","Norway",761,3
2020-09-27,"POL","Poland",8090,139
2020-09-27,"PRT","Portugal",5027,41
2020-09-27,"ROU","Romania",9892,283
2020-09-27,"SVK","Slovakia",2401,5
2020-09-27,"SVN","Slovenia",930,3
2020-09-27,"SWE","Sweden",2919,10
2020-10-04,"AUT","Austria",5152,26
2020-10-04,"BEL","Belgium",18884,84
2020-10-04,"BGR","Bulgaria",1532,48
2020-10-04,"CHE","Switzerland",2399,5
2020-10-04,"CYP","Cyprus",128,0
2020-10-04,"CZE","Czechia",17849,121
2020-10-04,"DEU","Germany",15287,74
2020-10-04,"DNK","Denmark",3043,9
2020-10-04,"ESP","Spain",65146,814
2020-10-04,"EST","Estonia",407,3
2020-10-04,"FIN","Finland",856,2
2020-10-04,"FRA","France",80601,503
2020-10-04,"GBR","United Kingdom",68009,362
2020-10-04,"GRC","Greece",2398,30
2020-10-04,"HRV","Croatia",1462,26
2020-10-04,"HUN","Hungary",6764,84
2020-10-04,"IRL","Ireland",3042,8
2020-10-04,"ISL","Iceland",298,0
2020-10-04,"ITA","Italy",15459,151
2020-10-04,"LIE","Liechtenstein",9,0
2020-10-04,"LTU","Lithuania",800,3
2020-10-04,"LUX","Luxembourg",352,1
2020-10-04,"LVA","Latvia",410,2
2020-10-04,"MLT","Malta",311,7
2020-10-04,"NLD","Netherlands",24239,80
2020-10-04,"NOR","Norway",743,5
2020-10-04,"POL","Poland",10810,172
2020-10-04,"PRT","Portugal",4643,42
2020-10-04,"ROU","Romania",11392,229
2020-10-04,"SVK","Slovakia",4061,11
2020-10-04,"SVN","Slovenia",1148,4
2020-10-04,"SWE","Sweden",3642,18
2020-10-11,"AUT","Austria",7365,51
2020-10-11,"BEL","Belgium",38829,139
2020-10-11,"BGR","Bulgaria",2815,48
2020-10-11,"CHE","Switzerland",5967,10
2020-10-11,"CYP","Cyprus",162,3
2020-10-11,"CZE","Czechia",34664,307
2020-10-11,"DEU","Germany",24712,87
2020-10-11,"DNK","Denmark",2742,11
2020-10-11,"ESP","Spain",75556,899
2020-10-11,"EST","Estonia",258,1
2020-10-11,"FIN","Finland",1460,1
2020-10-11,"FRA","France",115804,500
2020-10-11,"GBR","United Kingdom",100738,475
2020-10-11,"GRC","Greece",2516,40
2020-10-11,"HRV","Croatia",2781,26
2020-10-11,"HUN","Hungary",7097,135
2020-10-11,"IRL","Ireland",4496,16
2020-10-11,"ISL","Iceland",605,0
2020-10-11,"ITA","Italy",29621,180
2020-10-11,"LIE","Liechtenstein",12,0
2020-10-11,"LTU","Lithuania",937,9
2020-10-11,"LUX","Luxembourg",651,5
2020-10-11,"LVA","Latvia",584,2
2020-10-11,"MLT","Malta",517,4
2020-10-11,"NLD","Netherlands",38701,130
2020-10-11,"NOR","Norway",1072,0
2020-10-11,"POL","Poland",27676,400
2020-10-11,"PRT","Portugal",8417,85
2020-10-11,"ROU","Romania",21218,464
2020-10-11,"SVK","Slovakia",6712,6
2020-10-11,"SVN","Slovenia",2167,2
2020-10-11,"SWE","Sweden",4278,23
2020-10-18,"AUT","Austria",9574,46
2020-10-18,"BEL","Belgium",72195,236
2020-10-18,"BGR","Bulgaria",5101,94
2020-10-18,"CHE","Switzerland",14192,30
2020-10-18,"CYP","Cyprus",658,0
2020-10-18,"CZE","Czechia",56775,388
2020-10-18,"DEU","Germany",40968,168
2020-10-18,"DNK","Denmark",2970,11
2020-10-18,"ESP","Spain",85481,868
2020-10-18,"EST","Estonia",213,0
2020-10-18,"FIN","Finland",1426,5
2020-10-18,"FRA","France",162060,747
2020-10-18,"GBR","United Kingdom",118693,821
2020-10-18,"GRC","Greece",3012,60
2020-10-18,"HRV","Croatia",5140,39
2020-10-18,"HUN","Hungary",9191,205
2020-10-18,"IRL","Ireland",7434,26
2020-10-18,"ISL","Iceland",529,1
2020-10-18,"ITA","Italy",59291,377
2020-10-18,"LIE","Liechtenstein",86,0
2020-10-18,"LTU","Lithuania",1399,10
2020-10-18,"LUX","Luxembourg",1286,3
2020-10-18,"LVA","Latvia",780,2
2020-10-18,"MLT","Malta",894,2
2020-10-18,"NLD","Netherlands",53784,176
2020-10-18,"NOR","Norway",915,3
2020-10-18,"POL","Poland",49950,569
2020-10-18,"PRT","Portugal",13247,101
2020-10-18,"ROU","Romania",25105,461
2020-10-18,"SVK","Slovakia",9984,27
2020-10-18,"SVN","Slovenia",4479,19
2020-10-18,"SWE","Sweden",5620,17
2020-10-25,"AUT","Austria",16979,74
2020-10-25,"BEL","Belgium",105329,501
2020-10-25,"BGR","Bulgaria",8386,108
2020-10-25,"CHE","Switzerland",28901,53
2020-10-25,"CYP","Cyprus",901,0
2020-10-25,"CZE","Czechia",84212,779
2020-10-25,"DEU","Germany",71567,267
2020-10-25,"DNK","Denmark",4964,22
2020-10-25,"ESP","Spain",123871,1039
2020-10-25,"EST","Estonia",333,5
2020-10-25,"FIN","Finland",1424,2
2020-10-25,"FRA","France",241473,1284
2020-10-25,"GBR","United Kingdom",151391,1250
2020-10-25,"GRC","Greece",5412,65
2020-10-25,"HRV","Croatia",10800,74
2020-10-25,"HUN","Hungary",13795,299
2020-10-25,"IRL","Ireland",7166,30
2020-10-25,"ISL","Iceland",393,0
2020-10-25,"ITA","Italy",111541,795
2020-10-25,"LIE","Liechtenstein",141,0
2020-10-25,"LTU","Lithuania",2663,21
2020-10-25,"LUX","Luxembourg",3558,12
2020-10-25,"LVA","Latvia",1228,14
2020-10-25,"MLT","Malta",838,8
2020-10-25,"NLD","Netherlands",62691,285
2020-10-25,"NOR","Norway",1096,1
2020-10-25,"POL","Poland",77922,865
2020-10-25,"PRT","Portugal",18775,135
2020-10-25,"ROU","Romania",29260,519
2020-10-25,"SVK","Slovakia",14008,71
2020-10-25,"SVN","Slovenia",9806,22
2020-10-25,"SWE","Sweden",9157,50
2020-11-01,"AUT","Austria",28574,130
2020-11-01,"BEL","Belgium",99544,1060
2020-11-01,"BGR","Bulgaria",16180,204
2020-11-01,"CHE","Switzerland",50405,159
2020-11-01,"CYP","Cyprus",1018,1
2020-11-01,"CZE","Czechia",83547,1228
2020-11-01,"DEU","Germany",107161,474
2020-11-01,"DNK","Denmark",6943,21
2020-11-01,"ESP","Spain",142377,1226
2020-11-01,"EST","Estonia",574,0
2020-11-01,"FIN","Finland",1443,5
2020-11-01,"FRA","France",275408,2258
2020-11-01,"GBR","United Kingdom",161114,1821
2020-11-01,"GRC","Greece",10147,61
2020-11-01,"HRV","Croatia",15115,125
2020-11-01,"HUN","Hungary",21217,417
2020-11-01,"IRL","Ireland",4874,33
2020-11-01,"ISL","Iceland",442,1
2020-11-01,"ITA","Italy",183553,1488
2020-11-01,"LIE","Liechtenstein",186,2
